field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D20	armored_vehicle_powertrains	Armored Vehicle Powertrains	armored_vehicles	"[[""vehicle_transmission_design"", ""electric_ship_propulsion""]]"	Match propulsion and driveline capacity to a qualified armored vehicle duty	Compatible engines or drives, transmission, fuel or electricity and parts	Deliver bounded mobility under actual load and terrain
D20	armored_vehicle_optics	Armored Vehicle Optics	armored_vehicles,optical_lenses	[]	Provide evaluated protected observation paths for vehicle crews	Qualified optical equipment, mounts and trained users	Improve supported observation while blind areas and conditions remain
D20	vehicle_stabilized_observation	Vehicle Stabilized Observation	armored_vehicle_optics	"[[""gyroscopic_flight_instruments"", ""feedback_governors""]]"	Maintain an evaluated observation reference on a moving vehicle	Suitable sensors, control hardware, power and maintenance	Reduce some motion interference without guaranteeing detection
D20	combat_engineer_equipment_sets	Combat Engineer Equipment Sets	field_engineer_mobility,standard_fastener_kitting	[]	Group compatible construction and repair tools for a specified military engineering service	Actual tools, transport, trained engineers and consumable stocks	Deliver bounded engineering work rather than instant terrain changes
D20	military_bridge_load_classification	Military Bridge Load Classification	field_bridge_operations,structural_load_testing	[]	Match a crossing's evaluated capacity to actual military vehicle and load demands	Inspected bridge, load records and trained engineers	Prevent unsupported crossing assumptions while route availability remains physical
D20	armored_engineer_recovery	Armored Engineer Recovery	armored_vehicle_recovery,combat_engineer_equipment_sets	[]	Integrate qualified protected engineering and recovery equipment on a carrier	Actual carrier, tools, trained crew, fuel and parts	Recover selected mobility services within reach and equipment capacity
D20	field_workshop_transportability	Field Workshop Transportability	field_maintenance_diagnostics	"[[""motor_transport_columns"", ""cart_running_gear""]]"	Package qualified repair functions into a transportable workshop with setup requirements	Actual workshop tools, carrier, utilities, parts and trained workers	Provide local repair capacity after actual movement and setup
D20	military_fuel_transfer_services	Military Fuel Transfer Services	motor_transport_columns,fuel_supply_chain_balancing	[]	Deliver compatible fuel through accountable mobile transfer and storage services	Actual fuel, suitable containers or vehicles, trained crews and routes	Sustain supported vehicles while losses, travel and capacity remain
D20	field_electrical_service_units	Field Electrical Service Units	electrical_generators	"[[""alternating_current_distribution"", ""battery_bank_wiring""]]"	Deploy qualified finite generation and electrical distribution for field services	Actual generating equipment, fuel or renewable supply, cables and electricians	Power compatible services while demand competes for limited capacity
D20	naval_replenishment_interfaces	Naval Replenishment Interfaces	naval_logistics	"[[""marine_salvage_lifting"", ""quay_load_handling""]]"	Qualify compatible ship-to-ship transfer equipment and operating limits	Actual vessels, suitable transfer gear, trained crews and acceptable conditions	Move existing stores between ships with weather and throughput limits
D20	submarine_atmosphere_services	Submarine Atmosphere Services	submersible_hulls	"[[""gas_composition_analysis"", ""spacecraft_atmosphere_control""]]"	Provide qualified atmosphere monitoring and conditioning for a submerged crew space	Actual vessel, suitable machinery, consumables, power and engineering crew	Sustain bounded submerged habitation while reserves and faults constrain endurance
D20	submarine_acoustic_observation	Submarine Acoustic Observation	submersible_hulls	"[[""marine_echo_sounding"", ""acoustic_diaphragms""]]"	Operate qualified underwater acoustic sensing with explicit environmental uncertainty	Actual sensors, power, trained interpretation and maintained equipment	Provide bounded observations without revealing every submerged contact
D20	maritime_patrol_sensor_integration	Maritime Patrol Sensor Integration	naval_aviation	"[[""robotic_sensor_fusion"", ""field_information_fusion""]]"	Combine evaluated airborne maritime observations with dated crew reports	Actual patrol aircraft, sensors, trained crews and communication	Support fleet awareness while coverage and identification remain uncertain
D20	naval_aircraft_deck_handling	Naval Aircraft Deck Handling	carrier_aviation,aircraft_weight_balance	[]	Move and secure compatible aircraft through qualified deck-handling arrangements	Actual carrier deck, handling equipment and trained crews	Support bounded flight operations with real space and handling time
D20	carrier_aircraft_recovery_systems	Carrier Aircraft Recovery Systems	carrier_aviation,aircraft_landing_gear	[]	Qualify compatible aircraft recovery equipment and crew operation for a carrier	Actual fitted ship, compatible aircraft, maintained machinery and qualified crews	Recover supported aircraft within evaluated conditions and deck capacity
D20	carrier_aircraft_launch_systems	Carrier Aircraft Launch Systems	carrier_aviation,aircraft_weight_balance	[]	Qualify an aircraft launch arrangement matched to available deck and aircraft performance	Actual compatible ship, aircraft, launch equipment and trained crews	Launch supported aircraft with energy, weather and cycle limits
D20	naval_aviation_maintenance_shops	Naval Aviation Maintenance Shops	naval_aircraft_deck_handling,aviation_maintenance_records	[]	Maintain qualified aircraft service functions within a ship's constrained workshops	Actual tools, spares, trained staff and shipboard utilities	Restore selected aircraft availability while space and resupply limit throughput
D20	amphibious_landing_craft_integration	Amphibious Landing Craft Integration	amphibious_operations	"[[""roll_on_roll_off_loading"", ""coastal_watercraft""]]"	Match qualified shallow-water transport craft to evaluated shore and payload conditions	Actual craft, trained crews, suitable access and payload stocks	Move bounded personnel or stores ashore without bypassing coastal conditions
D20	military_air_transport_loading	Military Air Transport Loading	airfield_operating_services,aircraft_weight_balance	[]	Plan and verify compatible military payload carriage within an aircraft's envelope	Actual transport aircraft, load equipment, crews and receiving access	Move finite people or stores while mass, volume and range constrain service
D20	forward_aircraft_servicing	Forward Aircraft Servicing	airfield_operating_services,military_fuel_transfer_services	[]	Provide qualified aircraft servicing at a supplied temporary operating location	Actual accessible site, compatible fuel, tools, spares and trained crews	Support bounded sorties after real setup and supply
D20	search_and_rescue_aviation	Search And Rescue Aviation	emergency_care_systems	"[[""rotary_wing"", ""naval_aviation""]]"	Integrate qualified aerial recovery and receiving-care coordination	Actual suitable aircraft, crews, rescue equipment and reachable care	Recover supported persons under actual weather and capacity limits
D20	military_airworthiness_release	Military Airworthiness Release	aviation_maintenance_records,military_equipment_interoperability	[]	Document and verify a military aircraft configuration's qualified service envelope	Actual configuration records, competent engineering review and inspection	Permit supported operations without treating attached equipment as automatically compatible
D20	aircrew_survival_support	Aircrew Survival Support	airfield_operating_services	"[[""mountain_field_school"", ""emergency_care_systems""]]"	Equip and train aircrew for bounded survival and recovery after a forced landing	Actual appropriate kits, practiced skills and available recovery services	Improve supported survival prospects without guaranteed rescue
D20	military_simulation_validation	Military Simulation Validation	military_training_simulators,mathematical_model_validation	[]	Compare training-simulation behavior with relevant operating evidence and declared limitations	Qualified evidence, analysts, representative scenarios and maintained simulators	Improve training relevance without treating simulated success as combat proof
D20	military_observation_provenance	Military Observation Provenance	field_information_fusion,data_provenance_tracking	[]	Retain source, time and confidence when combining military observations	Actual reports, staff and usable communication	Prevent stale or duplicated reports from becoming certain current knowledge
D20	coalition_equipment_serviceability	Coalition Equipment Serviceability	military_equipment_interoperability,field_maintenance_diagnostics	[]	Assess which partner equipment and services are actually compatible and supported	Actual partner agreements, inspected stocks and trained technical personnel	Use supported coalition resources without assuming universal interchangeability
D20	uncrewed_platform_recovery	Uncrewed Platform Recovery	uncrewed_reconnaissance_operations	"[[""armored_vehicle_recovery"", ""robotic_field_repair"", ""marine_salvage_lifting""]]"	Retrieve and qualify repairable remote platforms through suitable crew and equipment services	Actual damaged platforms, reachable routes, recovery tools and trained crews	Recover some equipment without spawning replacements or revealing unseen wrecks
D20	remote_platform_energy_support	Remote Platform Energy Support	robotic_resupply_operations,battery_state_estimation	[]	Provide compatible charging or energy replenishment for supported remote platforms	Actual stored energy or fuel, compatible interfaces and service crews	Sustain bounded remote operations while energy and access remain finite
D20	military_autonomy_authorization	Military Autonomy Authorization	military_system_assurance,machine_action_accountability	[]	Assign bounded machine functions to accountable command authority with evidence and intervention requirements	Qualified system, authorized commanders, actual communications and enforceable limits	Permit supported automation while generals retain responsibility and uncertainty is reported
