field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D20	field_veterinary_support	Field Veterinary Support	case_records	"[[""animal_taming"", ""selective_herd_breeding""]]"	Organize qualified care and condition assessment for service animals	Animal-care workers, rest space, forage and appropriate supplies	Retain some animal service capacity while illness and injury require time and replacements
D20	unit_rotation_planning	Unit-Rotation Planning	work_rest_limits,military_staffs	[]	Schedule relief against measured fatigue, duty and available replacement strength	Rest capacity, reserves, transport and command coordination	Restore some readiness at the cost of temporarily reduced deployed strength
D20	replacement_cohesion_training	Replacement-Cohesion Training	junior_leader_development,formation_drill	[]	Integrate replacements into a formation's practiced tasks and relationships	Actual replacements, instructors, equipment and rehearsal time	Rebuild collective readiness gradually rather than averaging in untrained strength for free
D20	demobilization_return_services	Demobilization Return Services	militia_muster_registers,rehabilitation_services	[]	Return released personnel and equipment through accountable transition arrangements	Records, travel, assessment and receiving civilian capacity	Restore civilian labor while retaining needs for care and equipment reconciliation
D20	field_bridge_operations	Field-Bridge Operations	pontoon_bridge_assembly,military_staffs	[]	Organize inspection, deployment and traffic over temporary military crossings	Bridge equipment, engineer crews, accessible banks and protection	Move supported loads across an actual crossing with finite throughput
D20	siege_engine_transport	Siege-Engine Transport	siege_engineering,cart_running_gear	[]	Organize disassembly, carriage and reassembly of heavy siege apparatus	Transport, craftsmen, lifting means and accessible ground	Extend where existing siege equipment can operate while adding setup time
D20	fortress_service_networks	Fortress-Service Networks	field_fortifications,fortified_stores,route_memory	[]	Link maintained defensive sites with garrisons, reporting and replenishment	Actual fortifications, personnel, stores and open routes	Sustain a network only where its sites can receive support
D20	artillery_recoil_systems	Artillery Recoil Systems	powder_artillery,mechanical_oscillation,packed_piston_seals	[]	Manage firing-induced motion within a qualified artillery mounting	Engineered equipment, proof facilities, trained crews and maintenance	Reduce some repositioning burdens without eliminating loads or equipment wear
D20	artillery_observation_liaison	Artillery-Observation Liaison	indirect_fire,military_cartographic_reporting,signals_detachment_training	[]	Exchange checked observation and fire-support requests through an accountable command link	Trained observers and crews, working communications and compatible ammunition	Coordinate supported artillery while information age and authorization remain limiting
D20	motor_transport_columns	Motor-Transport Columns	internal_combustion,ammunition_distribution_accounts	[]	Organize vehicles and crews into a maintained military transport service	Actual vehicles, fuel, drivers, repair support and usable routes	Increase selected carrying throughput while creating fuel and road dependence
D20	wheeled_armored_reconnaissance	Wheeled Armored Reconnaissance	armored_vehicles,reconnaissance_patrol_doctrine	[]	Fit a wheeled protected platform to an information-gathering role	Qualified vehicles, trained crews, sensors, fuel and maintenance	Trade some terrain access and protection for a distinct patrol endurance and support profile
D20	tracked_running_gear	Tracked Running Gear	armored_vehicles,bearing_surfaces,cyclic_fatigue	[]	Distribute vehicle load and traction through a maintained continuous-track system	Suitable components, powertrain, repair labor and terrain trials	Change ground access while imposing wear, transport and maintenance burdens
D20	mechanized_dismount_coordination	Mechanized-Dismount Coordination	junior_leader_development	"[[""tracked_running_gear"", ""wheeled_armored_reconnaissance""]]"	Train mounted transport crews and dismounted troops as a coordinated formation	Suitable carriers, infantry, communication, fuel and collective practice	Combine protected movement and dismounted action without treating passengers as vehicle crew
D20	armored_vehicle_recovery	Armored-Vehicle Recovery	counterweight_cranes,field_armorer_teams	"[[""tracked_running_gear"", ""wheeled_armored_reconnaissance""]]"	Provide equipped recovery crews for immobilized heavy vehicles	Recovery equipment, trained crews, access and support vehicles	Return some disabled equipment to repair while severe damage or inaccessible ground can prevent recovery
D20	modular_vehicle_protection	Modular Vehicle Protection	armored_vehicles,stress_strain_relations	[]	Fit replaceable protective assemblies against specified threat classes	Qualified materials, tested interfaces, lifting equipment and weight allowance	Adapt protection at a cost in mass, mobility and supply variety
D20	night_observation_equipment	Night-Observation Equipment	photoconductivity,transistor_amplifiers,experimental_optics	[]	Form usable observations from weak or non-visible signals through qualified instruments	Suitable sensors, optics, power and trained interpretation	Extend selected observation conditions while weather, contrast and countermeasures limit performance
D20	pulse_radar_observation	Pulse-Radar Observation	electromagnetic_wave_theory,electrical_measurement,timed_signal_sequences	[]	Infer range and direction from measured radio echoes	Qualified transmitters, receivers, timing, antennas, power and calibration	Observe detectable objects with geometry, clutter and resolution limits
D20	radar_track_estimation	Radar-Track Estimation	pulse_radar_observation,statistical_inference	[]	Associate successive observations into uncertain motion estimates	Repeated observations, processing capacity and track review	Support a maintained picture without treating ambiguous returns as certain identities
D20	integrated_air_defense_coordination	Integrated Air-Defense Coordination	radar_track_estimation,signals_detachment_training,military_staffs	[]	Coordinate observation, identification and defensive units under shared authority	Working sensors and links, equipped units, trained staff and support stocks	Combine actual defensive coverage while gaps and misidentification remain possible
D20	passive_electronic_observation	Passive Electronic Observation	tuned_radio_reception,frequency_stabilization	[]	Characterize received emissions without assuming every source is identified	Receivers, antennas, trained analysts and an observed signal environment	Add limited information about emitting systems while silent sources remain unobserved
D20	electronic_resilience_practice	Electronic-Resilience Practice	passive_electronic_observation,signals_detachment_training	[]	Prepare equipment and operators to maintain essential functions amid interference	Tested configurations, alternative procedures, power and trained teams	Reduce some communication failures while severe disruption still degrades command
D20	uncrewed_reconnaissance_operations	Uncrewed Reconnaissance Operations	remote_aircraft,reconnaissance_patrol_doctrine,robotic_sensor_fusion	[]	Operate recoverable or expendable uncrewed sensors within a command objective	Actual platforms, control arrangements, operators, energy and maintenance	Extend selected observation while losses, links and endurance constrain coverage
D20	counter_drone_observation	Counter-Drone Observation	radar_track_estimation,computer_vision	[]	Combine suitable observations to classify small aerial objects for defensive review	Deployed sensors, trained reviewers and evaluated detection models	Provide uncertain warning without granting automatic interception
D20	robotic_resupply_operations	Robotic Resupply Operations	robotic_task_planning,motor_transport_columns	[]	Use bounded uncrewed carriers to move allocated supplies along assessed routes	Actual carriers, local control, maintainers, energy and receiving staff	Reduce some transport exposure while payload, terrain and failure recovery limit utility
D20	combined_service_exercises	Combined-Service Exercises	military_staffs,staff_wargaming,crew_handoffs	[]	Rehearse interfaces among separately equipped land, sea or air formations	Participating forces, training space, supplies and shared review	Improve demonstrated coordination without creating missing service capabilities
D20	military_equipment_interoperability	Military-Equipment Interoperability	workshop_standards,signals_detachment_training	[]	Verify selected interfaces among equipment families and partner forces	Declared standards, compatible equipment and joint trials	Reduce some coordination and supply friction without making all foreign equipment interchangeable
D20	field_maintenance_diagnostics	Field-Maintenance Diagnostics	field_armorer_teams,electrical_measurement	[]	Distinguish equipment faults through documented inspection and diagnostic evidence	Trained maintainers, instruments, parts records and access	Reduce avoidable replacement while unrepairable or unobserved faults remain
D20	military_training_simulators	Military Training Simulators	numerical_simulation_software,guided_practice_cycles	[]	Rehearse defined operator tasks in a model calibrated against real equipment	Validated simulators, instructors, power and assessment	Supplement practice while real-world proficiency still needs physical demonstration
D20	logistics_readiness_forecasting	Logistics-Readiness Forecasting	ammunition_distribution_accounts,statistical_inference,field_maintenance_diagnostics	[]	Estimate future serviceability from observed stocks, consumption and failures	Current records, qualified assumptions and review against deliveries	Expose likely shortages without inventing future supplies or knowing enemy stocks
D20	field_information_fusion	Field-Information Fusion	military_cartographic_reporting,radar_track_estimation	[]	Combine dated observations while retaining provenance and conflicting estimates	Delivered reports, trained staff and processing capacity	Improve an assessed campaign picture without revealing hidden ground truth
D20	distributed_command_continuity	Distributed Command Continuity	mission_order_practice,protected_military_communications	[]	Preserve delegated authority and essential records across supported command disruptions	Trained successors, replicated records and functioning fallback arrangements	Continue bounded execution while disconnected commands can diverge
D20	civilian_protection_planning	Civilian-Protection Planning	emergency_care_systems,military_staffs	[]	Account for exposed civilians, essential services and feasible protective measures in campaign plans	Observed population information, responsible authorities and real shelter or evacuation capacity	Constrain military choices and report consequences without moving civilians by decree
D20	military_demining_services	Military Demining Services	field_engineer_mobility	"[[""experimental_controls"", ""robotic_sensor_fusion""]]"	Organize qualified survey, clearance and verification of suspected explosive hazards	Specialist teams, approved equipment, controlled access and disposal support	Restore only verified access while unknown hazards and slow clearance remain
D20	field_engineer_mobility	Field-Engineer Mobility	siege_engineering,structural_load_testing	[]	Assess and improve route obstacles for supported forces through qualified engineering work	Engineer personnel, tools, materials, access and time	Open or restore specific routes within physical load and labor limits
D20	orbital_surveillance_coordination	Orbital-Surveillance Coordination	orbital_dynamics,military_cartographic_reporting	"[[""radar_track_estimation"", ""experimental_optics""]]"	Maintain and share uncertain observations of relevant orbital objects	Ground or space sensors, working communications and orbit-analysis capacity	Support awareness of observed objects without omniscient space coverage
D20	military_system_assurance	Military-System Assurance	software_verification,military_equipment_interoperability	[]	Evaluate whether a fielded system behaves within declared authority and operating limits	Representative trials, independent review and accountable commanders	Reject unsupported automation claims while retaining human responsibility for objectives
D09	maintained_trail_networks	Maintained Trail Networks	route_memory,labor_rotations	[]	Mark and maintain repeatedly used ground routes around observed obstacles	Route access, maintenance labor and local inspection	Improve predictable travel while terrain and weather can still close paths
D09	pack_saddle_load_balancing	Pack-Saddle Load Balancing	pack_animals,woven_carriers	[]	Fit and distribute carried loads around an animal's assessed condition	Suitable saddles, handlers, loads and animal-care time	Use pack capacity with fewer avoidable injuries while carrying limits remain
D09	draft_harness_fitting	Draft-Harness Fitting	haul_harness_weaving,animal_taming	[]	Fit pulling equipment to distribute load across appropriate animal contact surfaces	Suitable harness, trained animals and practical fit assessment	Improve usable traction without multiplying animal power or endurance
D09	riding_saddle_support	Riding-Saddle Support	domesticated_mounts,joinery	[]	Support a rider and carried equipment while distributing contact loads	Suitable materials, skilled fitting and animal assessment	Improve supported riding with weight, comfort and maintenance tradeoffs
D09	stirrup_riding_practice	Stirrup-Riding Practice	riding_saddle_support	[]	Integrate foot supports into balanced riding and mounting practice	Compatible saddles, supports, riders and trained mounts	Change supported riding tasks without making cavalry effectiveness automatic
D09	hoof_protection_services	Hoof-Protection Services	animal_taming,hardened_edges	[]	Assess and maintain appropriate hoof protection for working animals	Qualified handlers, suitable materials and recurring care	Retain traction and serviceability under some surfaces while poor fitting can injure animals
D09	snow_sledge_transport	Snow-Sledge Transport	joinery	"[[""friction_measurement"", ""route_memory""]]"	Distribute loads over runners suited to snow or ice conditions	Suitable sledges, traction, assessed surfaces and cold-weather support	Carry loads where wheels perform poorly while thaw or rough ground can block travel
D09	ski_travel	Ski Travel	timber_grading,cordage	[]	Support and propel a traveler over suitable snow using elongated bearing surfaces	Fitted equipment, practiced travelers and snow assessment	Extend winter foot travel with terrain, snow and fatigue limits
D09	wet_ground_causeways	Wet-Ground Causeways	framed_construction,drainage	[]	Support a usable route over weak or intermittently wet ground	Suitable fill or structures, drainage, labor and inspected foundations	Open specific passages while settlement and flood damage require maintenance
D09	road_culvert_design	Road-Culvert Design	drainage	"[[""flow_continuity"", ""structural_load_testing""]]"	Provide a controlled water passage beneath a route	Sized structures, suitable foundations and debris inspection	Reduce some washouts without guaranteeing capacity in extreme flow
D09	cambered_road_surfaces	Cambered Road Surfaces	graded_roads,drainage	[]	Shape a road surface to shed water toward maintained drainage	Surveyed gradients, suitable material and upkeep	Preserve surface usability where drainage outlets actually function
D09	aggregate_road_foundations	Aggregate Road Foundations	graded_roads,structural_load_testing	[]	Build a load-spreading granular foundation matched to ground conditions	Graded material, compaction work, drainage and load evidence	Support heavier repeated traffic while weak subgrade remains a constraint
D09	bituminous_road_surfaces	Bituminous Road Surfaces	aggregate_road_foundations,bitumen_sealing	[]	Bind a prepared road surface with a qualified bituminous material	Suitable aggregate and binder, laying equipment and temperature control	Provide a durable wearing surface with heat, load and repair tradeoffs
D09	road_condition_surveys	Road-Condition Surveys	regional_maps,structural_load_testing	[]	Record route defects, capacity and maintenance priority from observations	Inspectors, dated records and accessible routes	Direct finite upkeep to observed problems instead of assuming all mapped roads are usable
D09	mountain_pass_engineering	Mountain-Pass Engineering	geometric_survey,mine_shoring	[]	Fit a route to difficult gradients and unstable slopes	Qualified survey, excavation, retaining work and maintenance	Open selected mountain access at construction and exposure costs
D09	masonry_bridge_arches	Masonry Bridge Arches	voussoir_arch_assembly,geometric_survey,structural_load_testing	[]	Carry bridge loads through a compressed masonry arch into supporting foundations	Suitable masonry, centering, sound abutments and inspection	Span selected crossings while foundation movement or overload can cause failure
D09	rope_suspension_bridges	Rope-Suspension Bridges	rope_laying,structural_load_testing	[]	Support a crossing from tensioned fiber members and adequate anchors	Qualified ropes, anchors, decking and regular replacement	Cross difficult gaps with load, motion and weathering limits
D09	iron_chain_suspension_bridges	Iron-Chain Suspension Bridges	forge_welding,stress_strain_relations	[]	Suspend a bridge deck through qualified metal links and anchored supports	Inspected links, foundations, erection equipment and maintenance	Support a different span and load envelope while link or anchor failure remains consequential
D09	steel_cable_bridges	Steel-Cable Bridges	steel_wire_drawing,stress_strain_relations,cyclic_fatigue	[]	Distribute suspended loads through bundled steel wires and inspected anchorages	Qualified cable, foundations, corrosion control and erection work	Extend selected span options with demanding inspection and maintenance
D09	truss_bridge_design	Truss-Bridge Design	framed_construction,stress_strain_relations	[]	Arrange connected members to transmit bridge loads through defined force paths	Qualified members and joints, foundations and load assessment	Use material efficiently within buckling, fatigue and connection limits
D09	pontoon_bridge_assembly	Pontoon-Bridge Assembly	river_craft,displacement_buoyancy,rope_rigging	[]	Support a connected crossing on buoyant units restrained against flow	Suitable floats, deck, anchors, crews and surveyed water conditions	Provide temporary crossing capacity while current, waves and loads limit operation
D09	movable_bridge_mechanisms	Movable-Bridge Mechanisms	timber_bridges,gear_ratios,counterweight_cranes	[]	Move a bridge span between supported traffic and open-navigation states	Maintained mechanisms, controlled approaches and trained operators	Share a crossing between land and water traffic with closure delays
D09	transport_tunnel_ventilation	Transport-Tunnel Ventilation	mine_airways,flow_continuity	[]	Provide inspected air exchange along an enclosed transport route	Suitable shafts or mechanical ventilation, monitoring and maintenance	Permit supported traffic while heat, emissions and failed ventilation can restrict use
D09	ropeway_freight_systems	Ropeway Freight Systems	rope_laying,compound_pulleys,structural_load_testing	[]	Carry suspended loads along a controlled ropeway between stations	Qualified rope or cable, supports, drive power and operators	Move freight across difficult ground with station and weather constraints
D09	rail_gauge_standards	Rail-Gauge Standards	standard_measures,workshop_standards	[]	Specify compatible track spacing and wheel relationships for a railway	Maintained standards, gauging tools and compatible rolling stock	Permit vehicle exchange on matching routes while incompatible gauges need transfer or adaptation
D09	rail_track_foundations	Rail-Track Foundations	aggregate_road_foundations,rail_gauge_standards	[]	Support and align rails over a maintained load-spreading foundation	Rails, sleepers, ballast or equivalent support, drainage and inspections	Carry guided rolling loads while settlement and track defects require repair
D09	railway_turnouts	Railway Turnouts	rail_track_foundations,precision_machinery	[]	Provide a controlled guided path between connected tracks	Qualified moving trackwork, inspection and operating procedures	Route vehicles through junctions within speed and locking limits
D09	wagonway_haulage	Wagonway Haulage	rail_track_foundations,cart_running_gear,draft_harness_fitting	[]	Use guided wagons to reduce resistance on a prepared route	Compatible wagons, maintained track, traction and crews	Move heavier loads on fixed routes without requiring a steam engine
D09	steam_rail_locomotion	Steam Rail Locomotion	heat_engine_cycles,cylinder_boring,rail_track_foundations	[]	Apply a maintained steam power plant to guided rail traction	Qualified locomotive, fuel, water, crew and service facilities	Provide powered haulage while route capacity and replenishment limit endurance
D09	rail_vehicle_braking	Rail-Vehicle Braking	friction_measurement,rail_track_foundations	[]	Control and inspect braking effort across moving rail vehicles	Qualified brakes, crew procedures and load-dependent stopping evidence	Manage train motion while distance and adhesion limits remain
D09	continuous_train_brakes	Continuous Train Brakes	rail_vehicle_braking	"[[""pressure_pipe_jointing"", ""vacuum_pumps""]]"	Coordinate supported braking across connected vehicles through a continuous control system	Compatible equipment, tested connections and maintained power or pressure	Reduce some coordination delays while disconnected or defective equipment must be detected
D09	railway_block_signaling	Railway Block Signaling	rail_track_foundations,agreed_signal_codes	[]	Separate train movements through accountable permission for defined track sections	Signals, trained staff and reliable section-occupancy information	Reduce conflicting movements at a cost in capacity and communication dependence
D09	railway_interlocking	Railway Interlocking	railway_block_signaling,railway_turnouts	"[[""finite_state_models"", ""experimental_controls""]]"	Prevent incompatible route permissions through a verified control arrangement	Qualified mechanisms or electronics, track information and maintenance	Reject specified conflicting commands while detection failures remain important
D09	rail_timetable_coordination	Rail-Timetable Coordination	material_accounting	"[[""railway_block_signaling"", ""wagonway_haulage""]]"	Allocate route and station capacity among planned train movements	Shared time references, actual vehicles and operating records	Coordinate repeated services while delays require real replanning
D09	railway_electric_traction	Railway Electric Traction	electric_motors,rail_track_foundations,cable_insulation	"[[""electrical_generators"", ""battery_bank_wiring""]]"	Supply controlled electric drive to guided vehicles	Qualified vehicles, a power source and collection or storage equipment	Provide powered haulage with electrical infrastructure and demand constraints
D09	diesel_rail_traction	Diesel Rail Traction	internal_combustion,rail_track_foundations	[]	Provide rail traction through a qualified compression-ignition powertrain	Suitable locomotives, fuel, trained crews and maintenance	Reduce some fixed power-infrastructure dependence while retaining fuel and emission costs
D09	urban_rail_transit	Urban Rail Transit	rail_timetable_coordination,rail_vehicle_braking	[]	Organize frequent passenger rail service around accessible stations and finite vehicle capacity	Actual routes, vehicles, staff, stations and passenger access	Carry concentrated passenger flows with crowding and interchange limits
D09	high_speed_rail_alignment	High-Speed Rail Alignment	rail_track_foundations,railway_interlocking,measured_kinematics	[]	Coordinate vehicle and route geometry for demonstrated higher-speed rail operation	Qualified track, rolling stock, signaling and maintenance tolerances	Shorten supported journeys while demanding dedicated infrastructure and inspection
D09	rail_freight_terminals	Rail-Freight Terminals	railway_turnouts,counterweight_cranes,material_accounting	[]	Transfer and sort freight between vehicles, storage and receiving routes	Track space, handling equipment, staff and receiving capacity	Connect rail haulage to actual delivery while terminal congestion can dominate delay
D09	standard_freight_units	Standard Freight Units	workshop_standards,cargo_seals,structural_load_testing	[]	Define transportable cargo enclosures with compatible handling and securing interfaces	Qualified units, handlers, locks or lashings and declared load limits	Reduce repeated cargo handling while empty-unit return and damage remain costs
D09	intermodal_freight_transfer	Intermodal Freight Transfer	standard_freight_units,material_accounting	[]	Coordinate compatible freight movement across distinct transport modes	Actual connecting modes, terminals, handling equipment and records	Link networks without treating transfer as instantaneous or costless
D09	freight_waybill_tracking	Freight-Waybill Tracking	cargo_seals,phonetic_notation	[]	Link a shipment's identity, custody and destination across handovers	Records, accountable handlers and actual report delivery	Locate responsibility and reported progress without revealing unreported cargo positions
D09	vehicle_transmission_design	Vehicle-Transmission Design	gear_ratios,bearing_surfaces	[]	Match a vehicle power source to changing wheel or shaft demands through a qualified transmission	Suitable components, lubrication and load trials	Trade speed and torque while losses and mechanical limits remain
D09	road_motor_vehicles	Road Motor Vehicles	cart_running_gear,vehicle_transmission_design,vehicle_steering_geometry	"[[""internal_combustion"", ""electric_motors""]]"	Integrate controlled powered traction, steering and braking into a road vehicle	Qualified powertrain, chassis, running gear, fuel or electricity and operators	Provide powered road mobility where routes and support permit
D09	pneumatic_road_tires	Pneumatic Road Tires	pressure_vessels,elastic_deformation	[]	Support wheel loads through a qualified air-filled compliant tire	Suitable elastomeric carcasses, reinforcement, inflation equipment and inspection	Improve some road contact and comfort with puncture, wear and pressure limits
D09	bicycle_drive_systems	Bicycle-Drive Systems	gear_ratios,bearing_surfaces,spoked_wheel_assembly	[]	Transmit human work to a steerable lightweight cycle	Qualified frames, running gear, drive components and practiced riders	Extend some personal travel range while terrain and human endurance constrain it
D09	vehicle_suspension_control	Vehicle-Suspension Control	mechanical_oscillation,coil_spring_tempering	[]	Manage relative motion between a vehicle body and its running gear	Qualified springs or equivalent supports, damping and load assessment	Improve supported ride and ground contact without removing rollover or overload risks
D09	vehicle_steering_geometry	Vehicle-Steering Geometry	coordinate_geometry,cart_running_gear	[]	Coordinate wheel directions and linkage motion for controlled turns	Qualified linkages, alignment tools and vehicle trials	Reduce avoidable scrub and instability within a demonstrated operating envelope
D09	hydraulic_vehicle_brakes	Hydraulic Vehicle Brakes	hydrostatic_pressure,packed_piston_seals,road_motor_vehicles	[]	Transmit braking commands through a maintained fluid system	Qualified components, compatible fluid, inspection and trained maintenance	Coordinate vehicle braking while leakage, heat and adhesion can limit performance
D09	road_traffic_coordination	Road-Traffic Coordination	urban_street_plans,agreed_signal_codes	[]	Assign understandable movement priority at shared routes and intersections	Signs or signals, road users, operating rules and maintenance	Reduce some conflicts while congestion and noncompliance remain
D09	public_bus_services	Public Bus Services	road_motor_vehicles,route_memory,material_accounting	[]	Provide repeated passenger transport along maintained road routes	Available buses, drivers, fuel or power, stops and operating funds	Extend shared travel access with timetable and crowding constraints
D09	road_freight_fleet_maintenance	Road-Freight Fleet Maintenance	road_motor_vehicles,road_condition_surveys	[]	Schedule inspection and repair against observed vehicle duty and condition	Qualified workshops, parts, maintainers and vehicle records	Retain delivered carrying capacity while repairs remove vehicles from service
D09	refrigerated_freight_transport	Refrigerated Freight Transport	mechanical_refrigeration,food_batch_traceability	"[[""road_motor_vehicles"", ""rail_freight_terminals"", ""quay_load_handling""]]"	Maintain specified cargo temperatures during an actual journey and transfer	Insulated carriers, cooling energy, monitoring and qualified handling	Deliver suitable perishables while failed cooling or delayed transfer can spoil stock
D09	battery_road_traction	Battery Road Traction	electric_motors,battery_bank_wiring,vehicle_transmission_design	[]	Integrate onboard electrical storage and controlled road-vehicle drive	Qualified batteries, drive equipment, charging and thermal management	Shift propulsion demand to charging supply with range, mass and battery-life limits
D09	vehicle_charging_networks	Vehicle-Charging Networks	battery_road_traction,charge_regulation,material_accounting	[]	Provide compatible charging access and account for delivered electrical energy	Actual chargers, grid or local generation, operators and available power	Support travel between supplied charging locations while queues and outages remain
D09	transport_demand_modeling	Transport-Demand Modeling	statistical_sampling,regional_maps	[]	Estimate trips and freight demand under explicit land-use and behavior assumptions	Representative records, models and review against observed use	Inform capacity choices without treating forecasts as guaranteed traffic
D09	freight_route_optimization	Freight-Route Optimization	constrained_optimization,freight_waybill_tracking	[]	Choose feasible freight routes against declared capacity, time and cost constraints	Observed network state, actual vehicle capacity and revisable estimates	Improve selected allocations while unknown closures and delivery competition remain
D09	accessible_transport_design	Accessible Transport Design	rehabilitation_services	"[[""public_bus_services"", ""urban_rail_transit"", ""scheduled_ferry_services""]]"	Adapt vehicles and access interfaces to diverse mobility and sensory needs	Suitable vehicles, stops, trained staff and user evaluation	Expand usable access without assuming every route or impairment has the same requirements
