field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D24	neural_interface_rehabilitation	Neural Interface Rehabilitation	rehabilitation_services,clinical_trial_design,real_time_computing	[]	Couple measured neural activity to supervised feedback for a specified rehabilitation task	Qualified interface, clinicians, consent, signal processing and repeated assessment	Investigate or deliver only indication-specific validated rehabilitation
D24	assistive_device_continuity	Assistive Device Continuity	prosthetic_fitting	"[[""component_reuse_certification"", ""longitudinal_health_record_linkage""]]"	Maintain fit, compatible replacement modules and individualized settings across device changes	Service records, available components, technicians and recurrent user assessment	Reduce loss of daily function during repairs and changing needs
D24	longitudinal_health_record_linkage	Longitudinal Health Record Linkage	personal_data_stewardship,clinical_laboratory_quality	[]	Link a consenting person's observations across time while preserving identity and measurement context	Accessible records, reliable identity matching, provenance and clinical stewardship	Support life-course assessment without assuming that correlation proves benefit
D24	aging_intervention_endpoint_design	Aging Intervention Endpoint Design	clinical_trial_design,longitudinal_health_record_linkage	[]	Distinguish changes in surrogate markers from demonstrated function, morbidity or survival outcomes	Defined cohorts, validated measurements, follow-up capacity and statistical review	Evaluate candidate interventions without awarding lifespan from a biomarker alone
D24	aging_intervention_programs	Aging Intervention Programs	aging_intervention_endpoint_design,pharmacovigilance	[]	Compare proposed aging interventions against prespecified benefit and harm endpoints over time	Qualified investigational products, consent, care, sustained follow-up and independent review	Produce bounded positive or negative evidence; deployment follows demonstrated benefit
D24	organ_replacement_matching_networks	Organ Replacement Matching Networks	organ_transplant_services,medical_cold_chain	[]	Coordinate compatible organ allocation with recipient readiness and time-sensitive transport	Consenting sources, qualified matching evidence, surgical capacity and maintained transport conditions	Use available organs with accountable allocation and fewer avoidable logistical losses
D24	remote_care_task_delegation	Remote Care Task Delegation	clinical_referral_networks	"[[""telemedicine_consultation"", ""illustrated_instruction_manuals""]]"	Assign defined care tasks to locally competent teams when a distant specialist cannot act directly	Local caregivers, scope-specific training, supplies and escalation arrangements	Extend supported care while retaining local competence requirements
D24	care_continuity_during_displacement	Care Continuity During Displacement	longitudinal_health_record_linkage,relocation_reception_networks	[]	Transfer active treatment obligations with displaced people and verify actual receiving capacity	Accessible essential records, medicines, receiving clinicians and delivery routes	Reduce interruption of continuing treatment during relocation
D24	adaptive_access_interfaces	Adaptive Access Interfaces	accessible_learning_materials	"[[""human_machine_team_training"", ""accessible_building_design""]]"	Adapt input and presentation methods to evaluated sensory or motor access needs	Compatible devices, user trials, support and maintained alternative channels	Allow more people to use the same learning and civic services
D24	trace_element_cycle_recovery	Trace Element Cycle Recovery	resource_circularity_accounts,wastewater_nutrient_removal	[]	Recover selected scarce trace constituents from mixed waste streams with measured purity	Characterized streams, selective separation plant, reagents, energy and residue disposal	Reduce specified make-up inputs while paying separation costs
D24	coupled_habitat_biogeochemistry	Coupled Habitat Biogeochemistry	closed_ecosystem_experiments,habitat_food_balance,resource_circularity_accounts	[]	Balance interacting carbon, oxygen, nutrient and microbial inventories over repeated cycles	Instrumented habitat trials, organisms, reserves and analytical staff	Find limiting exchanges before increasing habitat occupancy
D24	ecological_life_support_stability	Ecological Life Support Stability	coupled_habitat_biogeochemistry,bioprocess_evolution_monitoring	[]	Detect drifting biological feedbacks and test bounded corrective interventions	Continuous observations, independent reserves and reversible intervention capacity	Maintain an evaluated operating envelope for biological life support
D24	habitat_makeup_supply_planning	Habitat Makeup Supply Planning	resource_circularity_accounts	"[[""contingent_supply_contracts"", ""closed_habitat_material_accounts""]]"	Schedule external make-up deliveries from measured irrecoverable losses and lead times	Real suppliers, transport windows, storage and purchasing capacity	Support partially closed settlements through explicit import dependence
D24	settlement_autonomy_trials	Settlement Autonomy Trials	habitat_makeup_supply_planning,independent_service_reserve_design	[]	Test a settlement against defined durations of external service and supply loss	Instrumented trial boundary, emergency abort provisions and actual stores	Certify only the tested duration and operating conditions of autonomy
D24	ocean_settlement_mooring_integration	Ocean Settlement Mooring Integration	marine_anchor_systems,ship_stability_assessment,building_services_coordination	[]	Integrate compliant station keeping and service connections for occupied floating structures	Site surveys, qualified moorings, inspection craft and service connections	Support bounded floating occupancy under a qualified sea-state envelope
D24	submerged_habitat_pressure_integrity	Submerged Habitat Pressure Integrity	submarine_rescue_services,habitat_modular_construction	[]	Qualify occupied enclosures and penetrations against sustained external water pressure	Pressure-qualified structures, inspections, atmosphere services and rescue access	Enable defined-duration submerged habitation within certified depth limits
D24	ocean_habitat_escape_systems	Ocean Habitat Escape Systems	submerged_habitat_pressure_integrity,maritime_distress_coordination	[]	Provide tested evacuation and refuge paths from a disabled submerged habitat	Maintained escape systems, trained occupants and reachable rescue capacity	Reduce entrapment risk with finite rescue time and capacity
D24	planetary_intervention_comparison	Planetary Intervention Comparison	climate_model_evaluation,ecological_restoration_targets	[]	Compare intervention portfolios against shared environmental baselines, uncertainty and distribution of harms	Independent observations, evaluators and explicit counterfactual scenarios	Support informed project choice without treating modeled benefit as achieved restoration
D24	carbon_removal_durability_contracts	Carbon Removal Durability Contracts	carbon_removal_verification,long_duration_liability_funds	[]	Tie credited removal to persistence monitoring, reversal liability and make-good obligations	Verified measurement boundaries, retained monitoring and funded liability	Prevent temporary storage from silently satisfying durable-removal commitments
D24	restoration_termination_protocols	Restoration Termination Protocols	adaptive_land_management,planetary_intervention_comparison	[]	Define monitored stopping and reversal triggers before a large environmental intervention begins	Baseline evidence, responsible operators and feasible withdrawal measures	Respond to adverse outcomes without presuming every intervention is reversible
D24	transboundary_environment_experiments	Transboundary Environment Experiments	cross_border_resource_arbitration,research_ethics_review,planetary_intervention_comparison	[]	Coordinate bounded environmental trials whose effects cross jurisdictions	Affected-party participation, monitoring, liability and agreed trial limits	Allow contested research with explicit obligations and independent evidence
D24	rotating_habitat_human_factors	Rotating Habitat Human Factors	rotating_habitat_dynamics	"[[""habitat_health_services"", ""clinical_trial_design""]]"	Measure motion tolerance, movement and task performance in evaluated rotating environments	Ground analogs or suitable flight facility, clinicians, consent and measured exposure	Define evidence-based candidate operating envelopes for rotational habitation
D24	partial_gravity_health_studies	Partial Gravity Health Studies	habitat_health_services,clinical_trial_design	[]	Measure longitudinal responses to sustained reduced gravity separately from complete weightlessness	Suitable experimental environment, carefully justified subjects and long follow-up	Bound health uncertainty before claiming safe permanent surface settlement
D24	low_gravity_reproductive_research	Low Gravity Reproductive Research	partial_gravity_health_studies,developmental_stage_series,research_ethics_review	[]	Investigate reproduction and development under altered gravity using staged ethically reviewed models	Appropriate nonhuman models first, protected facilities, oversight and long observation	Produce evidence on constraints rather than unlock automatic healthy births
D24	space_radiation_dose_forecasting	Space Radiation Dose Forecasting	space_radiation_shielding,orbital_environment_monitoring	[]	Combine exposure measurements and shelter geometry with forecast event uncertainty	Calibrated dosimeters, environment observations and characterized shielding	Plan bounded exposure and shelter use without eliminating radiation risk
D24	habitat_storm_shelter_operations	Habitat Storm Shelter Operations	space_radiation_dose_forecasting	"[[""life_support_priority_rules"", ""emergency_coordination_centers""]]"	Move occupants into finite protected volume during hazardous exposure periods	Qualified shielding, stocked shelter, alarm delivery and practiced occupancy procedures	Reduce selected radiation exposure while consuming shelter services
D24	habitat_dust_exclusion	Habitat Dust Exclusion	habitat_modular_construction,habitat_water_quality_barriers	[]	Separate contaminated exterior equipment and dust from clean habitat interfaces	Qualified seals, cleaning systems, consumables and particle monitoring	Limit abrasive and biologically relevant dust entering occupied spaces
D24	habitat_leak_localization	Habitat Leak Localization	habitat_modular_construction,gas_composition_analysis	[]	Locate and isolate pressure leaks using measured compartment behavior and local sensing	Pressure sensors, accessible isolation boundaries, repair stocks and responders	Reduce atmosphere loss through bounded diagnosis and repair
D24	autonomous_habitat_repair	Autonomous Habitat Repair	habitat_leak_localization,robotic_field_repair,software_verification	[]	Diagnose and execute a qualified subset of repairs with independent post-repair checks	Accessible modular systems, robot tools, parts, power and human escalation	Restore selected services during crew absence or delayed advice
D24	habitat_multigenerational_viability	Habitat Multigenerational Viability	low_gravity_reproductive_research,ecological_life_support_stability,habitat_constitutional_compacts	[]	Evaluate population health, renewal, life-support and institutional continuity together across generations	Evidence-bearing long trials, voluntary population participation, supply capacity and independent review	Determine whether specific long-term habitation conditions are supportable
D24	offworld_child_development_services	Offworld Child Development Services	habitat_multigenerational_viability,accessible_learning_materials	[]	Adapt supported childhood care, learning and physical development to evaluated habitat constraints	Established developmental evidence, trained caregivers, protected space and supplies	Support children already present without treating them as a manufactured resource
D24	crew_conflict_mediation_under_delay	Crew Conflict Mediation Under Delay	mediation_practice	"[[""delayed_governance_protocols"", ""long_delay_correspondence_protocols""]]"	Resolve local disputes with review and representation when outside adjudication is delayed	Locally legitimate procedures, confidential access and records for later review	Maintain accountable crew governance without instant distant decisions
D24	habitat_demographic_capacity_models	Habitat Demographic Capacity Models	habitat_food_balance,longitudinal_health_record_linkage	[]	Project age-structured care and service demand against real habitat capacity	Observed population aggregates, service measurements and uncertainty scenarios	Expose future care and supply shortfalls without assigning reproductive orders
D24	archive_bootstrap_interpreters	Archive Bootstrap Interpreters	emulated_software_preservation,record_fixity_auditing	[]	Package documented decoding steps from simple readable representations to complex archive formats	Durable media, reference specifications, checked tools and recurring recovery trials	Recover otherwise unreadable technical records after loss of current software
D24	distributed_skill_custodianship	Distributed Skill Custodianship	succession_mentoring	"[[""long_horizon_public_trusts"", ""cooperative_purchasing""]]"	Maintain practiced essential skills at independent locations with funded succession	Competent mentors, apprentices, facilities and continuing community support	Reduce simultaneous loss of rare practical capabilities
D24	cross_generation_obligation_review	Cross Generation Obligation Review	future_obligation_disclosure,constitutional_revision_procedures	[]	Periodically reconsider inherited commitments with affected cohorts and recorded exit costs	Legitimate deliberation, accessible evidence and continued essential services	Permit correction of long projects without erasing obligations or locking descendants into policy
D24	long_baseline_probe_fault_recovery	Long Baseline Probe Fault Recovery	interstellar_probe_navigation,fault_tolerant_computing	[]	Restore bounded probe functions after faults without timely ground intervention	Redundant qualified hardware, finite energy, validated recovery software and retained diagnostics	Extend useful unattended investigation within tested fault coverage
D24	autonomous_probe_science_selection	Autonomous Probe Science Selection	long_baseline_probe_fault_recovery,verifiable_autonomous_research	[]	Select observations under power, storage and transmission limits using inspectable scientific priorities	Qualified instruments, bounded onboard computation and retained decision provenance	Return prioritized evidence when every observation cannot be transmitted
D24	interstellar_message_recovery	Interstellar Message Recovery	communication_link_budgets,error_correcting_code_design,deep_space_tracking	[]	Accumulate and decode extremely weak delayed probe signals with explicit uncertainty	Sufficient receiving aperture, calibrated timing, energy and known coding scheme	Recover limited information where the physical link budget supports detection
D24	planetary_threat_orbit_covariance	Planetary Threat Orbit Covariance	orbit_determination,statistical_inference	[]	Propagate uncertain small-body observations into possible future encounter regions	Repeated calibrated observations, trajectory computation and independent checking	Distinguish uncertain possible impacts from better constrained threats
D24	planetary_defense_decision_protocols	Planetary Defense Decision Protocols	planetary_threat_orbit_covariance,cross_border_resource_arbitration	[]	Assign evidence review, notification and accountable response decisions for a shared impact threat	Participating authorities, observations, communication and review capacity	Coordinate response without granting physical deflection capability
D24	impact_deflection_mission_design	Impact Deflection Mission Design	planetary_threat_orbit_covariance,launch_vehicle_guidance,orbital_transfer_planning	[]	Design a constrained momentum-transfer mission and assess uncertain target response	Characterized target, launch hardware, tracking and sufficient warning time	Investigate a feasible deflection with explicit residual trajectory uncertainty
D24	deflection_outcome_verification	Deflection Outcome Verification	impact_deflection_mission_design,planetary_defense_decision_protocols	[]	Measure post-intervention trajectories and revise residual risk against independent observations	Surviving observation capacity, calibrated time series and accountable reporting	Base further action on observed orbital change rather than mission launch alone
D24	long_horizon_project_optioning	Long Horizon Project Optioning	mathematical_model_validation	"[[""project_finance_accounts"", ""public_budget_accounts""]]"	Stage costly frontier projects with reversible commitments and evidence-dependent expansion	Real budgets, measured milestones, costed alternatives and termination terms	Preserve choices when uncertain engineering results change project value
D24	settlement_decommissioning_recovery	Settlement Decommissioning Recovery	material_disassembly_design,long_duration_liability_funds	[]	Plan paid dismantling, contaminant isolation and occupant relocation when a settlement retires	Reachable transport, receiving capacity, trained crews and funded waste management	Return qualified materials while accounting for stranded assets and residual hazards
D24	frontier_capability_assurance_cases	Frontier Capability Assurance Cases	mathematical_model_validation,independent_replication_networks	[]	Assemble traceable evidence that a specific integrated capability meets bounded claims	Independent review, operating measurements, failure records and explicit assumptions	Prevent component success from automatically authorizing unsupported settlement-scale claims
