field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D17	research_cost_sharing_accounts	Research Cost-Sharing Accounts	partnership_capital_accounts	[]	Attribute contributed staff, equipment time, specimens and funds to a joint inquiry	Actual partner contributions, accessible accounts and agreed valuation	Distribute research cost while exposing uneven participation and coordination overhead
D17	background_knowledge_access_terms	Background Knowledge Access Terms	research_cost_sharing_accounts	[]	Separate pre-existing partner knowledge from new jointly produced results and define access	Identified knowledge holders, interpretable scope and accepted obligations	Prevent participation from automatically conveying every partner discovery
D17	technology_use_licenses	Technology Use Licenses	witnessed_obligations	"[[""apprentice_contracts"", ""commercial_disclosure""]]"	Specify a bounded permission to use a controlled method with fees, scope and duration	Willing holder, enforceable agreed terms and a recipient capable of the permitted use	Permit dependent use while leaving know-how transfer, equipment and independent mastery separate
D17	know_how_transfer_packages	Know-How Transfer Packages	demonstration_teaching	"[[""laboratory_notebooks"", ""craft_demonstration_collections""]]"	Combine demonstrations, process records and tacit-practice instruction for a defined method	Competent instructors, transferable records, local equipment and repeated practice	Reduce reconstruction effort while leaving local qualification and missing tacit knowledge costs
D17	research_result_reproduction_acceptance	Research Result Reproduction Acceptance	experimental_controls,commissioned_research_scoping	[]	Test whether delivered findings can be reproduced under the contracted conditions before final acceptance	Comparable samples, local method capacity and finite independent evaluation	Distinguish purchased evidence from a locally demonstrated capability
D17	pooled_technology_access	Pooled Technology Access	technology_use_licenses	[]	Aggregate complementary permissions under common access and allocation terms	Actual participating rights holders, compatible terms and fee allocation records	Reduce repeated negotiations while retaining missing-rights and market-exclusion risks
D17	innovation_prize_commitments	Innovation Prize Commitments	witnessed_obligations	[]	Commit a funded reward to a demonstrated outcome judged by predeclared criteria	Credible reserved reward, feasible evaluation and voluntary capable entrants	Encourage competing approaches without ensuring a solution or covering every entrant's cost
D17	contingent_claim_exposure_nets	Contingent Claim Exposure Nets	correlated_loss_stress_models,net_settlement	[]	Trace linked obligations across institutions and identify cascading settlement shortfalls	Disclosed positions, counterparties and scenario computations	Expose systemic dependencies without assuming every bilateral cancellation is legally available
D17	autonomous_procurement_budget_limits	Autonomous Procurement Budget Limits	machine_action_accountability	[]	Constrain a purchasing agent by authorized spend, counterparties, quantities and revocation rules	Authenticated authority, real budget and auditable order execution	Delegate bounded procurement while retaining mistaken orders and human accountability
D17	long_delay_delivery_acceptance	Long-Delay Delivery Acceptance	long_delay_correspondence_protocols,commodity_forward_delivery	[]	Separate dispatch evidence, arrival evidence and final acceptance across long communication delays	Actual cargo tracking, authenticated records and funded contingent obligations	Support distant trade without treating a departure message as completed delivery
D17	habitat_life_support_cost_accounts	Habitat Life-Support Cost Accounts	closed_habitat_material_accounts,industrial_job_costing	[]	Allocate finite maintenance, replenishment and reserve costs to life-support services	Measured material and energy flows, occupied capacity and local operating staff	Expose the real cost of inhabited capacity without pricing permission to exist as an automatic policy
D17	recovery_material_value_models	Recovery Material Value Models	resource_circularity_accounts,commodity_quality_grading	[]	Value recovered material by usable grade, separation cost and actual reachable demand	Assayed recoverable stocks, process costs and observed buyers	Distinguish gross scrap mass from economically usable recovery without overriding material conservation
D17	intergenerational_fund_draw_rules	Intergenerational Fund Draw Rules	long_duration_liability_funds	[]	Set revisable withdrawals against future obligations, uncertain returns and replenishment needs	Actual fund assets, disclosed beneficiaries and authorized oversight	Limit depletion while retaining loss, changing needs and contested allocation
D17	scarcity_allocation_mechanism_trials	Scarcity Allocation Mechanism Trials		"[[""constrained_optimization"", ""experimental_controls""]]"	Compare declared allocation rules against measured access and strategic response under finite supply	Representative trials, agreed evaluation criteria and real capacity constraints	Inform choices among queues, lotteries, bids and needs rules without imposing one system
