field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D12	sparse_matrix_methods	Sparse-Matrix Methods	matrix_algebra,algorithm_complexity_analysis	[]	Exploit known zero structure in storing and solving matrix problems	Suitable algorithms, memory and qualified input structure	Reduce some computation and storage without changing the physical problem
D12	finite_difference_methods	Finite-Difference Methods	partial_differential_models,numerical_integration	[]	Approximate derivatives on a declared grid with assessed error	Grid design, boundary data, computing and convergence checks	Solve selected models approximately while resolution and stability constrain results
D12	finite_element_methods	Finite-Element Methods	partial_differential_models,matrix_algebra	[]	Approximate a field through local basis functions over a partitioned domain	Qualified meshes, material models, computation and convergence review	Analyze complex geometries with discretization and modeling uncertainty
D12	finite_volume_methods	Finite-Volume Methods	partial_differential_models,material_accounting	[]	Balance conserved quantities across discrete control volumes	Declared flux models, computing and conservation checks	Support transport calculations while closure and resolution errors remain
D12	spectral_solution_methods	Spectral-Solution Methods	harmonic_analysis,partial_differential_models	[]	Approximate suitable fields using global or regional basis expansions	Compatible domains, computation and error assessment	Resolve selected smooth behavior efficiently while discontinuities need special treatment
D12	graph_theory	Graph Theory	combinatorics,axiomatic_reasoning	[]	Represent objects and connections as a defined graph and analyze its structure	Explicit network data and mathematical reasoning	Reveal connectivity or path properties without creating physical links
D12	network_flow_methods	Network-Flow Methods	graph_theory,constrained_optimization	[]	Allocate flow through a capacity-constrained network under a declared objective	Actual or modeled capacities and computation	Find feasible allocations while inaccurate capacity data can invalidate plans
D12	shortest_path_algorithms	Shortest-Path Algorithms	graph_theory,algorithmic_procedures	[]	Find paths minimizing a declared additive cost under stated graph conditions	Known edges, costs and computation	Support route selection without revealing unknown terrain or guaranteeing travel
D12	queueing_models	Queueing Models	probability_theory,statistical_sampling	[]	Model waiting and service under declared arrival and capacity assumptions	Observed demand, service evidence and qualified analysis	Estimate congestion while bursty or changing conditions can defeat averages
D12	game_theoretic_models	Game-Theoretic Models	probability_theory,constrained_optimization	[]	Analyze interdependent choices under explicit incentives and information assumptions	Specified participants, possible actions and reviewed models	Compare strategic possibilities without predicting another leader's choice with certainty
D12	dynamic_programming	Dynamic Programming	algorithmic_procedures,constrained_optimization	[]	Reuse overlapping subproblem results within a valid decomposition	Suitable problem structure, memory and calculation capacity	Reduce repeated work while state-space size can still be prohibitive
D12	markov_process_models	Markov-Process Models	probability_theory,matrix_algebra	[]	Represent state transitions under an explicit conditional-dependence assumption	Transition evidence, defined states and validation	Model selected stochastic processes while memoryless assumptions can be wrong
D12	bayesian_inference	Bayesian Inference	probability_theory,statistical_inference	[]	Update declared prior beliefs using an explicit likelihood and observed evidence	Qualified data, transparent assumptions and computation	Revise uncertainty without making chosen priors or models objectively correct
D12	causal_identification_methods	Causal-Identification Methods	statistical_inference,experimental_controls	[]	Assess whether evidence identifies a causal effect under stated assumptions	Suitable designs, data and explicit confounding analysis	Separate supported causal claims from association while some effects remain unidentified
D12	factorial_experiment_design	Factorial Experiment Design	combinatorics,experimental_controls,statistical_inference	[]	Vary combinations of factors to estimate declared main and interaction effects	Controlled trials, adequate observations and analysis	Use experiments efficiently while untested interactions and external validity remain
D12	robust_statistical_methods	Robust Statistical Methods	statistical_inference,measurement_uncertainty	[]	Assess estimators that limit sensitivity to specified deviations or outliers	Declared contamination assumptions and representative data	Reduce some misleading estimates without excusing poor data collection
D12	monte_carlo_methods	Monte Carlo Methods	probability_theory,numerical_integration	[]	Estimate quantities through sampled calculations with assessed statistical error	Suitable random sampling, computation and convergence review	Approximate difficult calculations while rare events and variance can require large workloads
D12	uncertainty_propagation	Uncertainty Propagation	measurement_uncertainty,probability_theory	[]	Carry declared input uncertainties through a model to assessed output uncertainty	Qualified uncertainty descriptions, models and calculation	Expose confidence limits instead of reporting false numerical precision
D12	sensitivity_analysis	Sensitivity Analysis	differential_calculus,uncertainty_propagation	[]	Measure how modeled outputs change with inputs or assumptions	A specified model, computation and transparent comparisons	Identify influential assumptions without proving they are the true causal drivers
D12	optimal_control_theory	Optimal-Control Theory	differential_equations,constrained_optimization	[]	Select a modeled control trajectory under declared objectives and constraints	Adequate state models, calculation and feasible actuators for use	Improve supported control decisions while model mismatch remains
D12	state_estimation_methods	State-Estimation Methods	matrix_algebra,statistical_inference	[]	Infer a system's hidden state from imperfect observations under an explicit model	Calibrated observations, computation and validated assumptions	Support feedback and monitoring while unobservable states remain uncertain
D12	feedback_stability_analysis	Feedback-Stability Analysis	ordinary_equation_stability,feedback_governors	[]	Analyze whether a specified closed-loop system remains within declared response limits	Qualified system models and representative tests	Avoid some unstable designs while unmodeled delays or saturation can invalidate results
D12	information_entropy_models	Information-Entropy Models	probability_theory,logarithms	[]	Quantify uncertainty of a declared probability distribution	Explicit distributions and competent calculation	Compare information requirements without equating a metric with meaning or value
D12	channel_capacity_analysis	Channel-Capacity Analysis	information_entropy_models	"[[""harmonic_analysis"", ""message_framing""]]"	Bound reliable communication under a declared channel and resource model	Measured channel properties and qualified coding assumptions	Guide communication design while real equipment may fall below the bound
D12	error_correcting_code_design	Error-Correcting Code Design	modular_arithmetic,error_detection_codes	[]	Add structured redundancy to recover specified classes of transmission or storage errors	Qualified encoders, decoders and error assumptions	Trade capacity and computation for bounded error recovery
D12	mechanical_escapement_clocks	Mechanical Escapement Clocks	gear_ratios,mechanical_oscillation	[]	Regulate released mechanical energy against a repeatable oscillating reference	Qualified mechanisms, a power source and adjustment	Measure elapsed intervals while friction, environment and wear cause drift
D12	water_clock_calibration	Water-Clock Calibration	sealed_vessels,standard_measures	[]	Relate controlled fluid passage to observed elapsed intervals	Suitable vessels, reference observations and repeatable conditions	Provide a local timing method with flow and temperature sensitivity
D12	pendulum_timekeeping	Pendulum Timekeeping	mechanical_escapement_clocks,measured_kinematics	[]	Use a qualified pendulum as a mechanical time reference	Stable mounting, controlled drive and rate assessment	Improve some stationary timing while motion and environmental changes limit use
D12	quartz_frequency_standards	Quartz Frequency Standards	crystallography,frequency_stabilization	[]	Use a characterized crystal resonance to regulate an electrical frequency	Qualified resonators, circuitry, power and calibration	Supply a repeatable local reference with temperature and aging limits
D12	atomic_timekeeping	Atomic Timekeeping	atomic_physics,frequency_stabilization,spectroscopy	[]	Reference time measurement to a qualified atomic transition	Suitable apparatus, isolation, power and calibration	Provide precise timing while systematic shifts and equipment failures remain
D12	frequency_transfer_comparison	Frequency-Transfer Comparison	atomic_timekeeping,measurement_uncertainty	[]	Compare separated frequency references through a characterized transfer method	Working links, calibrated references and transfer-error assessment	Relate distant measurements without assuming propagation is instantaneous
D12	distributed_precision_timing	Distributed Precision Timing	frequency_transfer_comparison,packet_switching	[]	Maintain assessed timing relationships across a real network	Available references, functioning links and delay estimation	Coordinate selected systems within measured synchronization limits
D12	optical_interferometry	Optical Interferometry	experimental_optics,measurement_uncertainty	[]	Infer differences from the interaction of coherent or suitably correlated light paths	Qualified optical sources, stable paths and calibrated interpretation	Measure selected displacements or properties with environmental and ambiguity limits
D12	laser_frequency_control	Laser Frequency Control	optical_interferometry,frequency_stabilization,laser_light_generation	[]	Stabilize a qualified optical source against a characterized reference	Suitable lasers, reference apparatus, controls and power	Support repeatable optical measurements while drift and reference errors remain
D12	quantum_limited_sensing	Quantum-Limited Sensing	quantum_information_models,optical_interferometry	[]	Assess measurement performance where quantum fluctuations are relevant	Qualified states, instruments, isolation and error accounting	Reach supported sensitivity regimes without eliminating all noise
D12	extreme_environment_metrology	Extreme-Environment Metrology	measurement_uncertainty,material_property_databases	[]	Qualify measurement chains under declared pressure, temperature or radiation exposure	Suitable instruments, references, protection and calibration evidence	Retain bounded measurement capability while exposure can invalidate calibration
D12	multiscale_model_coupling	Multiscale Model Coupling	numerical_simulation_software,uncertainty_propagation	[]	Exchange information between models operating at different scales under explicit coupling assumptions	Compatible models, computation and validation across interfaces	Study coupled behavior while scale gaps and model errors remain
D12	formal_logic_calculi	Formal Logic Calculi	axiomatic_reasoning,set_theoretic_models	[]	Specify formal expressions and valid inference transformations	Precise syntax, semantics and reviewed reasoning	Make arguments mechanically inspectable within the chosen formal system
D12	automated_theorem_proving	Automated Theorem Proving	formal_logic_calculi,algorithmic_procedures,stored_program_control	[]	Search for formally checkable derivations within an encoded problem	Correct formalization, proof tools and finite computing resources	Find some proofs while search can fail or address the wrong formal statement
D12	proof_certificate_checking	Proof-Certificate Checking	automated_theorem_proving,software_verification	[]	Check a supplied derivation against a small declared rule set	A valid certificate, trusted checking implementation and review	Verify bounded formal claims without trusting the original search procedure
D12	interval_arithmetic	Interval Arithmetic	fractional_quantities,uncertainty_propagation	[]	Propagate enclosing numerical intervals through qualified operations	Correct outward bounds and compatible calculation methods	Bound selected numerical results while overestimation can make bounds uninformative
D12	numerical_conditioning_analysis	Numerical-Conditioning Analysis	matrix_algebra,sensitivity_analysis	[]	Assess how input perturbations affect a mathematical problem's solution	Specified problems, error models and calculation	Distinguish an ill-conditioned problem from a merely poor implementation
D12	adaptive_mesh_refinement	Adaptive Mesh Refinement	finite_element_methods,uncertainty_propagation	[]	Allocate local discretization detail according to qualified error indicators	Suitable solvers, computing capacity and convergence review	Concentrate some numerical work where needed while indicators can miss model error
D12	inverse_problem_regularization	Inverse-Problem Regularization	least_squares_estimation,numerical_conditioning_analysis	[]	Constrain an ill-posed reconstruction using explicit prior structure or penalties	Qualified observations, transparent assumptions and validation	Obtain usable estimates while regularization introduces bias
D12	mathematical_model_validation	Mathematical-Model Validation	numerical_simulation_software,experimental_controls,uncertainty_propagation	[]	Compare a model's intended predictions with independent evidence under declared use conditions	Relevant observations, transparent criteria and independent review	Establish a limited domain of demonstrated usefulness rather than universal truth
D13	clay_record_tablets	Clay Record Tablets	clay_shaping,pictographic_records	[]	Impress or inscribe records on prepared clay and preserve selected tablets	Suitable clay, marking tools, skilled recorders and storage	Create durable physical records with handling and copying costs
D13	knotted_record_systems	Knotted Record Systems	cordage,tallies	[]	Encode agreed quantities or categories through structured knots and cord arrangements	Suitable cords, trained interpreters and shared conventions	Store selected information without requiring phonetic writing
D13	wax_tablet_records	Wax-Tablet Records	joinery,pictographic_records	[]	Maintain reusable impressed records on a prepared writable surface	Suitable boards, wax or compatible material and styluses	Support erasable working records with limited permanence
D13	parchment_record_preparation	Parchment Record Preparation	hafted_tools,curing_regimens	[]	Prepare a qualified skin-based writing surface	Suitable hides, skilled processing and careful storage	Provide a portable record medium with substantial labor and material demand
D13	writing_ink_formulation	Writing-Ink Formulation	mineral_pigment_preparation,experimental_controls	[]	Match a marking fluid to its writing tool and receiving surface	Compatible colorants, carriers, tools and durability trials	Produce legible writing while fading, corrosion or bleeding can damage records
D13	pen_nib_design	Pen-Nib Design	hafted_tools,writing_ink_formulation	[]	Control the delivery of writing fluid through a qualified hand-held point	Suitable material, shaping tools and practiced writers	Support repeatable marks with wear and surface-compatibility limits
D13	bookbinding_assemblies	Bookbinding Assemblies	cordage	"[[""paper_making"", ""parchment_record_preparation""]]"	Join record leaves and protective covers into a usable ordered volume	Prepared leaves, bindings, skilled labor and compatible materials	Improve handling and sequence retention while bindings can fail
D13	copyist_collation	Copyist Collation	phonetic_notation,formal_archives	[]	Compare a copied text against declared witnesses and record discrepancies	Accessible exemplars, trained readers and review time	Reduce selected copying errors without proving the source account true
D13	archival_finding_aids	Archival Finding Aids	formal_archives,material_accounting	[]	Describe record groups and their locations through maintained retrieval aids	Organized collections, record keepers and updated references	Make stored evidence retrievable while uncataloged or lost items remain inaccessible
D13	library_cataloging	Library Cataloging	phonetic_notation	"[[""public_libraries"", ""formal_archives""]]"	Describe and locate works through consistent bibliographic relationships	Collections, trained catalogers and maintained records	Support discovery of works while descriptions can be incomplete or disputed
D13	postal_relay_services	Postal Relay Services	route_memory,crew_handoffs	[]	Transfer messages through staffed stages along actual routes	Couriers, provisions, handover points and receiving capacity	Extend reliable delivery with travel, staffing and route-interruption costs
D13	postal_address_registers	Postal Address Registers	pictographic_records,route_memory	[]	Maintain usable recipient and destination references for delivered messages	Local knowledge, updated registers and trained handlers	Reduce misdelivery while moving or unknown recipients remain difficult to reach
D13	sealed_correspondence	Sealed Correspondence	cargo_seals,pictographic_records	[]	Protect and identify a physical message enclosure through an agreed closure	Suitable enclosures, seals and accountable handlers	Reveal some interference without guaranteeing secrecy or sender truth
D13	postal_delivery_receipts	Postal Delivery Receipts	postal_relay_services,material_accounting	[]	Record custody and acknowledged delivery across message handovers	Trained handlers, records and actual acknowledgments	Distinguish dispatch from confirmed receipt without erasing travel uncertainty
D13	movable_type_composition	Movable-Type Composition	phonetic_notation	"[[""wooden_movable_type"", ""metal_type_casting""]]"	Arrange reusable characters into a qualified page form	Available type, compositors, spacing materials and proofreading	Recompose pages without carving a complete new image each time
D13	metal_type_casting	Metal-Type Casting	copper_casting,dimensional_metrology	[]	Produce repeatable durable printing characters through qualified casting	Suitable alloy, molds, skilled workers and inspection	Supply reusable type with manufacturing and wear costs
D13	print_edition_control	Print-Edition Control	printing_process,copyist_collation	[]	Track corrections, versions and authorized production states of a printed work	Editorial records, proof copies and responsible production staff	Distinguish editions without assuming later versions are always more accurate
D13	lithographic_printing	Lithographic Printing	experimental_controls,writing_ink_formulation	[]	Print from a qualified surface using selective affinity between image and non-image regions	Suitable surfaces, inks, preparation and press operation	Reproduce a distinct class of images with preparation and process-control demands
D13	offset_print_transfer	Offset Print Transfer	lithographic_printing,cylinder_press_printing	[]	Transfer a prepared image through a compatible intermediate surface to the receiver	Qualified plates, transfer surfaces, press and adjustment	Support selected high-throughput printing with registration and maintenance limits
D13	color_print_registration	Color-Print Registration	printing_process,dimensional_metrology	[]	Align successive color separations or impressions against shared references	Compatible inks, prepared forms, precise handling and inspection	Reproduce controlled color relationships while misregistration and material variation remain
D13	periodical_news_production	Periodical News Production	printing_process,postal_relay_services,print_edition_control	[]	Organize recurring reporting, editing, production and distribution	Actual reporters, evidence, production capacity and delivery	Circulate timely accounts while deadlines, access and errors constrain reliability
D13	public_correction_records	Public Correction Records	periodical_news_production,copyist_collation	[]	Link published corrections to the claims and editions they amend	Accessible archives, responsible editors and distribution capacity	Make some errors traceable without forcing audiences to receive or accept corrections
D13	telegraph_network_dispatch	Telegraph Network Dispatch	electrical_telegraphy,postal_address_registers	[]	Route and queue messages across actual staffed telegraph links	Installed lines, power, operators, tariffs and destination service	Provide network delivery with finite throughput and line failures
D13	telephone_exchange_networks	Telephone Exchange Networks	telephone_circuits,manual_switchboards	[]	Connect local and distant telephone users through maintained exchange capacity	Actual subscriber lines, switching, power, operators and maintenance	Carry supported calls while congestion and disconnected links remain
D13	automatic_telephone_switching	Automatic Telephone Switching	telephone_exchange_networks,relay_logic	[]	Select and release supported call paths through a qualified switching system	Compatible switches, addressing, power and inspection	Reduce routine manual connection work while capacity and faults remain
D13	radio_broadcast_transmission	Radio Broadcast Transmission	amplitude_modulation,radio_telegraphy	[]	Distribute a qualified program signal to compatible receivers within actual coverage	Transmitters, antennas, power, maintained frequencies and receivers	Reach multiple listeners without knowing who received or understood the content
D13	microwave_relay_links	Microwave Relay Links	electromagnetic_wave_theory,frequency_stabilization	[]	Carry qualified communication between suitably aligned radio relay sites	Actual sites, antennas, electronics, power and path availability	Link separated networks while obstructions, weather and relay failure constrain service
D13	coaxial_communication_cables	Coaxial Communication Cables	wire_drawing,cable_insulation,electrical_measurement	[]	Guide a signal through a qualified conductor and surrounding return geometry	Suitable cable manufacture, connectors and termination	Support controlled electrical transmission while losses and damage limit distance
D13	optical_waveguide_fibers	Optical Waveguide Fibers	glass_fiber_production,experimental_optics	[]	Confine useful light propagation within qualified fiber structures	Suitable glass, controlled fabrication and optical inspection	Provide a signal path with attenuation, bending and connection limits
D13	laser_light_generation	Laser-Light Generation	atomic_physics,experimental_optics	[]	Produce qualified coherent optical emission through a controlled gain system	Suitable gain medium, energy supply, optical arrangement and protection	Supply a light source for supported measurements and communication
D13	optical_signal_modulation	Optical Signal Modulation	laser_light_generation,signal_sampling	[]	Impose recoverable information on a qualified optical signal	Compatible source, modulator, receiver and calibration	Transmit defined information with bandwidth and noise constraints
D13	optical_fiber_communication	Optical-Fiber Communication	optical_waveguide_fibers,optical_signal_modulation	[]	Operate a qualified end-to-end information link through installed fiber	Actual fiber routes, terminals, power and trained maintenance	Carry supported data while endpoints, faults and installed capacity remain limiting
D13	fiber_link_loss_testing	Fiber-Link Loss Testing	optical_fiber_communication,measurement_uncertainty	[]	Measure installed optical-link losses and locate qualified fault evidence	Calibrated instruments, access and link records	Identify some service failures without repairing the physical route automatically
D13	submarine_cable_installation	Submarine Cable Installation	hydrographic_charting,cable_insulation,quay_load_handling	[]	Lay and protect a qualified communication cable along an assessed seabed route	Suitable cable, vessels, handling equipment, landing access and surveys	Connect shores through a physical asset exposed to damage and difficult repair
D13	submarine_cable_repair	Submarine Cable Repair	submarine_cable_installation,marine_salvage_lifting	[]	Locate, access and restore a damaged supported undersea cable section	Specialist vessels, instruments, spare cable, qualified crews and suitable conditions	Recover some service after real repair time while deep or inaccessible faults may persist
D13	satellite_communication_links	Satellite Communication Links	orbital_dynamics,microwave_relay_links	[]	Relay information through a qualified operating spacecraft and ground segment	Actual spacecraft, ground terminals, power, spectrum and geometry	Reach supported distant stations with propagation delay and coverage limits
D13	communication_link_budgets	Communication-Link Budgets	channel_capacity_analysis,electrical_measurement	[]	Account for transmitted signal, path loss and receiver requirements in a declared link	Measured equipment and propagation evidence	Assess feasible service without assuming theoretical capacity is deployed capacity
D13	network_congestion_control	Network Congestion Control	packet_switching,queueing_models	[]	Adjust offered traffic against observed capacity and feedback	Working endpoints, feedback and compatible protocols	Reduce selected overload while fairness and delay tradeoffs remain
D13	network_name_resolution	Network Name Resolution	packet_routers,postal_address_registers	[]	Resolve declared names into maintained network destinations	Authoritative records, functioning query paths and cache rules	Locate services while stale or compromised mappings can misdirect requests
D13	reliable_stream_transport	Reliable Stream Transport	automatic_repeat_request,message_framing	[]	Deliver an ordered stream under an explicit loss and acknowledgment model	Compatible endpoints, buffers and actual communication capacity	Recover supported missing data at a cost in delay and retransmission
D13	network_time_services	Network Time Services	packet_switching	"[[""mechanical_escapement_clocks"", ""quartz_frequency_standards"", ""atomic_timekeeping""]]"	Distribute time estimates with declared source and delay uncertainty	Available clocks, real links and monitored timing behavior	Support ordinary network coordination without implying precision atomic synchronization
D13	secure_digital_messaging	Secure Digital Messaging	cryptographic_protocol_design,reliable_stream_transport	[]	Protect declared message properties across an actual digital delivery system	Qualified protocols, managed keys, endpoints and service availability	Provide bounded confidentiality or authentication while endpoints and metadata can remain exposed
D13	communication_protocol_negotiation	Communication Protocol Negotiation	message_framing,shared_technical_lexicons	[]	Establish mutually supported message formats and options between systems	Declared capabilities, compatible implementations and verification	Enable selected interoperability without making arbitrary equipment compatible
D13	content_addressed_storage	Content-Addressed Storage	file_system_organization,cryptographic_protocol_design	[]	Identify stored content through a qualified digest and verify retrieved bytes	Storage, suitable hashing and integrity checks	Detect some content substitution while a digest alone proves neither authorship nor truth
D13	archival_media_lifetime_testing	Archival-Media Lifetime Testing	measurement_uncertainty,formal_archives	[]	Assess record-media degradation under declared storage and handling conditions	Representative media, observation time and qualified interpretation	Plan preservation intervals without promising indefinite survival
D13	format_migration_services	Format-Migration Services	file_system_organization,archival_media_lifetime_testing	[]	Transform records into supported representations while checking retained meaning and structure	Readable sources, qualified tools, validation and provenance records	Maintain some access as formats age while conversion can lose information
D13	emulated_software_preservation	Emulated-Software Preservation	virtualized_computing,file_system_organization	[]	Recreate a qualified execution environment for retained software and its records	Preserved software, suitable emulators, computing and validation	Recover selected behavior while undocumented hardware or dependencies may remain missing
D13	record_fixity_auditing	Record-Fixity Auditing	content_addressed_storage,data_provenance_tracking	[]	Compare retained records against maintained integrity references over time	Trusted references, storage access and actual checking work	Detect some alteration or loss without proving the original record was accurate
D13	archival_replication_planning	Archival-Replication Planning	archival_media_lifetime_testing	"[[""distributed_storage_replication"", ""copyist_collation""]]"	Place maintained copies against assessed common and independent failure risks	Real storage sites, transfer capacity, staffing and integrity review	Survive supported losses while shared failures can defeat apparent redundancy
D13	synthetic_media_provenance	Synthetic-Media Provenance	cryptographic_identity_management,data_provenance_tracking	[]	Attach checkable source and transformation claims to generated or edited media	Responsible issuers, protected credentials and maintained verification	Make supported provenance inspectable without proving depicted events occurred
D13	multilingual_character_encoding	Multilingual Character Encoding	message_framing	"[[""phonetic_notation"", ""pictographic_records""]]"	Represent declared writing systems through interoperable character identifiers	Agreed mappings, compatible software and maintained documentation	Exchange supported text without forcing one script or language
D13	text_search_indexing	Text-Search Indexing	library_cataloging,database_indexing	[]	Build searchable representations of stored text under explicit token and ranking rules	Readable records, computing and maintained indexes	Find some relevant passages while missing text or ranking bias limits retrieval
D13	machine_readable_record_schemas	Machine-Readable Record Schemas	shared_technical_lexicons,message_framing	"[[""structured_programming"", ""relational_query_models""]]"	Specify interpretable record structures and field meanings across systems	Maintained definitions, compatible tools and validation	Exchange structured evidence while shared syntax does not guarantee shared interpretation
D13	multimedia_streaming_services	Multimedia Streaming Services	reliable_stream_transport,network_congestion_control	[]	Deliver timed media through finite buffers and adaptive supported transport	Encoded media, servers, receivers and actual bandwidth	Provide usable playback while latency, loss and congestion constrain quality
D13	emergency_communication_fallbacks	Emergency Communication Fallbacks	agreed_signal_codes,communication_link_budgets	[]	Maintain tested alternative communication arrangements for declared failures	Actual spare methods, trained operators, power and contact records	Restore selected contact at reduced capacity rather than assuming uninterrupted networks
D13	resilient_decentralized_networks	Resilient Decentralized Networks	packet_routers,network_congestion_control	"[[""distance_vector_routing"", ""link_state_routing"", ""path_vector_routing"", ""distributed_consensus""]]"	Coordinate routing and service across multiple independently maintained participants	Actual links, node capacity, compatible rules and monitored failure behavior	Reduce selected central dependencies while partitions and governance conflicts remain
D13	interplanetary_optical_links	Interplanetary Optical Links	optical_signal_modulation,orbital_dynamics,communication_link_budgets	[]	Operate a qualified pointed optical link across changing interplanetary geometry	Actual terminals, tracking, power, weather access and scheduling	Carry supported information with long delay and limited contact windows
D13	long_delay_correspondence_protocols	Long-Delay Correspondence Protocols		"[[""delay_tolerant_space_networks"", ""postal_delivery_receipts""], [""record_fixity_auditing"", ""copyist_collation""]]"	Manage message identity, custody and acknowledgment over long interrupted journeys	Durable buffers, scheduled links and compatible participants	Preserve supported correspondence while delivery can take substantial time
D13	communication_service_accounting	Communication-Service Accounting	material_accounting,communication_link_budgets	[]	Record actually delivered communication service against capacity and agreements	Metering, records, responsible providers and functioning links	Purchase or allocate finite service without creating universal information access
D13	record_accessibility_conversion	Record-Accessibility Conversion	guided_practice_cycles	"[[""machine_readable_record_schemas"", ""pictographic_records"", ""phonetic_notation""]]"	Provide qualified alternative presentations of records for different access needs	Suitable source material, tools, skilled review and user feedback	Expand usable access while some content requires interpretation or specialist adaptation
D19	rhythmic_ensemble_practice	Rhythmic Ensemble Practice		[]	Coordinate repeated timing patterns among participating performers	Practiced participants, shared cues and rehearsal time	Support collective performance without assuming a universal audience response
D19	ritual_gathering_organization	Ritual-Gathering Organization		"[[""household_councils"", ""rhythmic_ensemble_practice""]]"	Organize shared symbolic gatherings with understood roles and occasions	Willing participants, space, time and locally meaningful practice	Provide a setting for shared or contested meaning rather than supernatural effects
D19	genealogical_cross_checking	Genealogical Cross-Checking	oral_epics,household_councils	[]	Cross-check claimed kin relationships against independently retained accounts and age or event constraints	Knowledge holders, participants and opportunities for correction	Record supported or disputed relationships without treating a recitation as proof of ancestry
D19	pigment_image_composition	Pigment-Image Composition	mineral_pigment_preparation	[]	Arrange prepared colorants to communicate or explore visual relationships	Compatible surfaces, pigments, tools and practiced makers	Produce images whose interpretation depends on their viewers and context
D19	resonant_percussion_instruments	Resonant Percussion Instruments	hafted_tools,clay_shaping	[]	Shape or tension suitable bodies for repeatable struck sounds	Suitable materials, skilled makers and listening trials	Provide a varied sound-making family with tuning and durability limits
D19	wind_instrument_bores	Wind-Instrument Bores	hafted_tools	[]	Qualify air-driven resonant passages and player interfaces for intended sound	Suitable materials, shaping tools and practiced performers	Provide playable wind instruments without requiring industrial machinery
D19	stringed_instrument_resonance	Stringed-Instrument Resonance	cordage,joinery	[]	Combine tensioned strings and a resonating structure into a playable instrument	Suitable strings, body, fittings and skilled adjustment	Provide pitched sound with tuning, wear and climate sensitivity
D19	musical_tuning_systems	Musical Tuning Systems	ratio_proportion	"[[""stringed_instrument_resonance"", ""wind_instrument_bores"", ""resonant_percussion_instruments""]]"	Define and teach relationships among intended pitches	Instruments or voices, shared references and trained listeners	Coordinate musical relationships without imposing one universal scale
D19	musical_notation_systems	Musical Notation Systems	pictographic_records,rhythmic_ensemble_practice	[]	Record selected timing, pitch or performance cues through shared symbols	Readable conventions, trained performers and record media	Transmit some musical structure while notation cannot capture all practice
