field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D21	precision_voltage_references	Precision Voltage References	electrical_measurement	[]	Maintain and characterize a repeatable voltage reference against supply and environmental change	Qualified circuit, calibration and controlled operating conditions	Reduce reference uncertainty without perfectly invariant voltage
D21	low_noise_signal_frontends	Low-Noise Signal Frontends	differential_amplifier_circuits	[]	Match input circuitry and bandwidth to a source while budgeting added noise and interference	Actual components, grounding, shielding and measured source characteristics	Preserve some weak-signal information without recovering signals below all physical limits
D21	photodiode_signal_detection	Photodiode Signal Detection	photoconductivity	[]	Convert incident optical energy into a measured qualified junction-current response	Actual photosensitive junction, optics and readout electronics	Sense a bounded optical signal with spectral and noise limits
D21	charge_coupled_image_sensors	Charge-Coupled Image Sensors	photodiode_signal_detection	[]	Collect spatially distributed photocharge and transfer it through a controlled readout sequence	Actual photosensitive array, clocking, readout and fabrication quality	Acquire a digitalizable image while retaining transfer and dark-noise effects
D21	active_pixel_image_sensors	Active-Pixel Image Sensors	photodiode_signal_detection,mos_transistor_design	[]	Integrate qualified pixel-level charge sensing with addressed array readout	Actual fabricated array, timing, power and calibration	Acquire images through an active-pixel architecture with noise and fill-factor tradeoffs
D21	hall_effect_sensing	Hall-Effect Sensing	electrical_measurement,electromagnetic_induction	[]	Measure a qualified transverse electrical response to magnetic field in a supplied conductor	Actual sensing material, excitation and calibrated geometry	Infer a specified magnetic field component within drift and range limits
D21	magnetoresistive_sensing	Magnetoresistive Sensing	resistive_bridge_measurement	[]	Infer magnetic conditions from qualified field-dependent resistance changes	Actual responsive material, reference circuit and calibration	Provide a distinct magnetic sensing route with hysteresis and temperature limits
D21	capacitive_displacement_sensing	Capacitive Displacement Sensing	electrical_measurement	[]	Infer displacement from a qualified capacitance change in measured geometry	Actual electrodes, readout and controlled parasitic effects	Measure bounded movement without assuming all capacitance changes are motion
D21	piezoresistive_strain_sensing	Piezoresistive Strain Sensing	resistive_bridge_measurement,elastic_deformation	[]	Measure deformation through qualified strain-dependent resistance	Actual sensing element, mechanical coupling and temperature compensation	Estimate selected strain while retaining creep and cross-sensitivity
D21	micromachined_inertial_sensors	Micromachined Inertial Sensors	photolithographic_patterning	"[[""capacitive_displacement_sensing"", ""piezoresistive_strain_sensing""]]"	Measure inertial effects on a fabricated movable microstructure through qualified readout	Actual released structure, packaging, excitation and calibration	Sense bounded acceleration or rotation with bias, drift and shock limits
D21	pulse_width_modulation_control	Pulse-Width Modulation Control	timed_signal_sequences	[]	Control average delivered action through the duration of repeated qualified pulses	Actual switching path, timing and compatible load response	Modulate an average output while retaining ripple and switching losses
D21	switch_mode_power_conversion	Switch-Mode Power Conversion	pulse_width_modulation_control	[]	Transfer energy through switched storage elements under qualified regulation	Actual switches, inductive or capacitive storage, control and heat rejection	Convert electrical supply with finite efficiency and load limits
D21	linear_voltage_regulation	Linear Voltage Regulation	negative_feedback_amplifiers	[]	Regulate a supply through a controlled dissipative pass element	Actual regulator, voltage headroom and adequate heat rejection	Provide bounded voltage regulation while dissipating excess power
D21	power_factor_correction_control	Power-Factor Correction Control	switch_mode_power_conversion	[]	Shape qualified input current against the supply waveform while regulating delivered power	Actual sensing, switching hardware and stable control	Improve a specified input behavior without free energy or zero harmonics
D21	galvanic_signal_isolation	Galvanic Signal Isolation	electrical_measurement	"[[""wound_transformers"", ""photodiode_signal_detection""]]"	Transfer a qualified signal across an electrically insulating boundary	Actual isolation barrier, compatible coupling and verified insulation limits	Separate circuit potentials while retaining bandwidth and barrier-failure limits
D21	gate_drive_circuit_design	Gate-Drive Circuit Design	mos_transistor_design	[]	Provide controlled switching commands to a power device while managing its gate charge and reference	Actual driver, supply and compatible power-device interface	Control switching transitions without removing device loss or voltage limits
D21	power_semiconductor_switching	Power Semiconductor Switching	mos_transistor_design	[]	Qualify a semiconductor switching path against current, voltage, switching and thermal constraints	Actual qualified device, gate drive and thermal path	Control a bounded power flow without treating a logic transistor as a power switch
D21	thyristor_switching	Thyristor Switching	semiconductor_doping	[]	Use qualified regenerative semiconductor action for controlled latching conduction	Actual device, triggering and suitable current interruption or commutation	Provide a latching power-control route with turn-off constraints
D21	insulated_gate_bipolar_switching	Insulated-Gate Bipolar Switching	mos_transistor_design,bipolar_junction_transistors	[]	Combine insulated-gate control with bipolar conduction in a qualified power device	Actual fabricated device, driver and thermal management	Provide a distinct switching tradeoff with tail-current and voltage limits
D21	wide_bandgap_power_devices	Wide-Bandgap Power Devices	power_semiconductor_switching	[]	Qualify a switching architecture using suitable wider-bandgap semiconductor material	Actual material, fabrication, packaging and driver compatibility	Explore different field and temperature performance without universally superior efficiency
D21	electronic_motor_commutation	Electronic Motor Commutation	electric_motors,power_semiconductor_switching	"[[""hall_effect_sensing"", ""incremental_encoder_feedback"", ""mathematical_model_validation""]]"	Switch winding excitation according to a qualified motor-position and torque-control scheme	Actual motor, switching stage and usable position or state evidence	Drive a compatible motor without mechanical commutation while retaining sensing and power limits
D21	incremental_encoder_feedback	Incremental Encoder Feedback	electrical_measurement	[]	Count qualified movement-related events from a retained reference	Actual encoded track or scale, sensor and event tracking	Measure relative movement while retaining lost-count and reference-loss risks
D21	absolute_position_encoders	Absolute Position Encoders	electrical_measurement	[]	Read a qualified position-specific code rather than reconstructing all prior motion	Actual coded geometry, compatible sensing and decoding	Recover bounded position after interruption without perfect measurement certainty
D21	redundant_sensor_voting	Redundant Sensor Voting		"[[""electronic_machine_control"", ""electromagnetic_relays""]]"	Compare multiple qualified measurements under an explicit disagreement and selection rule	Actual sufficiently independent sensors, fault model and monitored decision logic	Tolerate specified faults without assuming several identical sensors cannot fail together
D21	watchdog_recovery_circuits	Watchdog Recovery Circuits	real_time_computing	[]	Detect missing qualified progress indications and trigger a bounded recovery action	Actual timer, meaningful heartbeat contract and recoverable system state	Respond to some stalled execution without proving correct behavior from a heartbeat
D21	brownout_reset_control	Brownout Reset Control	precision_voltage_references	[]	Hold or reset circuitry when supply leaves a qualified operating range	Actual voltage monitoring, reset path and startup-state handling	Avoid some invalid low-voltage execution without preserving unsaved work automatically
D21	industrial_interlock_logic	Industrial Interlock Logic		"[[""electronic_machine_control"", ""electromagnetic_relays""]]"	Permit an action only while declared process conditions and protective constraints are satisfied	Actual sensors, maintained decision logic and effective actuator authority	Block specified unsafe sequences without guaranteeing every hazard is represented
D21	fail_safe_actuator_states	Fail-Safe Actuator States	industrial_interlock_logic	[]	Design an actuator response to loss of power or command against a specified hazard analysis	Actual return mechanism or retained energy and tested fault response	Reach a declared lower-risk state for specified failures without one universal safe position
D21	stack_machine_execution	Stack-Machine Execution	stored_program_control	[]	Execute operations using an explicit operand stack and qualified control conventions	Actual interpreter or processor, stack storage and bounds handling	Provide an execution architecture with stack-management costs
D21	tracing_heap_collection	Tracing Heap Collection	algorithmic_procedures,stored_program_control	[]	Identify reachable allocated objects from declared roots and reclaim unreachable storage	Actual runtime metadata, traversal work and valid pointer information	Recover some unused memory while consuming time and retaining reachability leaks
D21	reference_counted_reclamation	Reference-Counted Reclamation	algorithmic_procedures,stored_program_control	[]	Reclaim an object when tracked ownership references reach a qualified release condition	Actual reference bookkeeping and concurrency rules	Release selected storage promptly while retaining cyclic-reference and bookkeeping costs
D21	borrow_checked_memory_access	Borrow-Checked Memory Access	static_type_systems	[]	Check declared ownership, aliasing and lifetime constraints before allowed memory access	Actual language rules, verifier and justified escape boundaries	Prevent specified invalid accesses without proving all program behavior correct
D21	deterministic_execution_replay	Deterministic Execution Replay	checkpoint_restart_computation	[]	Reproduce a qualified execution from captured initial state and nondeterministic inputs	Actual logs, compatible execution environment and retained external inputs	Reconstruct specified behavior without assuming omitted events can be recovered
D21	conflict_free_replicated_data	Conflict-Free Replicated Data	distributed_storage_replication	[]	Design replicated state or operations with declared merge properties under an explicit delivery model	Compatible replicas, actual messages and validated merge rules	Converge selected data types without imposing one global operation order
D21	structured_concurrency_control	Structured Concurrency Control	process_scheduling	[]	Bind child task lifetime and cancellation to an explicit parent scope	Actual runtime support and defined failure-propagation behavior	Contain some task leaks and incomplete work without automatic deadlock freedom
D21	actor_message_execution	Actor-Message Execution	process_scheduling,message_framing	[]	Encapsulate state behind independently processed messages and declared actor behavior	Actual mailboxes, scheduling and message-delivery resources	Provide a concurrency model with queue, ordering and failure constraints
D21	dataflow_execution_models	Dataflow Execution Models	algorithmic_procedures	"[[""structured_programming"", ""programmable_logic_arrays""]]"	Trigger qualified operations from available input dependencies rather than one fixed instruction sequence	Actual graph representation, scheduler and finite storage	Expose some parallel work while retaining dependency and resource bottlenecks
D21	functional_evaluation_models	Functional Evaluation Models	formal_logic_calculi,algorithmic_procedures	[]	Evaluate expressions under declared substitution and effect rules	Actual expression representation and execution mechanism	Support a functional programming route without automatic termination or low resource use
D21	logic_program_resolution	Logic-Program Resolution	formal_logic_calculi	[]	Search for consequences of declared relations through a qualified resolution procedure	Actual rules, query representation and finite search resources	Answer supported logical queries while retaining incompleteness or nontermination limits
D21	constraint_solver_search	Constraint-Solver Search	constrained_optimization	[]	Propagate declared constraints and search remaining choices under qualified consistency rules	Actual constraint model, computation and bounded search policy	Find or reject some feasible assignments without solving every instance quickly
D21	automatic_differentiation	Automatic Differentiation	differential_calculus,structured_programming	[]	Propagate derivative information through a qualified composition of executed operations	Actual differentiable operation rules, computation and memory	Compute supported derivatives without treating discontinuities as smooth
D21	sparse_matrix_computation	Sparse-Matrix Computation	numerical_simulation_software	[]	Exploit known nonzero structure in matrix storage and operations	Actual sparse representation, algorithms and available memory	Reduce selected computation and storage costs without benefit for every matrix
D21	tensor_processing_arrays	Tensor-Processing Arrays	parallel_processor_architecture	[]	Map qualified tensor operations onto a coordinated arithmetic array and data movement plan	Actual array, memory bandwidth and compatible workload	Accelerate selected operations without speeding unrelated work automatically
D21	in_memory_computation	In-Memory Computation	semiconductor_memory_arrays	[]	Perform qualified operations near or within stored state to reduce selected data movement	Actual compatible memory devices, sensing and precision management	Trade movement cost against device variability and operation limits
D21	superconducting_logic_circuits	Superconducting Logic Circuits	electron_physics	[]	Use qualified superconducting circuit states for logical signal operations	Actual superconducting devices, cryogenic support and compatible control	Explore a logic architecture while retaining cooling and interface costs
D21	reversible_logic_computation	Reversible Logic Computation	formal_logic_calculi	[]	Represent computation with logically reversible transformations and explicit state cleanup	Actual reversible operations, retained information and physical implementation	Explore reduced logical information loss without zero physical dissipation
D21	superconducting_qubit_devices	Superconducting Qubit Devices	quantum_information_models	"[[""superconducting_logic_circuits"", ""thin_film_deposition""]]"	Qualify controllable quantum states in a superconducting circuit architecture	Actual fabricated devices, cryogenic support, control and readout	Provide one qubit implementation route with coherence and scaling limits
D21	trapped_ion_qubit_devices	Trapped-Ion Qubit Devices	quantum_information_models	"[[""laser_light_generation"", ""atomic_timekeeping""]]"	Qualify controlled internal states of confined ions for quantum operations	Actual trapping, vacuum, optical control and readout infrastructure	Provide another qubit route with addressing, motion and scaling limits
D21	counting_board_operations	Counting-Board Operations	tallies	[]	Represent and manipulate quantities through counters in an agreed spatial arrangement	Actual board or marked surface, counters and trained operators	Perform specified arithmetic operations without an electronic computer
D21	mechanical_digit_carry	Mechanical Digit Carry	place_value,gear_ratios	[]	Transfer a completed digit cycle into a qualified movement of the next positional register	Actual coupled digit mechanisms, carry linkage, drive effort and adjustment	Mechanize selected positional arithmetic while retaining carry jams, backlash and finite register width
