field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D21	direct_memory_transfer	Direct Memory Transfer	hardware_interrupt_handling,memory_protection	[]	Move bounded data between devices and memory through controlled transfer engines	Compatible bus hardware, address controls and driver coordination	Reduce processor copying work while consuming memory and interconnect bandwidth
D21	programmable_logic_arrays	Programmable Logic Arrays	pn_junctions	"[[""transistor_inverters"", ""diode_logic""]]"	Configure a qualified array of logic and routing resources to implement specified circuits	Programmable device, configuration tools, power and verified design	Reconfigure selected hardware functions within finite device capacity
D21	electronic_design_synthesis	Electronic Design Synthesis	programmable_logic_arrays,algorithmic_procedures	[]	Translate a circuit description into a constrained implementation and assess equivalence	Design tools, target library, computation and engineering review	Reduce some circuit-development work without eliminating physical qualification
D21	hardware_timing_closure	Hardware Timing Closure	electrical_measurement	"[[""electronic_design_synthesis"", ""printed_circuit_interconnects""]]"	Check and revise implemented signal paths against specified timing constraints	Characterized device and interconnect models, analysis tools and measured validation	Establish bounded timing margins rather than relying on logical correctness alone
D21	operating_system_device_drivers	Operating System Device Drivers	hardware_interrupt_handling,structured_programming	[]	Mediate specified device operations through controlled software interfaces	Documented hardware, driver code, compatible operating system and test access	Allow applications to use actual peripherals under access and failure rules
D21	virtual_machine_monitors	Virtual Machine Monitors	virtualized_computing	"[[""memory_protection"", ""compiler_construction""]]"	Control guest execution and privileged resource access over shared physical hardware	Compatible processor support or software translation, monitor code and verification	Host isolated guests while sharing finite compute and memory
D21	checkpoint_restart_computation	Checkpoint Restart Computation	file_system_organization,process_scheduling	[]	Persist sufficient job state to resume after a supported interruption	Durable storage, consistent checkpoint logic and spare execution capacity	Recover completed work within checkpoint scope while paying storage and pause overhead
D21	write_ahead_recovery_logs	Write Ahead Recovery Logs	transactional_databases,file_system_organization	[]	Record intended persistent changes before applying recoverable data updates	Ordered durable writes, log storage and tested recovery code	Restore defined transaction consistency after supported failures
D21	multiversion_concurrency_control	Multiversion Concurrency Control	transactional_databases,process_scheduling	[]	Retain record versions so compatible transactions can observe defined snapshots	Version storage, visibility rules and reclamation work	Permit selected concurrent reads and writes with storage and conflict costs
D21	query_cost_optimization	Query Cost Optimization	relational_query_models,database_indexing	[]	Compare alternative execution plans using measured data and resource estimates	Statistics, optimizer computation and available access paths	Reduce some query work while stale estimates can select poor plans
D21	distributed_job_partitioning	Distributed Job Partitioning	parallel_processor_architecture,algorithm_complexity_analysis	[]	Divide a computation into communicating tasks under measured dependency and data constraints	Available workers, actual network service and coordination software	Use several machines when coordination costs do not dominate
D21	replicated_service_failover	Replicated Service Failover	distributed_storage_replication,fault_tolerant_computing	[]	Transfer service responsibility to a qualified replica while controlling conflicting ownership	Independent reachable replicas, state replication and tested takeover rules	Restore supported services with finite interruption and consistency limits
D21	content_integrity_hashing	Content Integrity Hashing	algorithmic_procedures,cryptographic_protocol_design	[]	Compute a specified content digest with declared collision and adversary assumptions	Qualified implementation, finite compute and reference checks	Compare content integrity without proving authorship or truth
D21	credential_revocation_distribution	Credential Revocation Distribution	cryptographic_identity_management	"[[""network_time_services"", ""postal_delivery_receipts""]]"	Distribute and evaluate current invalidation of previously issued credentials	Reachable update sources, freshness rules and maintained trust anchors	Limit continued use of invalid credentials while offline clients retain uncertainty
D21	least_privilege_capability_systems	Least Privilege Capability Systems	memory_protection	"[[""cryptographic_identity_management"", ""static_type_systems""]]"	Represent and delegate narrowly scoped authority through controlled capabilities	Compatible enforcement, accountable grants and revocation mechanisms	Restrict authorized actions without assuming credentials imply unlimited permission
D21	verified_boot_chains	Verified Boot Chains	secure_software_update,content_integrity_hashing	[]	Check successive executable stages against an established trust policy before use	Protected trust anchors, compatible hardware and recovery provisions	Detect specified unauthorized startup changes while trust-root compromise remains relevant
D21	reproducible_software_builds	Reproducible Software Builds	compiler_construction	"[[""version_control_systems"", ""formal_archives""]]"	Recreate specified binary outputs from controlled source and build inputs	Recorded toolchain, deterministic process and independent compute	Compare distributed software with declared build inputs without proving source safety
D21	software_dependency_provenance	Software Dependency Provenance	version_control_systems,machine_readable_record_schemas	[]	Track source, version and composition of incorporated software components	Maintained manifests, identifiable artifacts and accountable review	Locate affected dependencies when defects or trust changes are discovered
D21	service_resource_quotas	Service Resource Quotas	resource_metered_compute_services,process_scheduling	[]	Enforce declared per-consumer resource limits and allocation priorities	Measured compute/storage use, enforcement software and service operators	Prevent one admitted workload from consuming all shared capacity by policy accident
D21	compute_power_budgeting	Compute Power Budgeting	resource_metered_compute_services,electrical_measurement	[]	Schedule workloads against measured electrical capacity and performance-energy profiles	Working power meters, controllable workloads and dispatch coordination	Trade turnaround time against finite supplied electrical power
D21	server_airflow_management	Server Airflow Management	package_thermal_path_design	"[[""mechanical_building_ventilation"", ""flow_continuity""]]"	Separate and route cooling air according to measured server heat loads and pressure paths	Fans, contained air paths, sensors, power and maintenance	Remove supported heat loads without treating room volume as cooling capacity
D21	liquid_cooled_compute_racks	Liquid Cooled Compute Racks	package_thermal_path_design	"[[""heat_pump_cycles"", ""geothermal_heat_exchange"", ""steam_condensers""]]"	Move server heat through qualified liquid interfaces and heat-exchange loops	Compatible cold plates, pumps, coolant, leak monitoring and heat rejection	Support evaluated rack heat loads with pumping and cooling overhead
D21	compute_water_energy_accounting	Compute Water Energy Accounting	compute_power_budgeting,water_meter_calibration	[]	Measure direct water and electrical demands against delivered computing service	Metered facility boundaries, workload records and maintained instruments	Expose local resource tradeoffs rather than claiming efficient chips make a resource-free service
D21	accelerator_workload_mapping	Accelerator Workload Mapping	compiler_construction	"[[""vector_instruction_execution"", ""programmable_logic_arrays""]]"	Map eligible operations and data movement onto specialized execution resources	Compatible accelerator, software support, memory and actual workload	Accelerate suitable tasks while transfer and idle costs remain
D21	training_data_lineage	Training Data Lineage	data_provenance_tracking,machine_readable_record_schemas	[]	Track origin, transformations and allowed use of data entering a learning process	Maintained records, accessible source evidence and responsible data stewardship	Enable review and correction of training inputs without asserting source truth
D21	held_out_model_evaluation	Held Out Model Evaluation	statistical_learning,statistical_sampling	[]	Estimate task performance on appropriately separated data with leakage checks	Representative evaluation data, defined metrics and independent analysis	Expose generalization limits rather than rewarding training-set fit
D21	model_uncertainty_calibration	Model Uncertainty Calibration	held_out_model_evaluation,probability_theory	[]	Compare predictive confidence with observed outcomes under evaluated conditions	Applicable observations, calibration methods and continuing review	Make reported uncertainty more informative within its evidence domain
D21	model_compression_qualification	Model Compression Qualification	neural_network_models,held_out_model_evaluation	[]	Reduce model representation or computation while measuring retained task performance	Source model, compression tools, finite compute and representative tests	Trade memory and speed against measured loss rather than promise free efficiency
D21	federated_model_training	Federated Model Training	statistical_learning	"[[""privacy_preserving_computation"", ""cryptographic_protocol_design""]]"	Coordinate model updates across separate data holders under explicit disclosure assumptions	Willing participants, local compute, actual communication and reviewed aggregation	Train selected models without assuming raw data centralization or automatic privacy
D21	machine_action_runtime_monitors	Machine Action Runtime Monitors	real_time_computing,software_verification	[]	Check specified operating constraints during machine execution and trigger bounded fallback	Independent-enough observations, enforceable intervention and maintained monitor logic	Stop or constrain detected violations within monitored scope
D21	robotic_contact_force_control	Robotic Contact Force Control	robotic_sensor_fusion	"[[""feedback_governors"", ""real_time_computing""]]"	Regulate measured interaction forces during qualified machine contact tasks	Force-capable sensors, compliant or controlled actuators, power and task qualification	Perform selected contact work within force, bandwidth and environment limits
D21	robotic_self_localization_maps	Robotic Self Localization Maps	robotic_sensor_fusion,geometric_survey	[]	Estimate machine pose and environmental landmarks from uncertain observations	Suitable sensors, computation and observable reference features	Navigate within estimated confidence while ambiguity can stop progress
D21	robotic_tool_change_qualification	Robotic Tool Change Qualification	robotic_workcell_integration,precision_robot_calibration	[]	Verify mounted-tool identity, geometry and service connections before executing a task	Compatible couplers, calibrated tools, inspection and maintained control records	Reuse a machine across qualified tasks without assuming every tool is interchangeable
D21	quantum_device_noise_characterization	Quantum Device Noise Characterization	controlled_qubit_operations,statistical_inference	[]	Estimate specified operation and measurement errors under characterized test conditions	Working quantum device, calibrated control, repeated measurements and analysis	Bound noise evidence for later error management without claiming useful computation from qubit count
