field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D05	geothermal_scaling_control	Geothermal Scaling Control	geothermal_heat_exchange,corrosion_rate_measurement	[]	Manage measured deposition and corrosion in geothermal fluid-contact systems	Fluid analysis, compatible treatment or cleaning, parts and crews	Preserve selected heat-transfer capacity with continuing chemical and downtime costs
D05	geothermal_reinjection_management	Geothermal Reinjection Management	geothermal_resource_testing,hydrogeologic_models	[]	Return suitable geothermal fluids while monitoring reservoir and environmental response	Qualified wells, pumps, fluid controls and observations	Support evaluated reservoir operation without guaranteeing indefinite heat or permeability
D05	engineered_geothermal_reservoirs	Engineered Geothermal Reservoirs	geothermal_reinjection_management,structural_geologic_mapping	[]	Evaluate engineered subsurface flow paths for recoverable geothermal heat	Site-specific wells, monitored field trials, power, water and specialist crews	Investigate usable heat flow within measured geological limits
D05	geothermal_seismic_response	Geothermal Seismic Response	seismic_source_location	"[[""engineered_geothermal_reservoirs"", ""geothermal_reinjection_management""]]"	Relate induced seismic observations to operational changes and defined response criteria	Monitoring network, accountable operators and feasible curtailment measures	Revise or stop operation when evidence crosses agreed limits
D05	closed_loop_deep_geothermal	Closed Loop Deep Geothermal	geothermal_resource_testing,geothermal_heat_exchange	[]	Evaluate heat recovery through sealed subsurface circulation rather than relying on produced formation fluids	Qualified deep wells, compatible loop materials, pumps and thermal monitoring	Access bounded conductive heat where drilling and heat-transfer economics permit
D05	battery_cycle_life_characterization	Battery Cycle Life Characterization	battery_state_estimation,statistical_inference	[]	Measure capacity and resistance changes under specified cycling and storage conditions	Representative cells, controlled equipment, time and quality measurements	Estimate supported lifetime envelopes without treating all cycles as equal
D05	battery_cell_balancing	Battery Cell Balancing	battery_bank_wiring,battery_state_estimation	[]	Redistribute or limit charge differences among connected cells using qualified control	Compatible balancing hardware, sensing, power and maintained cell data	Reduce mismatch constraints while usable energy remains finite
D05	battery_pack_fault_isolation	Battery Pack Fault Isolation	battery_thermal_management,protective_circuit_breakers	[]	Detect and isolate supported electrical or thermal faults within a qualified pack	Sensors, compatible protection, trained maintenance and recovery procedures	Limit some fault propagation without guaranteeing zero fire or lost capacity
D05	second_life_battery_qualification	Second Life Battery Qualification	battery_cycle_life_characterization	"[[""component_reuse_certification"", ""electrical_measurement""]]"	Assess used cells or packs for a specified less-demanding service	Traceable used equipment, diagnostic capacity, compatible protection and inspections	Recover bounded usable storage while rejecting unsuitable units
D05	compressed_air_energy_storage	Compressed Air Energy Storage	compressed_air_systems,heat_engine_cycles	[]	Store mechanical work in compressed air and recover part through qualified expansion	Suitable storage volume, compressors, expanders and thermal management	Shift finite energy through a pressure store with actual losses
D05	flywheel_energy_storage	Flywheel Energy Storage	rotational_dynamics,friction_measurement	[]	Store work as controlled rotor motion and recover it through a qualified coupling	Qualified rotor, containment, bearings, drive and monitoring	Provide bounded power and stored energy with standby and conversion losses
D05	thermochemical_heat_storage	Thermochemical Heat Storage	industrial_catalyst_design,thermal_plant_heat_balances	[]	Store and release heat through evaluated reversible material reactions	Qualified reactants, reaction vessels, heat exchangers and cycle testing	Shift heat supply while reaction kinetics and degradation limit performance
D05	seasonal_heat_storage	Seasonal Heat Storage	thermal_storage_tanks	"[[""hydrogeologic_models"", ""building_insulation_assemblies""]]"	Retain useful heat across long demand cycles in a site-qualified storage system	Suitable reservoir or structure, insulation or geology, pumps and monitoring	Recover part of stored heat while seasonal losses and access constrain service
D05	storage_dispatch_duration_models	Storage Dispatch Duration Models	load_dispatch	"[[""battery_state_estimation"", ""thermal_plant_heat_balances"", ""pumped_hydro_storage""]]"	Separate maximum charge/discharge power from stored-energy duration across time-varying demand	Measured storage state, losses, available power and demand evidence	Prevent a high-power but nearly empty store from covering an arbitrarily long shortfall
D05	grid_frequency_reserve_control	Grid Frequency Reserve Control	grid_synchronization,load_dispatch	[]	Maintain qualified responsive generation or storage for measured frequency deviations	Available reserve capacity, control links and actual energy or fuel	Respond to supported disturbances while reserve exhaustion remains possible
D05	reactive_power_compensation	Reactive Power Compensation	alternating_current_distribution,electrical_measurement	[]	Control evaluated reactive exchanges to support voltage under network constraints	Compatible compensating equipment, measurements and operating staff	Improve bounded voltage conditions without creating real energy
D05	protection_relay_coordination	Protection Relay Coordination	protective_circuit_breakers,electromagnetic_relays	[]	Coordinate fault detection and interruption zones against measured network behavior	Qualified relays, breakers, settings evidence and maintenance	Isolate supported faults while limiting unnecessary service loss
D05	power_flow_state_estimation	Power Flow State Estimation	transmission_stability,least_squares_estimation	[]	Infer network operating state from incomplete and uncertain measurements	Metered topology, qualified computation and data-quality checks	Support dispatch decisions while unobserved or bad data retain uncertainty
D05	demand_response_contracts	Demand Response Contracts	load_dispatch,contingent_supply_contracts	[]	Coordinate compensated or agreed load changes with actual consumer constraints	Participating loads, metering, delivery verification and enforceable terms	Reduce or shift eligible demand without counting curtailed service as generated energy
D05	interconnector_capacity_allocation	Interconnector Capacity Allocation	load_dispatch,material_accounting	"[[""high_voltage_direct_current"", ""alternating_current_distribution""]]"	Allocate scarce cross-network transfer capacity with measured delivery and accounting	Working interconnector, participating operators, metering and payment arrangements	Import finite electrical service while retaining congestion and supplier dependence
D05	renewable_firm_capacity_assessment	Renewable Firm Capacity Assessment	solar_resource_measurement,wind_resource_assessment,statistical_inference	[]	Assess joint supply shortfalls against demand, storage and correlated weather	Representative long records, network constraints and evaluated reliability methods	Estimate dependable contribution without equating annual energy with firm capacity
D05	reactor_outage_work_planning	Reactor Outage Work Planning	reactor_shutdown_systems,decay_heat_management	[]	Coordinate qualified inspection and maintenance while preserving required cooling and protection	Competent crews, approved procedures, parts and maintained auxiliary services	Return evaluated reactor capability after real downtime without bypassing residual heat duties
D05	radioactive_waste_package_qualification	Radioactive Waste Package Qualification	nuclear_waste_characterization,corrosion_rate_measurement	[]	Evaluate waste containment packages against characterized contents and storage conditions	Qualified materials, packaging facilities, inspection and accountable custody	Support bounded storage claims with monitoring and retained liabilities
D05	fusion_component_lifetime_trials	Fusion Component Lifetime Trials	fusion_plasma_confinement,radiation_tolerant_materials	[]	Measure candidate component damage and performance under relevant evaluated exposure	Suitable test facilities, representative materials, specialists and long-duration evidence	Bound replacement needs without inferring full plant life from a short plasma experiment
D05	fusion_remote_maintenance_integration	Fusion Remote Maintenance Integration	fusion_component_lifetime_trials,remote_manipulation	[]	Qualify access and replacement of selected fusion-plant components under expected service conditions	Representative geometry, remote tooling, replacement parts and independent inspection	Investigate maintainable plant layouts with measured downtime and handling limits
