field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D14	continuous_glucose_monitoring	Continuous Glucose Monitoring	enzymatic_glucose_assays,real_time_computing	[]	Track qualified interstitial glucose signals over time with calibration and fault handling	Approved sensor system, power, replacement supplies and patient support	Provide trend evidence with signal lag and device limitations
D14	clinical_immunoassays	Clinical Immunoassays	immune_response_models,clinical_laboratory_quality	[]	Use specific binding and calibrated signal detection to estimate selected clinical analytes	Validated reagents, controls, suitable instruments and trained laboratory staff	Detect specified targets subject to cross-reactivity and test performance
D14	clinical_culture_susceptibility	Clinical Culture Susceptibility	microbial_isolation_methods,clinical_laboratory_quality	[]	Compare isolated organisms under standardized laboratory susceptibility conditions	Qualified containment, culture supplies, reference methods and competent staff	Inform antimicrobial choice while distinguishing laboratory results from guaranteed clinical response
D14	clinical_specimen_transport	Clinical Specimen Transport	clinical_laboratory_quality	"[[""freight_waybill_tracking"", ""case_records""]]"	Preserve specimen identity and required conditions between collection and analysis	Appropriate containers, tracked routes, transport capacity and handling staff	Reduce invalid or misidentified results from delayed or unsuitable transport
D14	diagnostic_accuracy_estimation	Diagnostic Accuracy Estimation	statistical_inference,differential_diagnosis	[]	Compare a test with an appropriate reference while accounting for the tested population	Representative evidence, defined reference methods and independent analysis	Expose false positives and negatives before using a test as an automatic decision
D14	clinical_test_probability_updating	Clinical Test Probability Updating	diagnostic_accuracy_estimation,probability_theory	[]	Update a clinical hypothesis using test evidence and justified starting probabilities	Competent interpretation and applicable accuracy evidence	Reduce conclusions drawn from test labels without clinical context
D14	screening_program_evaluation	Screening Program Evaluation	public_health_surveillance,diagnostic_accuracy_estimation	[]	Assess whether testing an apparently unaffected population improves meaningful outcomes after downstream harms	Follow-up care, population evidence, consent and independent evaluation	Distinguish beneficial screening from simply detecting more abnormalities
D14	portable_ultrasound_qualification	Portable Ultrasound Qualification	ultrasound_imaging,clinical_test_probability_updating	[]	Validate limited bedside imaging tasks for particular operators and devices	Suitable portable equipment, training, maintenance and image review	Bring selected imaging questions closer to care without replacing all specialist examinations
D14	doppler_flow_imaging	Doppler Flow Imaging	ultrasound_imaging,flow_continuity	[]	Interpret qualified frequency shifts from moving scatterers to estimate selected flow properties	Calibrated ultrasound equipment and trained acquisition and interpretation	Add bounded circulation evidence without assuming exact flow in every geometry
D14	clinical_image_registration	Clinical Image Registration	computed_tomography,coordinate_geometry	[]	Align images using evaluated anatomical correspondences and quantify registration error	Compatible image data, computation and clinical quality review	Compare change or plan a procedure while exposing alignment uncertainty
D14	image_guided_intervention_planning	Image Guided Intervention Planning	clinical_image_registration,aseptic_operating_practice	[]	Relate an intended intervention path to evaluated images and physical landmarks	Qualified imaging, clinical team, sterile facilities and appropriate instruments	Improve selected procedural planning without granting autonomous surgical success
D14	radiotherapy_dose_planning	Radiotherapy Dose Planning	radiation_measurement,pathology_diagnosis	[]	Plan a specified radiation treatment against target and non-target tissue constraints	Qualified radiation source, calibrated dosimetry, clinical physics and oncology staff	Deliver only clinically justified treatment within verified planning limits
D14	radiotherapy_delivery_verification	Radiotherapy Delivery Verification	radiotherapy_dose_planning,dimensional_metrology	[]	Check that positioning and delivered treatment conform to an authorized radiation plan	Calibrated equipment, independent checks and competent treatment staff	Detect selected delivery deviations rather than assuming a plan equals treatment
D14	sterile_drug_compounding	Sterile Drug Compounding	medicine_quality_assurance,aseptic_operating_practice	[]	Prepare qualified patient-appropriate sterile formulations under controlled process conditions	Appropriate ingredients, clean facilities, trained staff and release checks	Supply specified preparations while maintaining contamination and identity controls
D14	medicinal_active_fraction_isolation	Medicinal Active Fraction Isolation	herbal_classification	"[[""chemical_distillation"", ""protein_separation"", ""experimental_controls""]]"	Separate and compare candidate medicinal fractions while tracking composition and observed effects	Characterized source material, separation equipment, analysts and controlled evidence	Identify investigational fractions without treating traditional use as proof of safety
D14	medicine_potency_standardization	Medicine Potency Standardization	medicine_quality_assurance,measurement_uncertainty	[]	Compare functional or chemical strength against a defined reference with quantified variation	Suitable reference material, validated assay and quality staff	Reduce between-batch uncertainty without establishing clinical benefit by itself
D14	oral_dosage_release_design	Oral Dosage Release Design	medicine_potency_standardization	"[[""polymer_chain_models"", ""experimental_controls""]]"	Control and measure release behavior of a defined oral formulation under qualified conditions	Pharmaceutical ingredients, formulation plant and dissolution testing	Produce evaluated release profiles rather than guaranteed patient response
D14	medicine_interaction_review	Medicine Interaction Review	pharmacokinetic_analysis,pharmacovigilance	[]	Evaluate combined medicine exposure and patient factors against documented interaction evidence	Complete medicine records, competent review and reliable evidence access	Identify avoidable treatment conflicts while preserving clinician judgment
D14	medication_reconciliation	Medication Reconciliation	case_records,medicine_quality_assurance	[]	Resolve discrepancies in actual medicine use across care transitions	Patient communication, accessible prescriptions and responsible pharmacy or clinical staff	Reduce omitted, duplicated or conflicting medicine instructions
D14	insulin_product_purification	Insulin Product Purification	protein_separation,medicine_potency_standardization	[]	Purify and qualify a specified insulin product for consistent clinical supply	Suitable biological production source, validated purification, quality staff and required storage	Make a qualified product available without providing automatic patient treatment
D14	insulin_replacement_services	Insulin Replacement Services	enzymatic_glucose_assays	"[[""insulin_product_purification"", ""medicine_quality_assurance""]]"	Coordinate indicated insulin replacement with monitoring, education and continuing review	Actual qualified product, delivery supplies, trained care team and patient support	Support managed treatment while retaining individual assessment and adverse-event risks
D14	programmable_infusion_pumps	Programmable Infusion Pumps	sterile_infusion_services,real_time_computing	[]	Meter a prescribed infusion through qualified programmable delivery and fault detection	Maintained pump, compatible consumables, power and trained clinical supervision	Provide controlled delivery with finite supplies and device-error limits
D14	automated_insulin_delivery	Automated Insulin Delivery	continuous_glucose_monitoring,programmable_infusion_pumps,insulin_replacement_services	[]	Coordinate qualified glucose feedback and insulin delivery within a clinically evaluated control system	Compatible devices, continuing insulin supply, patient training and backup care	Support bounded glucose management without universal autonomous cure
D14	medical_oxygen_supply_qualification	Medical Oxygen Supply Qualification	gas_composition_analysis,medicine_quality_assurance	[]	Verify therapeutic oxygen identity and delivery-chain quality at the point of clinical use	Qualified source, containers or piping, analyzers and maintenance personnel	Provide a trustworthy oxygen supply rather than equating any gas source with medical service
D14	oxygen_concentrator_services	Oxygen Concentrator Services	medical_oxygen_supply_qualification,compressed_air_systems	[]	Operate qualified oxygen concentrators against measured output and clinical demand	Approved equipment, filters, electrical supply, maintenance and clinical staff	Supply bounded oxygen flow while outages and equipment condition constrain availability
D14	respiratory_support_interfaces	Respiratory Support Interfaces	medical_oxygen_supply_qualification,clinical_observation_rounds	[]	Match a qualified respiratory delivery interface to assessed support and monitoring needs	Suitable consumables, fitted interface and trained clinical assessment	Deliver an indicated service without assuming every patient needs the same interface
D14	mechanical_ventilation_services	Mechanical Ventilation Services	respiratory_support_interfaces	"[[""blood_gas_analysis"", ""anesthesia_monitoring""], [""real_time_computing"", ""feedback_governors""]]"	Provide monitored qualified mechanical breathing support for indicated conditions	Maintained ventilator, power, suitable gas supply, consumables and skilled critical-care team	Support selected respiratory functions with ongoing monitoring and complications
D14	oral_rehydration_services	Oral Rehydration Services	clean_water,clinical_observation_rounds	[]	Provide clinically assessed rehydration using qualified oral preparations and follow-up	Suitable clean water, approved preparations, competent caregivers and referral access	Address indicated dehydration while exposing cases needing higher care
D14	clinical_nutrition_assessment	Clinical Nutrition Assessment	child_growth_records,clinical_observation_rounds	[]	Relate intake, growth or body change and clinical findings to assessed nutritional needs	Competent staff, reliable measures, food history and clinical context	Identify support needs without reducing health to one body measurement
D14	therapeutic_food_services	Therapeutic Food Services	clinical_nutrition_assessment,food_batch_traceability	[]	Supply qualified therapeutic foods within an evaluated care and follow-up program	Suitable products, actual stocks, trained caregivers and complication referral	Support specified nutrition treatment with finite food and care capacity
D14	enteral_nutrition_services	Enteral Nutrition Services	clinical_nutrition_assessment,medicine_quality_assurance	[]	Provide monitored qualified nutritional delivery through an indicated enteral route	Suitable preparations, delivery equipment, competent staff and hygiene controls	Support feeding when ordinary intake is insufficient and the route is appropriate
D14	neonatal_feeding_support	Neonatal Feeding Support	birth_attendants,child_growth_records	[]	Assess and assist safe effective newborn feeding with observation of growth and caregiver needs	Trained supporters, suitable feeding resources and timely referral	Improve supported feeding without coercing one method or promising universal success
D14	kangaroo_mother_care_services	Kangaroo Mother Care Services	neonatal_thermal_care,neonatal_feeding_support	[]	Organize qualified caregiver contact and feeding support for eligible newborns with monitoring	Willing supported caregivers, trained staff and escalation capacity	Provide evidence-based supportive neonatal care under defined clinical conditions
D14	antenatal_care_continuity	Antenatal Care Continuity	trained_midwives,case_records	[]	Maintain repeated pregnancy assessment and timely action on changing care needs	Qualified providers, accessible follow-up, suitable tests and referral capacity	Support continuing maternal care rather than a single attendance bonus
D14	postpartum_complication_surveillance	Postpartum Complication Surveillance	maternal_recovery,clinical_observation_rounds	[]	Recognize and escalate defined changes during post-birth recovery	Trained caregivers, continuing contact and functioning referral services	Reduce delays in assessment while retaining limits of available treatment
D14	contraceptive_counseling_services	Contraceptive Counseling Services	case_records,medicine_quality_assurance	[]	Support informed voluntary choice among suitable evaluated contraceptive options	Trained counselors, reliable information, privacy and actual selected products or services	Enable reproductive choice with method-specific limitations and continuing access needs
D14	cervical_screening_followup	Cervical Screening Followup	screening_program_evaluation,clinical_referral_networks	[]	Connect validated cervical screening results to indicated confirmatory assessment and care	Qualified testing, accessible follow-up and available clinical treatment capacity	Reduce losses between screening and care without awarding benefit for testing alone
D14	oral_health_hygiene_practice	Oral Health Hygiene Practice	clinical_observation_rounds	[]	Maintain and teach evaluated practical oral cleaning with observation of tissue condition	Suitable cleaning materials, trained instruction and accessible supplies	Reduce selected preventable oral-health burdens with repeated practice
D14	dental_caries_assessment	Dental Caries Assessment	oral_health_hygiene_practice	"[[""clinical_observation_rounds"", ""radiographic_imaging""]]"	Assess suspected tooth decay using appropriate examination and qualified diagnostic aids	Competent oral-health provider, suitable instruments and referral capacity	Identify indicated preventive or restorative care without equating discoloration with disease
D14	dental_restorative_materials	Dental Restorative Materials	medicine_quality_assurance	"[[""material_property_databases"", ""experimental_controls""]]"	Qualify materials that restore selected tooth structures under oral mechanical and biological conditions	Approved materials, dental equipment, trained clinicians and quality review	Support indicated restoration with wear, compatibility and maintenance limits
D14	orthotic_support_design	Orthotic Support Design	rehabilitation_services	"[[""stress_strain_relations"", ""fracture_immobilization""]]"	Fit external supports to evaluated movement or alignment needs and monitor their effects	Qualified orthotic staff, suitable materials, fitting tools and follow-up	Support selected function while avoiding a universal correction bonus
D14	wheelchair_seating_services	Wheelchair Seating Services	rehabilitation_services	"[[""accessible_transport_design"", ""cart_running_gear""]]"	Match seating and mobility equipment to assessed posture, propulsion and environment needs	Appropriate chairs, fitting staff, repair supplies and accessible routes	Improve usable mobility through individualized fitting and ongoing support
D14	speech_language_rehabilitation	Speech Language Rehabilitation	rehabilitation_services	"[[""language_documentation_corpora"", ""demonstration_teaching""]]"	Assess and practice specified communication functions using appropriate language and access methods	Qualified practitioners, accessible materials and repeated supported practice	Improve or adapt selected communication tasks within individual recovery limits
D14	swallowing_function_services	Swallowing Function Services	rehabilitation_services,clinical_nutrition_assessment	[]	Assess swallowing function and coordinate qualified feeding support or referral	Competent clinicians, appropriate assessment resources and suitable nutrition support	Reduce avoidable feeding difficulties without assuming every swallowing problem has one remedy
D14	pressure_injury_prevention	Pressure Injury Prevention	nursing_care_organization	"[[""clinical_nutrition_assessment"", ""clinical_observation_rounds""]]"	Identify tissue-pressure risks and organize qualified positioning, skin observation and support	Adequate caregivers, suitable support surfaces, hygiene and reassessment	Reduce selected preventable tissue injury with continuing labor and equipment
