field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D13	script_transliteration_rules	Script Transliteration Rules	phonetic_notation	[]	Map a declared writing convention into another with recorded distinctions and losses	Defined source and target conventions, competent reviewers and examples	Aid cross-script access without claiming translation or reversible mapping in every case
D13	character_normalization_rules	Character Normalization Rules	multilingual_character_encoding	[]	Transform encoded sequences according to declared equivalence rules while preserving required distinctions	A versioned equivalence specification and conforming implementations	Compare qualified equivalent text without equating visually similar characters automatically
D13	multilingual_collation_rules	Multilingual Collation Rules	multilingual_character_encoding	[]	Order encoded strings using declared language-sensitive comparison levels and tailoring	Maintained comparison rules and compatible implementations	Sort records reproducibly while preserving language and version differences
D13	tactile_character_codes	Tactile Character Codes	guided_practice_cycles	"[[""pictographic_records"", ""phonetic_notation""]]"	Encode readable symbols as a qualified tactile pattern system	Agreed code, suitable dimensions and reader instruction	Provide nonvisual text access without assuming all raised marks are equally readable
D13	tactile_record_embossing	Tactile Record Embossing	tactile_character_codes	"[[""relief_block_cutting"", ""clay_record_tablets""]]"	Form durable qualified tactile patterns in a suitable medium	Actual embossing tools, compatible material and legibility checks	Produce readable tactile records while retaining wear and material costs
D13	magnetic_tape_data_recording	Magnetic Tape Data Recording	magnetic_audio_recording,message_framing	[]	Encode and recover digital blocks on a moving magnetic medium with timing and integrity controls	Actual tape, heads, drive, encoding electronics and maintained alignment	Store bounded digital records with sequential-access and degradation costs
D13	optical_disc_recording	Optical Disc Recording	laser_light_generation,message_framing	[]	Encode and recover data through qualified optical changes along a tracked rotating medium	Compatible medium, optics, servo control and encoding equipment	Store finite data with format and media-lifetime limits
D13	lossless_data_compression	Lossless Data Compression	information_entropy_models	[]	Represent data with fewer symbols under a reversible coding scheme when its structure permits	Compatible encoder and decoder, actual computation and retained format knowledge	Reduce some storage or traffic without reducing every possible input
D13	lossy_media_coding	Lossy Media Coding	information_entropy_models	[]	Discard or approximate declared signal information against an evaluated distortion criterion	Qualified encoder, decoder and explicit quality targets	Reduce media traffic at an irreversible information-loss cost
D13	frequency_division_multiplexing	Frequency-Division Multiplexing	frequency_stabilization	"[[""telephone_circuits"", ""tuned_radio_reception""]]"	Carry separate signals in allocated frequency bands with qualified filtering	Actual band capacity, compatible filters and transmit-receive equipment	Share a link while retaining guard-band and interference limits
D13	time_division_multiplexing	Time-Division Multiplexing	timed_signal_sequences	"[[""automatic_telegraphy"", ""signal_sampling""]]"	Share a transmission path through declared time slots and synchronization	Compatible timing, switching and finite slot capacity	Carry several streams without multiplying total path capacity
D13	wavelength_division_multiplexing	Wavelength-Division Multiplexing	optical_fiber_communication	[]	Carry separable optical channels at qualified wavelengths in one physical fiber	Compatible sources, wavelength-selective elements and verified channel margins	Increase supported aggregate traffic while retaining power and crosstalk limits
D13	phase_shift_keying	Phase-Shift Keying	frequency_stabilization,message_framing	[]	Encode digital symbols through qualified carrier phase states	Stable reference, compatible modulation and detection and measured channel conditions	Provide a digital signaling route with noise and synchronization limits
D13	quadrature_amplitude_modulation	Quadrature Amplitude Modulation	phase_shift_keying,amplitude_modulation	[]	Encode symbols through qualified combinations of two quadrature signal components	Linear signal chain, compatible constellation decoding and adequate signal quality	Trade symbol density against required channel quality
D13	orthogonal_multicarrier_modulation	Orthogonal Multicarrier Modulation	harmonic_analysis,message_framing	[]	Distribute symbols over coordinated orthogonal subcarriers with qualified timing and channel handling	Actual processing, synchronization and suitable transmission hardware	Support a multicarrier link while retaining overhead and channel sensitivity
D13	direct_sequence_spreading	Direct-Sequence Spreading	message_framing	[]	Spread a signal with a declared code and recover it through matched correlation	Compatible spreading code, timing and receiver processing	Trade occupied bandwidth for a qualified interference response without secrecy guarantees
D13	frequency_hopping_links	Frequency-Hopping Links	frequency_stabilization,message_framing	[]	Move a compatible link across a synchronized sequence of frequencies	Tunable terminals, timing and usable spectrum	Provide a hopping signaling path with coordination and interference constraints
D13	adaptive_channel_equalization	Adaptive Channel Equalization		"[[""data_modems"", ""telephone_repeaters""]]"	Estimate and compensate a qualified transmission channel's distortion from observations	Actual training or decision evidence, processing and stable adaptation limits	Recover symbols under specified distortion without correcting arbitrary loss
D13	carrier_timing_recovery	Carrier and Timing Recovery	data_modems	[]	Estimate carrier and symbol timing references from a received signal	Qualified receiver, sufficient signal structure and loop stability	Synchronize reception within an acquisition and tracking envelope
D13	antenna_array_beamforming	Antenna Array Beamforming	aerial_matching	"[[""electromagnetic_wave_theory"", ""electrical_measurement""]]"	Control relative signals across antenna elements to shape a qualified directional response	Actual array, phase or delay control and calibration	Steer or shape coverage while retaining aperture, sidelobe and power limits
D13	spatial_stream_multiplexing	Spatial-Stream Multiplexing	antenna_array_beamforming	[]	Separate simultaneous streams through measured spatial channel structure	Multiple qualified signal paths, channel estimation and suitable propagation	Increase supported streams only when channel conditions provide separable information
D13	cellular_frequency_reuse	Cellular Frequency Reuse	communication_link_budgets	[]	Plan separated service areas that reuse spectrum within interference limits	Actual sites, assessed propagation and coordinated frequencies	Expand regional service without making neighboring cells interference-free
D13	mobile_link_handover	Mobile Link Handover	cellular_frequency_reuse	[]	Transfer a moving terminal's service between qualified access sites with bounded interruption	Observed coverage, compatible control signaling and available destination capacity	Maintain some sessions during movement while retaining handover failure and outage
D13	spectrum_occupancy_sensing	Spectrum Occupancy Sensing	tuned_radio_reception	[]	Measure time-varying signal occupancy over a declared frequency range	Calibrated receiver, observation time and detection limits	Inform access decisions without proving an undetected user is absent
D13	underwater_acoustic_communication	Underwater Acoustic Communication	mechanical_oscillation,message_framing	[]	Encode and recover information through a qualified underwater sound channel	Actual transducers, power and measured propagation and noise	Provide slow bounded submerged communication without radio-like latency or bandwidth
D13	optical_amplifier_link_design	Optical Amplifier Link Design	optical_fiber_communication	[]	Integrate optical gain while accounting for added noise, saturation and spectral effects	Actual compatible amplifier, pumping power and verified link margins	Extend a supported optical span without restoring lost information perfectly
D13	coherent_optical_reception	Coherent Optical Reception	optical_signal_modulation,laser_frequency_control	[]	Combine received light with a qualified local optical reference to recover encoded field information	Compatible optics, reference source, detectors and processing	Recover supported optical modulation with phase and noise constraints
D13	optical_dispersion_compensation	Optical Dispersion Compensation	optical_fiber_communication,harmonic_analysis	[]	Measure and compensate pulse or phase spreading in a qualified optical link	Characterized fiber, compatible compensation hardware or processing	Preserve usable signaling over a specified span without eliminating all nonlinear effects
D13	adaptive_link_rate_selection	Adaptive Link-Rate Selection	communication_link_budgets	[]	Choose among qualified signaling rates using measured channel and loss conditions	Compatible rate options, feedback and actual link observations	Trade throughput and delivery reliability without assuming the fastest rate always works
D13	distance_vector_routing	Distance-Vector Routing	packet_routers	[]	Exchange neighbor reachability estimates and choose routes using a declared metric	Operating routers, actual neighbor links and bounded update handling	Build routes from local exchanges while retaining convergence and loop risks
D13	link_state_routing	Link-State Routing	packet_routers,network_flow_methods	[]	Distribute observed link descriptions and calculate routes from a maintained topology view	Actual routers, control traffic, computation and stale-state handling	Choose routes from a shared view without assuming instantaneous agreement
D13	path_vector_routing	Path-Vector Routing	packet_routers	[]	Advertise reachability with path information and apply declared inter-network policy	Actual participating networks, usable paths and maintained policy	Route across independently administered networks while retaining policy conflicts and misinformation risk
D13	multicast_distribution_trees	Multicast Distribution Trees	packet_routers,network_flow_methods	[]	Replicate traffic along maintained distribution branches for an identified receiver group	Actual group membership, router support and branch capacity	Reduce duplicated shared-path traffic without free delivery to absent receivers
D13	packet_priority_scheduling	Packet Priority Scheduling	queueing_models	"[[""packet_switching"", ""telegraph_network_dispatch""]]"	Select queued packets under an explicit service discipline and starvation limits	Actual queues, available output capacity and declared priorities	Change delay distribution without creating bandwidth
D13	network_admission_control	Network Admission Control	communication_service_accounting	"[[""queueing_models"", ""telephone_exchange_networks""]]"	Admit a requested service only against declared and observed resource commitments	Actual capacity records, enforceable admission decisions and current reservations	Limit overcommitment while retaining estimation error and rejected requests
D13	packet_address_hierarchy	Packet Address Hierarchy	packet_routers	[]	Allocate and aggregate destination identifiers according to a declared routing hierarchy	Maintained address authority and compatible routing tables	Reduce some routing state without eliminating renumbering or topology changes
D13	maximum_packet_path_discovery	Maximum Packet-Path Discovery	packet_routers	[]	Determine a qualified transmission size that can traverse a changing path	Actual feedback or observations and compatible endpoint behavior	Avoid some oversized transmissions while retaining stale or blocked feedback
D13	transport_loss_recovery_timing	Transport Loss-Recovery Timing	reliable_stream_transport	[]	Estimate retransmission timing from observed delays and uncertainty	Actual acknowledgments, timing observations and bounded backoff rules	Reduce needless retransmission without distinguishing every delay from loss
D13	explicit_congestion_feedback	Explicit Congestion Feedback	network_congestion_control	[]	Signal congestion before or alongside loss using compatible network and endpoint behavior	Actual supporting routers, readable feedback and responsive senders	Improve some load responses without guaranteeing cooperation or spare capacity
D13	network_measurement_probes	Network Measurement Probes	packet_routers,measurement_uncertainty	[]	Infer selected path behavior from controlled observations with probe effects accounted for	Actual endpoints, timestamps and bounded measurement traffic	Estimate latency or loss without revealing all internal network state
D13	software_defined_forwarding	Software-Defined Forwarding	packet_routers	[]	Separate an authorized control decision process from rule execution in forwarding devices	Actual controller, compatible devices and maintained rules	Reconfigure supported paths while retaining controller and rule-distribution failures
D13	network_configuration_transactions	Network Configuration Transactions	software_defined_forwarding	[]	Stage and validate coordinated rule changes with explicit partial-failure behavior	Actual devices, verified configuration state and rollback resources	Reduce inconsistent updates without assuming a whole network changes atomically
D13	anycast_service_routing	Anycast Service Routing	packet_address_hierarchy	[]	Advertise a shared service destination from multiple qualified sites using routing policy	Actual service replicas, routes and consistent service behavior	Reach a selected available site without guaranteeing the geographically nearest or session continuity
D13	content_delivery_caches	Content Delivery Caches	content_addressed_storage,network_name_resolution	[]	Serve qualified retained content near demand while managing freshness and misses	Actual cache storage, reachable origin and valid reuse rules	Reduce repeated transfer while retaining stale-data and cache-fill costs
D13	intermittent_contact_scheduling	Intermittent Contact Scheduling	delay_tolerant_space_networks	[]	Plan storage and transmission against known or uncertain future contact opportunities	Actual contact evidence, buffers, power and link capacity	Deliver some delayed data without treating scheduled contact as completed transfer
D13	contact_graph_route_planning	Contact-Graph Route Planning	intermittent_contact_scheduling,network_flow_methods	[]	Route bundles through time-bounded future contacts with capacity and expiry constraints	Qualified schedules, finite storage and updated route computation	Use planned intermittent paths while retaining missed-contact uncertainty
D13	network_fault_domain_design	Network Fault-Domain Design	resilient_decentralized_networks	[]	Partition service dependencies so a defined failure need not disable every path	Actual physically and administratively assessed dependencies and maintained alternatives	Reduce correlated outage exposure without assuming nominally distinct providers are independent
D13	semantic_message_schema_evolution	Semantic Message-Schema Evolution	machine_readable_record_schemas,communication_protocol_negotiation	[]	Evolve message structure through declared compatibility and interpretation rules	Versioned schemas, capable endpoints and checked migration examples	Retain selected interoperability without silently reinterpreting old records
D13	evidence_transfer_acceptance	Evidence Transfer Acceptance		"[[""long_delay_correspondence_protocols"", ""postal_delivery_receipts""]]"	Verify that a delivered evidence package is complete and interpretable for its declared question	Actual received records, maintained metadata and local review capacity	Separate physical receipt from usable research evidence and local mastery
