field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D14	surgical_stapling_systems	Surgical Stapling Systems	wound_closure_practice	[]	Apply a qualified mechanical fastening pattern to suitable tissue with controlled formation	Compatible device and consumables, assessed tissue and trained surgical staff	Provide one closure method while retaining misformation and tissue suitability risks
D14	electrosurgical_tissue_control	Electrosurgical Tissue Control	electrical_measurement,surgical_anatomy	[]	Use qualified electrical energy delivery to produce an evaluated local tissue effect	Compatible generator and instruments, trained team and energy-path monitoring	Support selected tissue cutting or hemostatic tasks with collateral-effect limits
D14	ultrasonic_surgical_instruments	Ultrasonic Surgical Instruments	surgical_anatomy	"[[""piezoelectric_ceramic_qualification"", ""ultrasonic_flaw_mapping""]]"	Use qualified mechanical vibration at an instrument tip to produce a controlled tissue effect	Actual instrument, power source, qualified consumables and trained operators	Support selected surgical tasks without assuming diagnostic ultrasound proves surgical performance
D14	cryoablation_planning	Cryoablation Planning	surgical_anatomy	"[[""mechanical_refrigeration"", ""cryogenic_air_separation""], [""image_guided_intervention_planning"", ""clinical_endoscopy""]]"	Plan and monitor a qualified localized tissue-freezing intervention against target and surrounding tissue constraints	Actual cryogenic system, imaging, trained team and evaluated indication	Provide a bounded treatment option without guaranteed complete target destruction
D14	thermal_ablation_planning	Thermal Ablation Planning	image_guided_intervention_planning	"[[""electrosurgical_tissue_control"", ""laser_light_generation""]]"	Plan a qualified localized heat treatment using measured or bounded tissue response	Compatible energy delivery, temperature or effect assessment and clinical oversight	Treat a selected target while retaining incomplete treatment and adjacent injury risks
D14	focused_ultrasound_intervention	Focused Ultrasound Intervention	ultrasound_imaging,image_guided_intervention_planning	[]	Concentrate qualified acoustic energy in a clinically evaluated target volume	Actual compatible system, targeting evidence and monitored treatment conditions	Support specified nonincisional intervention within tissue and acoustic-access limits
D14	vascular_catheter_systems	Vascular Catheter Systems	surgical_anatomy,aseptic_operating_practice	[]	Qualify a flexible access system for a defined vascular route and clinical function	Compatible materials, sterile supply, placement verification and trained team	Enable selected vascular access while retaining vessel injury and infection risks
D14	endovascular_scaffold_design	Endovascular Scaffold Design	vascular_catheter_systems,long_term_implant_integration	[]	Qualify a delivered scaffold against vessel geometry, fatigue and biological response	Actual scaffold, suitable delivery system and longitudinal clinical evaluation	Support a specified vessel application without universal patency or compatibility
D14	hemodialysis_membrane_services	Hemodialysis Membrane Services	renal_replacement_services	[]	Exchange selected solutes and fluid across a qualified extracorporeal membrane system	Actual dialyzer, qualified water and fluids, access, power and trained staff	Replace selected renal functions while retaining supply, monitoring and complication limits
D14	peritoneal_dialysis_services	Peritoneal Dialysis Services	renal_replacement_services	[]	Use a qualified peritoneal exchange process to remove selected solutes and fluid	Actual compatible supplies, access care, training and follow-up	Provide a distinct renal-support route without requiring an extracorporeal blood circuit
D14	cardiac_pacing_systems	Cardiac Pacing Systems	electrocardiographic_recording	"[[""triode_valves"", ""bipolar_junction_transistors""]]"	Deliver qualified timed electrical stimulation to support an indicated cardiac rhythm function	Suitable device, electrodes, power and continuing clinical checks	Support selected rhythm needs without treating all cardiac disease
D14	cardiac_defibrillation_systems	Cardiac Defibrillation Systems	electrocardiographic_recording	"[[""foil_capacitors"", ""wound_transformers""]]"	Deliver an assessed therapeutic electrical intervention for a qualified rhythm indication	Actual evaluated device, capable responders and monitored clinical context	Provide a defined rhythm intervention without guaranteed resuscitation
D14	extracorporeal_membrane_oxygenation	Extracorporeal Membrane Oxygenation	blood_gas_analysis,intensive_care_services	[]	Exchange respiratory gases through a qualified extracorporeal circuit supporting an indicated patient	Actual circuit, oxygenator, power, consumables and continuously capable staff	Provide temporary selected organ support while retaining major resource and complication burdens
D14	ventricular_assist_devices	Ventricular Assist Devices	long_term_implant_integration	[]	Provide qualified mechanical blood-flow support for a defined ventricular function deficit	Actual pump system, power, compatible implantation service and long-term follow-up	Support circulation without repairing every underlying cause or eliminating maintenance
D14	cardiopulmonary_bypass_services	Cardiopulmonary Bypass Services	clinical_anesthesia,anesthesia_monitoring	[]	Temporarily support circulation and gas exchange through a qualified operative bypass circuit	Actual perfusion equipment, consumables, trained team and surgical readiness	Enable selected operative conditions with limited duration and complication risks
D14	autologous_blood_salvage	Autologous Blood Salvage	blood_transfusion_services	[]	Recover and process a patient's suitable lost blood for qualified reinfusion	Actual collection and processing equipment, trained staff and suitability checks	Recover a limited usable fraction without replacing all lost components
D14	blood_product_pathogen_reduction	Blood-Product Pathogen Reduction	blood_component_separation	[]	Apply a product-compatible validated process that reduces specified infectious hazards while preserving required function	Qualified equipment, consumables, testing and component-specific acceptance	Lower specified hazards without claiming universal sterility or unchanged product performance
D14	organ_perfusion_preservation	Organ Perfusion Preservation	tissue_perfusion_models	"[[""organ_transplant_services"", ""surgical_anatomy""]]"	Maintain and assess a recovered organ under a qualified perfusion-preservation process	Actual device, compatible fluids, monitoring and time-sensitive transport	Extend or assess selected organ usability without creating donor supply
D14	pharmacodynamic_response_models	Pharmacodynamic Response Models	pharmacokinetic_analysis	[]	Relate measured drug exposure to specified biological or clinical responses with uncertainty	Qualified exposure-response observations and defined outcome measures	Distinguish exposure from effect without predicting every patient's response
D14	medicine_bioequivalence_evaluation	Medicine Bioequivalence Evaluation	pharmacokinetic_analysis,medicine_quality_assurance	[]	Compare qualified exposure measures between specified medicine formulations under an appropriate study design	Characterized products, validated assays and justified comparison conditions	Support a defined equivalence conclusion without assuming all formulations are interchangeable
D14	medicinal_solubility_formulation	Medicinal Solubility Formulation	medicine_quality_assurance	[]	Alter and qualify a formulation's dissolution or dispersion behavior while retaining product stability	Actual active ingredient, compatible excipients and measured product performance	Address a specified delivery limitation without guaranteeing greater clinical benefit
D14	prodrug_activation_design	Prodrug Activation Design	pharmacokinetic_analysis	[]	Evaluate conversion of a qualified precursor into an active medicinal species in a defined biological context	Characterized candidate, metabolic evidence and clinical evaluation	Offer a conditional exposure-control strategy while retaining conversion variability
D14	inhaled_medicine_delivery	Inhaled Medicine Delivery	medicine_quality_assurance,respiratory_support_interfaces	[]	Qualify an inhaled formulation and device against actual emitted and deposited dose performance	Compatible product and device, training and clinically evaluated use	Provide a defined delivery route with technique and airway-dependent limits
D14	transdermal_medicine_delivery	Transdermal Medicine Delivery	medicine_quality_assurance	[]	Qualify controlled medicinal transport across intact skin using a compatible formulation and delivery system	Actual product, adhesion and transport evidence and clinical evaluation	Provide a bounded delivery profile without assuming all medicines cross skin suitably
D14	therapeutic_monoclonal_antibodies	Therapeutic Monoclonal Antibodies	immune_response_models,medicine_quality_assurance	"[[""recombinant_bioproduction"", ""clinical_trial_design""]]"	Evaluate a defined monoclonal binding product for a specified therapeutic mechanism and indication	Qualified product supply, binding and functional evidence and clinical monitoring	Provide a specific biological treatment option without universal target selectivity or efficacy
D14	antibody_drug_conjugate_qualification	Antibody-Drug Conjugate Qualification	therapeutic_monoclonal_antibodies,targeted_drug_delivery	[]	Qualify linked targeting and payload behavior as one therapeutic product	Characterized conjugate, stability and release evidence and clinical evaluation	Test a specified targeting strategy while retaining off-target exposure and toxicity risks
D14	radioligand_therapy_qualification	Radioligand Therapy Qualification	radiopharmaceutical_tracing,radiotherapy_dose_planning	[]	Evaluate a targeted radiolabeled therapeutic product with measured distribution and dosimetric constraints	Actual qualified product, handling infrastructure and clinical follow-up	Provide a defined treatment option without assuming diagnostic uptake establishes therapeutic safety
D14	clinical_time_to_event_analysis	Clinical Time-to-Event Analysis	clinical_trial_design,probability_theory	[]	Estimate event timing while accounting for incomplete follow-up and declared event definitions	Accurate follow-up, event records and justified statistical assumptions	Compare time-dependent outcomes without treating lost follow-up as event-free survival
D14	adaptive_clinical_trial_rules	Adaptive Clinical Trial Rules	clinical_trial_design	[]	Prespecify and evaluate evidence-dependent study changes while controlling their inferential consequences	Actual trial infrastructure, independent review and valid operating characteristics	Adapt selected study decisions without unrestricted outcome-driven redesign
D14	pragmatic_treatment_comparison	Pragmatic Treatment Comparison	clinical_trial_design	[]	Compare treatment strategies under declared routine-care conditions and relevant patient outcomes	Capable care services, representative enrollment and reliable outcome follow-up	Assess practical effectiveness without assuming one setting generalizes everywhere
D14	competing_risk_clinical_models	Competing-Risk Clinical Models	clinical_time_to_event_analysis	[]	Account for events that prevent the outcome of interest from occurring as originally defined	Reliable event classification and justified statistical modeling	Avoid treating competing events as ordinary noninformative censoring
D14	transplant_immune_suppression_services	Transplant Immune-Suppression Services	organ_transplant_services,immune_response_models	[]	Coordinate qualified suppression of unwanted immune responses with infection and toxicity monitoring	Actual evaluated medicines, assays, trained staff and continuing follow-up	Support a specified transplant pathway without permanent tolerance or freedom from infection
D14	transplant_tolerance_induction_trials	Transplant Tolerance-Induction Trials	histocompatibility_typing,clinical_trial_design	[]	Evaluate a defined strategy for sustained donor-specific tolerance against qualified clinical endpoints	Characterized intervention, capable clinical service and long-term monitored evidence	Investigate reduced treatment dependence without assuming tolerance can be achieved
D14	cell_therapy_potency_assays	Cell-Therapy Potency Assays	clinical_laboratory_quality	"[[""personalized_cell_therapy"", ""cell_culture_methods""]]"	Relate a qualified product assay to a defined cell-therapy functional mechanism	Representative product samples, reference measures and validated assay performance	Support bounded release decisions without assuming viable cell count proves therapeutic activity
D14	bioartificial_organ_service_qualification	Bioartificial Organ Service Qualification	regenerative_tissue_treatment,long_term_implant_integration	[]	Evaluate an integrated living and engineered support system against a defined organ-service need	Qualified biological stock, device support, supplies and longitudinal clinical evidence	Test a conditional organ-support capability without promising complete replacement
D14	patient_specific_implant_planning	Patient-Specific Implant Planning	clinical_image_registration,long_term_implant_integration	[]	Translate qualified patient geometry and loads into an evaluated implant plan	Actual imaging, validated design process, manufacture and clinical review	Improve fit for a defined case while retaining manufacturing and biological uncertainty
