field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D16	ranked_choice_transfer	Ranked Choice Transfer	tallies,ratio_proportion	[]	Transfer ranked ballots under a specified elimination or quota rule	Clearly expressed rankings, trained counters and reproducible count records	Resolve a defined ranked contest while exhaustion and rule choice affect outcomes
D16	proportional_seat_allocation	Proportional Seat Allocation	ratio_proportion,tallies	[]	Convert valid group vote totals into a fixed number of seats using a declared allocation rule	Defined districts, seat totals, reliable counts and transparent rounding rules	Represent qualifying shares within finite seats without guaranteeing perfect proportionality
D16	compensatory_mixed_representation	Compensatory Mixed Representation	proportional_seat_allocation,plurality_vote_counting	[]	Combine constituency selection with a specified compensatory allocation	Reliable component counts, declared compensation rules and eligible candidates	Reduce defined disproportionality while retaining system-specific tradeoffs
D16	public_office_sortition	Public Office Sortition	household_councils	"[[""tallies"", ""witnessed_obligations""]]"	Select eligible participants through an auditable random draw with stated exclusions	Known eligible pool, credible draw mechanism and support for selected participants	Distribute access to office without claiming the draw produces expertise or consent
D16	representative_recall_procedures	Representative Recall Procedures	petition_registers,official_mandate_registers	[]	Trigger and resolve a defined challenge to a representative's continuing mandate	Eligible petitioners, verifiable thresholds, a decision process and replacement rules	Allow removal under declared conditions while political conflict and disruption remain
D16	constituency_boundary_review	Constituency Boundary Review	geometric_survey	"[[""census_rolls"", ""statistical_sampling""]]"	Assess proposed representative districts against declared criteria and population evidence	Accurate maps, population records, review capacity and public challenge	Make boundary effects contestable without erasing competing representation goals
D16	ballot_access_administration	Ballot Access Administration	electoral_roll_maintenance,procedural_notice	[]	Apply declared candidate-entry conditions with notice and challenge procedures	Accessible applications, accountable officials and available review	Administer candidate eligibility without treating restrictive rules as a research requirement
D16	accessible_voting_services	Accessible Voting Services	accessible_learning_materials	"[[""secret_ballot_procedures"", ""plurality_vote_counting""]]"	Provide evaluated voting access while preserving independent choice and ballot secrecy	Suitable materials, trained assistance, accessible locations and privacy arrangements	Enable more eligible participants to vote without transferring their choices to helpers
D16	legislative_amendment_tracking	Legislative Amendment Tracking	representative_agenda_rules	"[[""formal_archives"", ""copyist_collation""]]"	Track proposed text changes and their relation to the version being decided	Retained drafts, competent clerks and clear decision records	Prevent disagreement over which text passed without guaranteeing wise policy
D16	bicameral_reconciliation	Bicameral Reconciliation	representative_agenda_rules	"[[""intergovernmental_compacts"", ""arbitration_procedures""]]"	Resolve differences between separately authorized deliberative bodies through declared procedures	Existing bodies, comparable texts, delegates and accepted reconciliation rules	Reach or fail to reach a common measure with real negotiation and delay
D16	executive_veto_review	Executive Veto Review	official_mandate_registers,legislative_amendment_tracking	[]	Define a bounded return or refusal of a measure and the process for reconsideration	Clearly assigned authority, public reasons and functioning review procedure	Add a review step with potential deadlock rather than a universal quality bonus
D16	ministerial_responsibility_hearings	Ministerial Responsibility Hearings	evidentiary_hearings,official_mandate_registers	[]	Require an officeholder to explain actions and evidence to an authorized reviewing body	Accessible records, questioning capacity and consequences defined by adopted rules	Expose administrative conduct without assuming testimony ensures accountability
D16	participatory_budget_allocation	Participatory Budget Allocation	public_budget_accounts,witnessed_obligations	[]	Assign a defined portion of available public resources through an adopted participant decision process	Real appropriated funds, eligible proposals, accessible participation and delivery staff	Allow participants to choose bounded expenditure while unfunded wishes remain unfunded
D16	citizen_deliberation_panels	Citizen Deliberation Panels	public_office_sortition,petition_registers	[]	Support a selected group to examine evidence and produce a reasoned recommendation	Accessible balanced evidence, skilled facilitation and participant time	Generate informed advice while mandate, representativeness and adoption remain distinct
D16	regulatory_impact_assessment	Regulatory Impact Assessment	statistical_inference,public_budget_accounts	[]	Compare proposed rules against stated alternatives, affected groups and uncertain consequences	Relevant evidence, analytical staff and transparent assumptions	Inform a rule choice without treating a forecast as an achieved outcome
D16	post_implementation_policy_review	Post Implementation Policy Review	regulatory_impact_assessment,public_correction_records	[]	Compare observed policy effects with declared aims and revise the original assessment	Consistent outcome evidence, review independence and authority to reconsider	Support policy learning without assuming all effects are measurable or reversible
D16	administrative_service_standards	Administrative Service Standards	municipal_service_charters,standard_measures	[]	Publish measurable response and delivery commitments for defined public services	Staffed service, suitable records and a feasible capacity estimate	Make service performance visible without creating capacity by declaration
D16	civil_birth_death_registration	Civil Birth Death Registration	case_records	"[[""census_rolls"", ""witnessed_obligations""]]"	Record individual vital events continuously with evidence and correction procedures	Reachable registrars, accepted evidence, records and protection against exclusion	Maintain event histories distinct from periodic population enumeration
D16	civil_status_record_correction	Civil Status Record Correction	civil_birth_death_registration,administrative_appeals	[]	Investigate and amend mistaken personal status records with retained provenance	Accessible challenges, competent reviewers and reliable linked records	Repair administrative errors without silently changing another person's status
D16	residency_registration_services	Residency Registration Services	procedural_notice	"[[""census_rolls"", ""household_councils""]]"	Maintain declared residence records with accessible updating and challenge	Local registrars, actual resident information and feasible reporting channels	Support territorial service planning while mobility and missing records retain uncertainty
D16	portable_civic_credentials	Portable Civic Credentials	civil_status_record_correction	"[[""credential_reciprocity"", ""intergovernmental_compacts""]]"	Allow a verified civic record to be recognized by another participating authority	Accepted evidence, compatible recognition terms and actual delivery	Reduce repeated verification while retaining correction and trust dependencies
D16	identity_minimization_services	Identity Minimization Services	personal_data_stewardship	"[[""portable_civic_credentials"", ""witnessed_obligations""]]"	Verify a specified eligibility fact while limiting unnecessary retained identity data	Qualified verification method, accountable access and appropriate records	Support service eligibility without collecting every personal detail by default
D16	public_service_case_routing	Public Service Case Routing	jurisdiction_boundaries	[]	Route a request to the office actually responsible and preserve unresolved obligations	Current responsibility map, staff and functioning handoff channels	Reduce lost requests while real workload and capacity still cause delays
D16	interagency_record_matching	Interagency Record Matching	civil_birth_death_registration,machine_readable_record_schemas	[]	Link authorized records across offices while measuring false matches and omissions	Compatible data, limited access, review staff and correction procedures	Support coordinated service without treating every similarity as identity
D16	public_service_interoperability	Public Service Interoperability	interagency_record_matching,communication_protocol_negotiation	[]	Specify compatible exchanges of authorized service requests and results	Participating offices, maintained interfaces and accountable access	Coordinate actual service handoffs without merging all records or authorities
D16	language_access_administration	Language Access Administration	cultural_translation_practice	[]	Provide qualified language access for public interactions and consequential records	Competent interpreters or translators, appropriate materials and staff time	Make services more accessible while translation quality and capacity remain limits
D16	mobile_civic_registration	Mobile Civic Registration	civil_birth_death_registration	"[[""mobile_instruction_teams"", ""postal_relay_services""]]"	Bring authorized registration capability to otherwise poorly served locations	Qualified staff, transport, suitable records and verified local access	Extend actual registration reach without inventing residents or events
D16	land_tax_assessment	Land Tax Assessment	property_registers	"[[""geometric_survey"", ""standard_measures""]]"	Assess adopted land-tax obligations against recorded parcels and declared valuation rules	Surveyed parcels, competent assessors, notice and appeal capacity	Collect against an explicit base while valuation error and distributional effects remain
D16	harvest_levy_assessment	Harvest Levy Assessment	crop_calendars,material_accounting	[]	Assess an adopted levy against observed harvest under declared shares and exemptions	Measured actual harvest, storage, assessors and transport	Transfer a bounded portion of existing produce with household and seed-reserve consequences
D16	poll_tax_registers	Poll Tax Registers	census_rolls,public_levies	[]	Assess a declared per-person obligation against an accountable eligibility register	Eligible population records, collection staff and challenge procedures	Make a specific tax base administrable while fixed burdens affect households unequally
D16	customs_valuation_procedures	Customs Valuation Procedures	commodity_quality_grading,public_levies	[]	Assess declared border charges against classified goods and a stated valuation rule	Actual trade goods, inspectors, records and review capacity	Collect adopted trade charges while delay, evasion and trade effects remain
D16	excise_duty_accounts	Excise Duty Accounts	material_accounting,public_levies	[]	Track adopted product-specific duties through defined production or release events	Observed taxable output, accountable records and inspectors	Collect only from actual liable transactions while administrative costs persist
D16	income_tax_assessment	Income Tax Assessment	public_levies	"[[""profit_loss_allocation"", ""material_accounting""]]"	Assess adopted personal or organizational income obligations under declared recognition rules	Income evidence, competent staff, filing access and appeal processes	Apply a measured income-based charge without assuming perfect reporting
D16	progressive_tax_schedules	Progressive Tax Schedules	income_tax_assessment,ratio_proportion	[]	Calculate liabilities using declared marginal bands and allowances	Defined tax base, published schedules and competent calculation	Apply chosen burden distribution while revenue and behavior depend on actual incomes
D16	withholding_collection	Withholding Collection	income_tax_assessment,public_budget_accounts	[]	Collect an adopted portion of liability at the payment source and reconcile later obligations	Participating payers, actual payments, records and refund or adjustment capacity	Change collection timing without collecting more than the applicable final obligation by design
D16	invoice_credit_taxation	Invoice Credit Taxation	invoice_verification,public_levies	[]	Calculate adopted value-added liability by reconciling taxable sales and eligible input credits	Verifiable invoices, filing systems, competent reviewers and refund capacity	Tax defined value added while fraud, delays and compliance costs remain
D16	tax_expenditure_disclosure	Tax Expenditure Disclosure	public_budget_accounts	"[[""progressive_tax_schedules"", ""land_tax_assessment"", ""customs_valuation_procedures"", ""excise_duty_accounts""]]"	Estimate revenue implications of adopted exemptions and preferential rules against a declared reference	Tax evidence, explicit baseline and analytical staff	Expose implicit fiscal choices while counterfactual estimates retain uncertainty
D16	revenue_sharing_formulas	Revenue Sharing Formulas	intergovernmental_compacts,public_budget_accounts	[]	Allocate actual shared receipts through a published rule among participating authorities	Measured collections, agreed shares and functioning transfers	Distribute existing revenue without double-counting it as new resources
D16	fiscal_equalization_transfers	Fiscal Equalization Transfers	revenue_sharing_formulas	"[[""independent_statistical_offices"", ""statistical_sampling"", ""census_rolls""]]"	Allocate funded transfers against measured differences in fiscal capacity or service need	Credible indicators, real funds and agreed calculation rules	Reduce selected service-resource disparities subject to available revenue and incentives
D16	intergovernmental_fiscal_consolidation	Intergovernmental Fiscal Consolidation	public_budget_accounts,revenue_sharing_formulas	[]	Remove internal transfers when reporting combined public receipts and expenditure	Comparable accounts, transfer identifiers and reconciliation staff	Prevent the same transferred resources from appearing as multiple new expenditures
D16	public_debt_service_schedules	Public Debt Service Schedules	public_bond_issuance,treasury_cash_forecasts	[]	Record actual future principal and financing obligations against due dates and terms	Accurate contracts, payment capacity and accountable treasury work	Expose financing commitments without treating borrowing as permanent income
D16	contingent_public_liability_registers	Contingent Public Liability Registers	future_obligation_disclosure,performance_bonds	[]	Record conditional public commitments and plausible payment triggers	Complete agreements, competent assessment and maintained exposure records	Make guarantees and contingent claims visible without assuming all will be paid
D16	public_payroll_verification	Public Payroll Verification	official_mandate_registers,material_accounting	[]	Match authorized paid roles and actual service evidence before disbursement	Staff records, independent checks and actual treasury funds	Reduce unsupported payments without creating workers or proving quality from attendance
D16	public_asset_disposal_procedures	Public Asset Disposal Procedures	public_asset_registers	"[[""competitive_public_tendering"", ""procurement_acceptance_checks""]]"	Authorize and record transfer or retirement of public assets against declared conditions	Known assets, qualified valuation, custody and accountable proceeds	Dispose of actual assets while revealing losses and conflicts of interest
