field	id	name	foundations	alternative_foundations	mechanism	operating_requirement	consequence
D04	directional_alloy_solidification	Directional Alloy Solidification	nickel_superalloys,crystallography	[]	Control the direction of solidification to influence grain structure in a casting	Qualified casting equipment, thermal control and inspection	Improve selected directional properties while increasing process complexity
D04	metal_creep_characterization	Metal-Creep Characterization	stress_strain_relations,precision_thermometry	[]	Measure time-dependent deformation under sustained load and temperature	Long-duration tests, controlled samples and measurement records	Estimate a service envelope that static strength tests alone cannot establish
D04	corrosion_rate_measurement	Corrosion-Rate Measurement	electrochemical_cells,measurement_uncertainty	[]	Compare material loss and surface change under stated exposure conditions	Representative samples, controlled exposure and measurement time	Select and maintain materials against observed corrosion rather than assuming permanence
D04	sacrificial_corrosion_protection	Sacrificial Corrosion Protection	corrosion_rate_measurement,electrochemical_cells	[]	Use a deliberately consumed compatible material to protect another within a qualified electrochemical arrangement	Suitable materials, electrical continuity, inspected exposure and replacements	Reduce selected corrosion while consuming finite protective stock
D04	protective_conversion_coatings	Protective Conversion Coatings	corrosion_rate_measurement,experimental_controls	[]	Transform a prepared surface into a qualified protective or bonding layer	Compatible chemistry, surface preparation and process verification	Change surface behavior while damage and incompatible environments can defeat protection
D04	adhesive_bond_design	Adhesive-Bond Design	experimental_controls	"[[""joinery"", ""elastic_deformation""]]"	Join prepared surfaces with a qualified bonding material and load-bearing interface	Compatible materials, preparation, curing conditions and joint tests	Join selected dissimilar materials while moisture, temperature and aging can weaken bonds
D04	natural_rubber_processing	Natural-Rubber Processing	experimental_controls	"[[""herbal_classification"", ""biological_classification""]]"	Collect and prepare suitable plant-derived elastic material with controlled consistency	Viable sources, skilled handling and processing equipment	Provide an elastic material whose untreated properties vary with temperature and aging
D04	rubber_vulcanization	Rubber Vulcanization	natural_rubber_processing,precision_thermometry,sulfur_purification	[]	Alter a rubber network through a qualified curing process	Compatible materials, controlled equipment and property verification	Stabilize selected elastic properties while retaining formulation and aging limits
D04	polymer_chain_models	Polymer-Chain Models	chemical_distillation,experimental_controls	[]	Relate macromolecular structure to observed material behavior	Characterized substances, qualified measurements and explicit models	Explain selected processing and mechanical properties without assuming all polymers behave alike
D04	thermoplastic_processing	Thermoplastic Processing	polymer_chain_models,precision_thermometry	[]	Shape qualified polymers through reversible softening and cooling within their process window	Suitable resin, shaping equipment, energy and temperature control	Produce repeatable shapes while thermal history and contamination affect quality
D04	thermoset_resin_processing	Thermoset-Resin Processing	polymer_chain_models,adhesive_bond_design	[]	Form a qualified cross-linked polymer structure through controlled curing	Compatible ingredients, mixing and curing equipment and inspection	Provide stable shaped or bonded material that cannot simply be remelted
D04	synthetic_elastomers	Synthetic Elastomers	polymer_chain_models,rubber_vulcanization	[]	Produce and qualify elastic polymer families for specified service conditions	Chemical plant, controlled feedstocks, processing and testing	Offer alternatives to natural rubber with different supply and performance constraints
D04	polymer_molecular_weight_control	Polymer Molecular-Weight Control	polymer_chain_models,measurement_uncertainty	[]	Characterize and control the distribution of polymer chain sizes	Qualified chemistry, measurement instruments and process control	Tune selected processing and strength properties while distributions remain finite
D04	polymer_additive_formulation	Polymer-Additive Formulation	thermoplastic_processing,experimental_controls	[]	Assess modifiers against declared material properties and exposure conditions	Compatible additives, mixing, tests and traceable formulations	Change processing or durability while introducing migration and recycling tradeoffs
D04	glass_fiber_production	Glass-Fiber Production	glassmaking	"[[""glass_tube_drawing"", ""experimental_controls""]]"	Form and handle fine glass filaments with controlled dimensions	Qualified glass, drawing equipment, energy and surface treatment	Supply reinforcement or insulation with handling and breakage constraints
D04	fiber_composite_lamination	Fiber-Composite Lamination	stress_strain_relations	"[[""plain_weaving"", ""glass_fiber_production"", ""carbon_fiber_production""], [""adhesive_bond_design"", ""thermoset_resin_processing"", ""thermoplastic_processing""]]"	Combine aligned reinforcement and a qualified matrix into an inspected laminate	Suitable fibers, matrix, tooling, cure control and inspection	Provide direction-dependent structural properties with joining and damage-detection demands
D04	carbon_fiber_production	Carbon-Fiber Production	polymer_chain_models,precision_thermometry	[]	Convert a qualified precursor into characterized carbon reinforcement	Controlled thermal plant, suitable precursor, energy and inspection	Supply light stiff reinforcement through a demanding production chain
D04	composite_damage_inspection	Composite-Damage Inspection	fiber_composite_lamination,measurement_uncertainty	[]	Detect and assess selected internal or surface damage in a composite structure	Qualified inspection methods, reference evidence and trained inspectors	Identify some hidden damage without proving every inspected part defect-free
D04	ceramic_glaze_formulation	Ceramic-Glaze Formulation	glassmaking,clay_testing,kiln_control	[]	Fit a fired glassy surface to a compatible ceramic body	Suitable ingredients, prepared bodies, controlled firing and surface tests	Change permeability, appearance and cleanability while fit or chemistry can cause failure
D04	high_fire_stoneware	High-Fire Stoneware	clay_testing,refractory_furnaces	[]	Produce a qualified dense ceramic body through controlled high-temperature firing	Suitable clay blend, kiln, energy and firing control	Provide durable vessels or components with shrinkage and fracture limits
D04	porcelain_body_formulation	Porcelain-Body Formulation	high_fire_stoneware,clay_levigation	[]	Balance a fine ceramic body for a declared fired microstructure and form	Suitable refined ingredients, forming, firing and inspection	Offer a distinct ceramic material with demanding processing and brittleness
D04	structural_technical_ceramics	Structural Technical Ceramics	refractory_furnaces,stress_strain_relations	"[[""clay_levigation"", ""powder_metallurgy""]]"	Form and qualify nonmetallic inorganic components for specified mechanical service	Suitable powders, shaping and firing equipment and defect inspection	Use hardness, wear or heat resistance while brittle failure remains consequential
D04	ceramic_matrix_composites	Ceramic-Matrix Composites	structural_technical_ceramics,fiber_composite_lamination	[]	Combine a ceramic matrix and reinforcement to alter damage behavior	Qualified constituents, controlled processing and long-duration tests	Support selected hot structures with manufacturing and environmental limits
D04	hydraulic_lime_binders	Hydraulic-Lime Binders	lime_burning,clay_testing	[]	Prepare a qualified lime-based binder that can develop strength under damp conditions	Suitable feed, controlled burning, water and material tests	Offer binding behavior beyond air-lime systems with source and curing constraints
D04	pozzolanic_binder_blends	Pozzolanic Binder Blends	lime_mortar,clay_testing	"[[""grain_milling"", ""ore_comminution""]]"	Combine a lime-bearing binder with a characterized reactive mineral fraction	Suitable mineral feed, mixing, water and curing evidence	Alter durability and strength development without requiring one particular volcanic source
D04	portland_cement_clinker	Portland-Cement Clinker	refractory_furnaces,clay_testing,material_accounting	[]	Produce and qualify a clinker-based hydraulic binder through controlled mineral processing	Suitable mineral feed, kiln, grinding, energy and emissions management	Supply a repeatable binder at substantial heat and process-emission cost
D04	supplementary_cementitious_materials	Supplementary Cementitious Materials	pozzolanic_binder_blends,measurement_uncertainty	[]	Qualify compatible mineral additions for a declared cementitious system	Characterized feedstock, performance evidence and controlled blending	Reduce some primary binder demand while reactivity and availability vary
D04	geopolymer_binder_systems	Geopolymer Binder Systems	clay_testing,chemical_distillation,experimental_controls	[]	Form and qualify a chemically activated aluminosilicate binding network	Suitable feed, compatible activators, controlled handling and curing tests	Provide a distinct binder route whose durability and impacts depend on formulation and supply
D04	industrial_catalyst_design	Industrial Catalyst Design	experimental_controls,chemical_distillation	"[[""iron_ammonia_catalysts"", ""enzyme_catalysis"", ""sulfuric_acid_production""]]"	Relate a catalyst's composition and accessible structure to a declared process reaction	Qualified materials, characterization and representative process trials	Improve selected process rates or selectivity while poisoning and regeneration costs remain
D04	catalyst_lifetime_management	Catalyst-Lifetime Management	industrial_catalyst_design,metallurgical_mass_balances	[]	Measure activity loss and schedule qualified renewal or regeneration	Operating records, tests, replacement stock and waste handling	Maintain actual process performance rather than assuming catalysts last indefinitely
D04	material_phase_diagrams	Material Phase Diagrams	crystallography,precision_thermometry	[]	Map stable or observed phase relations against declared composition and conditions	Characterized samples, controlled conditions and measurement evidence	Guide processing choices while nonequilibrium behavior requires additional evidence
D04	high_entropy_alloy_design	High-Entropy Alloy Design	material_phase_diagrams,metallurgical_mass_balances	[]	Explore multi-principal-element alloys against specified properties and stability requirements	Qualified inputs, controlled production and comparative testing	Identify useful compositions without assuming compositional complexity guarantees superiority
D04	radiation_tolerant_materials	Radiation-Tolerant Materials	radiation_measurement,material_phase_diagrams,experimental_controls	[]	Assess material changes under specified radiation and operating conditions	Qualified exposure facilities, specimens and long-duration characterization	Select a supported service envelope while damage accumulates
D04	metal_additive_manufacturing	Metal Additive Manufacturing	powder_metallurgy,electronic_machine_control	[]	Build metal shapes through controlled layerwise material addition and consolidation	Qualified feedstock, equipment, energy and post-process inspection	Produce selected complex parts with defect, throughput and qualification constraints
D04	material_property_databases	Material-Property Databases	material_phase_diagrams,research_data_catalogs	[]	Link measured properties to composition, process history and test conditions	Traceable data, maintained records and qualified interpretation	Improve material selection without treating nominal grades as identical in every process
D04	materials_inverse_design	Materials Inverse Design	material_property_databases,constrained_optimization	[]	Propose material or processing candidates against declared target properties	Models, relevant data, computation and experimental confirmation	Guide trials while predictions remain hypotheses until demonstrated
D04	scrap_material_sorting	Scrap-Material Sorting	material_accounting,mineral_specific_gravity	[]	Separate recovered materials into characterized streams suitable for subsequent processing	Collection, inspection, sorting tools and contamination records	Improve recovery quality while mixed or contaminated fractions remain difficult
D04	selective_metal_recovery	Selective Metal Recovery	scrap_material_sorting,metallurgical_mass_balances	[]	Recover targeted metals from a characterized mixed feed through a qualified separation route	Suitable plant, reagents or energy and residue management	Return some metals to use with finite recovery yields and processing costs
D04	polymer_mechanical_recycling	Polymer Mechanical Recycling	scrap_material_sorting,thermoplastic_processing	[]	Reprocess qualified polymer streams while tracking degradation and contamination	Collection, sorting, cleaning and forming equipment	Recover some material value without assuming indefinitely repeatable quality
D04	reversible_thermoset_networks	Reversible Thermoset Networks	thermoset_resin_processing,polymer_chain_models	[]	Design qualified network chemistry that permits specified reprocessing or disassembly	Compatible chemistry, controlled processing and durability evidence	Enable selected recovery routes with service-condition and process tradeoffs
D04	material_disassembly_design	Material-Disassembly Design	adhesive_bond_design,scrap_material_sorting	[]	Design identifiable separable interfaces around an intended end-of-service recovery route	Compatible joints, records, tools and a viable recovery service	Reduce some separation burdens while retaining in-service strength and durability requirements
D08	adobe_wall_construction	Adobe-Wall Construction	clay_testing	"[[""framed_construction"", ""structural_load_testing""]]"	Assemble dried earthen units into protected load-bearing walls	Suitable soil, water, forming labor, drying weather and moisture protection	Provide local wall construction with weathering and load limits
D08	rammed_earth_construction	Rammed-Earth Construction	clay_testing,structural_load_testing	[]	Compact suitable earth within temporary forms to create qualified wall sections	Characterized soil, formwork, compaction labor and moisture detailing	Build massive walls while soil variability and water exposure constrain performance
D08	wattle_and_daub_walls	Wattle-and-Daub Walls	basketry,clay_tempering,framed_construction	[]	Combine a woven framework with a compatible earthen infill	Suitable fibers or branches, framing, earth mix and upkeep	Enclose framed shelters with locally available materials and repair demands
D08	thatched_roofing	Thatched Roofing	fiber_grading,framed_construction	[]	Arrange plant material to shed water over a supported roof	Suitable vegetation, skilled fixing, roof pitch and periodic replacement	Provide a light covering with fire, decay and maintenance tradeoffs
D08	fired_roof_tiles	Fired Roof Tiles	kiln_control,clay_tempering,framed_construction	[]	Form and fire overlapping ceramic units for a supported weathering surface	Suitable clay, kiln energy, roof support and fixing	Provide replaceable roofing with weight, fracture and joint-leakage constraints
D08	stone_footing_design	Stone-Footing Design	quarry_reading,structural_load_testing	[]	Distribute building loads through prepared stone support onto assessed ground	Suitable stone, excavation, drainage and competent placement	Support selected structures while settlement depends on underlying ground
D08	shallow_foundation_assessment	Shallow-Foundation Assessment	soil_assays,structural_load_testing	[]	Compare near-surface ground behavior with a structure's expected load	Site observations, trial evidence and drainage assessment	Choose supported foundation arrangements without assuming uniform ground
D08	pile_foundation_construction	Pile-Foundation Construction	timber_grading,structural_load_testing,counterweight_cranes	[]	Transfer loads through driven or formed members into qualified deeper ground	Suitable piles, installation equipment and ground verification	Support some weak-ground sites at added construction and inspection cost
D08	foundation_settlement_monitoring	Foundation-Settlement Monitoring	geometric_survey,shallow_foundation_assessment	[]	Measure movement of a loaded structure relative to maintained references	Survey points, instruments and repeated observations	Detect some progressive movement before treating early stability as permanent
D08	timber_roof_trusses	Timber Roof Trusses	joinery,framed_construction,structural_load_testing	[]	Carry roof loads through connected timber members with defined support paths	Graded timber, qualified joints and erection labor	Span larger enclosed spaces while joint condition and load changes remain limiting
D08	masonry_buttressing	Masonry Buttressing	lime_mortar,structural_load_testing	[]	Provide external or integrated support against masonry thrust and instability	Suitable masonry, foundations and structural assessment	Stabilize selected forms while consuming space and material
D08	vaulted_masonry_roofs	Vaulted Masonry Roofs	voussoir_arch_assembly,masonry_buttressing	[]	Extend compressed masonry forms across enclosed spaces with supported thrust paths	Qualified masonry, temporary support, foundations and skilled erection	Cover durable interior spaces with substantial weight and support demands
D08	domed_masonry_roofs	Domed Masonry Roofs	vaulted_masonry_roofs,geometric_survey	[]	Carry enclosure loads through a curved shell with assessed supports	Suitable geometry, masonry, temporary works and structural review	Enclose broad spaces while cracking and support movement threaten stability
D08	masonry_moisture_management	Masonry Moisture Management	lime_mortar,drainage	[]	Control water entry, movement and drying in a compatible masonry assembly	Sound details, suitable materials, ventilation and maintenance	Reduce selected decay while trapped moisture or incompatible repairs can worsen it
D08	passive_building_ventilation	Passive Building Ventilation	framed_construction,habitat_observation_records	[]	Arrange openings and spaces to support useful natural air movement	Suitable site, openings, occupant practices and observed conditions	Improve some comfort and air exchange without guaranteeing cooling or clean air
D08	courtyard_climate_design	Courtyard Climate Design	passive_building_ventilation,seasonal_patterns	[]	Shape sheltered exterior and interior relationships around local sun and airflow	Appropriate site, geometry, materials and use patterns	Modify local comfort while outcomes depend on climate and occupation
D08	building_shading_design	Building-Shading Design	seasonal_patterns,geometric_survey	[]	Limit or admit solar exposure through qualified orientation and shading	Suitable geometry, materials and seasonal observations	Reduce unwanted heat or glare while affecting daylight and winter gains
D08	thermal_mass_building_design	Thermal-Mass Building Design	calorimetry,passive_building_ventilation	[]	Use heat-storing building materials with a suitable daily heat-release path	Appropriate mass, climate, ventilation and occupancy patterns	Moderate some temperature swings without creating cooling energy
D08	building_insulation_assemblies	Building-Insulation Assemblies	fiber_grading,calorimetry	[]	Limit heat transfer through qualified layered enclosures	Compatible insulation, moisture control, workmanship and inspection	Reduce heating or cooling demand while wetness and thermal bridges degrade performance
D08	building_fire_compartmentation	Building Fire Compartmentation	framed_construction,experimental_controls	[]	Separate occupied volumes through qualified fire-resisting assemblies and maintained closures	Suitable materials, tested interfaces and inspection	Delay specified fire or smoke spread while breaches and exceeded ratings remain consequential
D08	safe_building_egress	Safe Building Egress	household_space_planning,route_memory	[]	Provide usable escape routes matched to occupancy and plausible obstruction	Actual exits, maintained access, understandable signs and responsible operators	Improve evacuation prospects while crowding and blocked routes remain limiting
D08	urban_fire_response_services	Urban Fire-Response Services	watch_rotation,water_service_inspections	"[[""household_councils"", ""emergency_coordination_centers""]]"	Organize detection, dispatch and staffed response to building fires	Available crews, equipment, usable water and access	Provide finite response capacity after real reporting and travel delays
D08	building_drainage_coordination	Building-Drainage Coordination	drainage,household_space_planning	[]	Route building runoff and waste flows through compatible maintained connections	Suitable drains, gradients or pumps and receiving capacity	Prevent some internal water accumulation without transferring unlimited flow downstream
D08	potable_building_plumbing	Potable Building Plumbing	pressure_pipe_jointing,cross_connection_inspection	[]	Distribute suitable water within a building while maintaining separation from contamination	Qualified pipes, fixtures, pressure and continuing inspection	Provide usable water at served points while leaks and supply failures remain
D08	building_services_coordination	Building-Services Coordination	potable_building_plumbing,building_drainage_coordination	[]	Fit multiple service paths and maintenance access within a building's structure	Coordinated plans, competent trades and compatible equipment	Reduce clashes and inaccessible systems without supplying missing service capacity
D08	concrete_mix_design	Concrete-Mix Design	standard_measures,structural_load_testing	"[[""hydraulic_lime_binders"", ""pozzolanic_binder_blends"", ""portland_cement_clinker""]]"	Qualify aggregate, binder and water proportions for a declared placing and service condition	Characterized materials, controlled mixing, curing and test evidence	Produce supported concrete properties rather than assuming every mixture is equivalent
D08	concrete_formwork_systems	Concrete Formwork Systems	joinery,concrete_mix_design	[]	Support freshly placed material in a controlled geometry until it can carry required loads	Qualified forms, bracing, labor and release criteria	Build repeatable shapes while temporary-work failure can precede finished strength
D08	reinforcement_detailing	Reinforcement Detailing	reinforced_concrete,stress_strain_relations	[]	Arrange and anchor reinforcement for assessed loads, cover and construction conditions	Qualified steel, drawings, placement and inspection	Develop intended composite behavior while poor detailing or placement can defeat it
D08	prestressed_concrete_design	Prestressed-Concrete Design	reinforcement_detailing,steel_wire_drawing,cyclic_fatigue	[]	Introduce qualified precompression to alter concrete's response to service loads	Suitable concrete, tendons, anchorages, controlled equipment and verification	Extend selected span and load options while losses and tendon protection remain critical
D08	precast_building_components	Precast Building Components	concrete_formwork_systems,counterweight_cranes	[]	Produce inspected building elements separately and connect them at the site	Qualified fabrication, transport, lifting, interfaces and erection crews	Improve some production consistency while transport and connection limits shape design
D08	structural_steel_connections	Structural-Steel Connections	structural_steel,stress_strain_relations	"[[""standard_fastener_kitting"", ""hot_rivet_setting""]]"	Transfer assessed loads between steel members through qualified joints	Suitable fasteners or welds, access, workmanship and inspection	Make a steel frame behave as intended within connection and fatigue limits
D08	building_wind_load_assessment	Building Wind-Load Assessment	aerodynamics,structural_load_testing	[]	Estimate and test wind effects on a structure and its components	Site evidence, qualified models or tests and declared assumptions	Set a supported envelope while unusual exposure or model gaps remain
D08	seismic_load_assessment	Seismic-Load Assessment	mechanical_oscillation,structural_load_testing	[]	Assess structural response to specified ground-motion demands	Ground evidence, qualified models and material behavior data	Inform earthquake-resistant choices without predicting every event
D08	seismic_base_isolation	Seismic Base Isolation	seismic_load_assessment,elastic_deformation	[]	Separate a structure from some ground motion through qualified support devices	Suitable isolators, movement space, foundations and maintenance	Reduce selected transmitted demands while displacement and device limits remain
D08	structural_energy_dissipation	Structural Energy Dissipation	seismic_load_assessment,mechanical_oscillation	[]	Use qualified devices or controlled deformation to dissipate structural motion energy	Assessed components, inspected connections and replacement plans	Limit selected response while damage or exhausted capacity requires repair
D08	geotechnical_retaining_walls	Geotechnical Retaining Walls	shallow_foundation_assessment,drainage,structural_load_testing	[]	Support a ground height difference through an assessed retaining system	Suitable structure, drainage, foundations and ground information	Create usable level changes while water pressure and ground movement remain hazards
D08	construction_lifting_plans	Construction Lifting Plans	counterweight_cranes,centers_of_mass,crew_handoffs	[]	Coordinate load paths, equipment and responsibilities for qualified site lifts	Suitable cranes or lifting tools, assessed loads and trained crews	Move components within real reach and load limits rather than teleporting assemblies
D08	construction_sequence_analysis	Construction-Sequence Analysis	structural_load_testing,construction_lifting_plans	[]	Assess temporary structural states and resource dependencies during erection	Qualified plans, actual equipment and competent site supervision	Avoid relying on stability that exists only in the finished structure
D08	building_envelope_testing	Building-Envelope Testing	measurement_uncertainty,building_insulation_assemblies	[]	Measure selected air, water and heat-transfer behavior of a completed enclosure	Qualified tests, access, instruments and interpretable conditions	Locate some defects while untested assemblies and later damage remain uncertain
D08	mechanical_building_ventilation	Mechanical Building Ventilation	flow_continuity,electric_motors,building_services_coordination	[]	Provide controlled air movement through a maintained building system	Fans or equivalent drive, ducts, filtration where needed, power and staff	Serve occupied zones within actual airflow and maintenance limits
D08	building_heat_pump_systems	Building Heat-Pump Systems	heat_pump_cycles,building_services_coordination	"[[""hydronic_building_balancing"", ""mechanical_building_ventilation""]]"	Match a heat-pump operating envelope, building demand and installed heat-delivery system while coordinating cycling and auxiliary heat	Qualified heat-pump equipment, measured building loads, compatible emitters or air distribution, electricity, source access and commissioning staff	Deliver building heating or cooling only within matched capacity and temperature limits; auxiliary demand and unmet loads remain explicit
D08	building_energy_controls	Building Energy Controls	building_services_coordination,electronic_machine_control	[]	Coordinate installed building systems against measured conditions and declared comfort objectives	Working sensors, actuators, equipment and trained maintenance	Reduce some avoidable energy use without creating efficient equipment or unlimited capacity
D08	accessible_building_design	Accessible Building Design	household_space_planning,rehabilitation_services	[]	Provide usable routes, spaces and interfaces for diverse occupants	Suitable dimensions, fixtures, communication and user evaluation	Expand supported access while existing-site constraints require explicit solutions
D08	modular_housing_assembly	Modular Housing Assembly	framed_construction,construction_lifting_plans,workshop_standards	[]	Assemble qualified prefabricated dwelling modules through compatible interfaces	Fabrication capacity, transport, prepared sites and inspected connections	Shorten some on-site work while supply, access and customization remain constraints
D08	building_information_models	Building-Information Models	coordinate_geometry,relational_query_models	[]	Maintain linked spatial and component information for a building's declared purposes	Compatible data, qualified contributors and change control	Coordinate design and maintenance information while stale models can misrepresent reality
D08	construction_quality_traceability	Construction-Quality Traceability	procurement_acceptance_checks,material_accounting	[]	Link installed components and workmanship to evidence of their source and acceptance	Records, inspections, identifiable batches and responsible contractors	Support defect investigation without assuming documentation proves hidden quality
D08	building_retrofit_assessment	Building-Retrofit Assessment	building_envelope_testing,foundation_settlement_monitoring	[]	Assess proposed changes against an existing structure's condition and service needs	Surveys, qualified analysis, access and staged work plans	Improve selected performance while retained fabric and disruption constrain options
D08	component_reuse_certification	Component-Reuse Certification	material_disassembly_design,construction_quality_traceability	[]	Assess recovered building components for a declared second use	Traceable history where available, inspection, tests and responsible acceptance	Return suitable components to service while uncertainty can limit allowable use
D08	adaptive_coastal_foundations	Adaptive Coastal Foundations	pile_foundation_construction,tidal_port_planning,corrosion_rate_measurement	[]	Design and maintain support around observed coastal water, erosion and exposure conditions	Qualified site evidence, materials, access and long-term monitoring	Maintain supported structures under a stated envelope while changing coasts can exceed it
D08	flood_resilient_building_layouts	Flood-Resilient Building Layouts	building_drainage_coordination,shallow_foundation_assessment	[]	Locate vulnerable functions and recoverable materials around assessed flood exposure	Site information, compatible construction and access plans	Reduce selected damage and recovery time without making inundation harmless
D08	robotic_construction_assembly	Robotic Construction Assembly	robotic_task_planning,construction_sequence_analysis	[]	Perform bounded site assembly tasks with qualified robotic equipment	Actual machines, prepared inputs, sensing, power and trained supervisors	Automate selected work while variable sites and unsupported tasks require other crews
D08	additive_building_construction	Additive Building Construction	concrete_mix_design,electronic_machine_control,construction_sequence_analysis	[]	Place a qualified construction material through controlled layerwise deposition	Suitable feedstock, machinery, site control and verified structural interfaces	Produce selected forms while reinforcement, curing and connections remain separate obligations
D08	self_monitoring_structures	Self-Monitoring Structures	foundation_settlement_monitoring,signal_sampling,statistical_inference	[]	Collect and interpret installed structural observations against an assessed baseline	Working sensors, power, communications and qualified review	Detect some change while sensor coverage and interpretation limit certainty
D08	building_material_passports	Building-Material Passports	construction_quality_traceability,research_data_catalogs	[]	Maintain accessible component composition and service-history records for later decisions	Identifiable components, durable records and responsible updates	Support maintenance and reuse while missing records still require investigation
D08	low_carbon_binder_qualification	Low-Carbon Binder Qualification	supplementary_cementitious_materials,concrete_mix_design,material_accounting	[]	Compare a proposed binder's service performance and lifecycle inputs against an explicit reference	Qualified tests, traceable production information and declared accounting boundaries	Select some lower-impact formulations without assuming every substitute reduces total impact
D08	building_circular_maintenance	Building Circular Maintenance	component_reuse_certification,building_retrofit_assessment	[]	Plan repair, reuse and replacement against measured component condition and compatible recovery routes	Skilled maintainers, records, recoverable components and operating funds	Extend some service life while failed or unsuitable components still require replacement
D08	underground_habitable_spaces	Underground Habitable Spaces	mine_shoring,mechanical_building_ventilation,building_drainage_coordination	[]	Provide structurally supported occupied space below ground with maintained services	Qualified excavation, support, ventilation, water control and exits	Use subsurface space while access, moisture and service failures create distinct risks
