scenario	century	facet	value	delta_vs_balanced	flag
balanced	200	tool_quality	0.18800844943025208	0.0	
balanced	200	cap_infrastructure	0.6598995584216041	0.0	
balanced	200	housing_ratio	1.0967557238929577	0.0	
balanced	200	construction_rate	0.21556474598080813	0.0	
balanced	200	cap_logistics	0.3342844076453983	0.0	
balanced	200	trade_capacity	0.2092597328378549	0.0	
balanced	200	ecology	0.2865213028910206	0.0	
balanced	200	ground_health	0.8376252776824528	0.0	
balanced	200	cap_institutions	0.6873928056598774	0.0	
balanced	200	legitimacy	0.9102636076932248	0.0	
balanced	200	state_capacity	0.187383678068801	0.0	
balanced	200	cap_security	0.5825618183128268	0.0	
balanced	200	warfare_readiness	0.22274678327386485	0.0	
balanced	200	cap_culture	0.8967963405850755	0.0	
balanced	200	cohesion	0.9599999999999996	0.0	
balanced	200	known	564.6666666666666	0.0	
balanced	200	per_century	91.33333333333333	0.0	
balanced	200	per_50	36.04651162790697	0.0	within
balanced	200	education	0.7695531731936199	0.0	
balanced	200	art_found	544.6666666666666	0.0	
balanced	200	art_studied	210.33333333333334	0.0	
balanced	200	art_bonus	0.19800000000000137	0.0	
balanced	200	allure	0.6543592681170152	0.0	
balanced	200	line_knowledge	10.333333333333334	0.0	
balanced	200	line_institutions	6.666666666666667	0.0	
balanced	200	line_culture	4.0	0.0	
balanced	200	line_labor	5.0	0.0	
balanced	200	line_production	15.333333333333334	0.0	
balanced	200	line_infrastructure	5.0	0.0	
balanced	200	line_nutrition	19.0	0.0	
balanced	200	line_health	4.666666666666667	0.0	
balanced	200	line_demography	3.0	0.0	
balanced	200	line_logistics	5.333333333333333	0.0	
balanced	200	line_ecology	7.0	0.0	
balanced	200	line_security	6.0	0.0	
balanced	300	population	997.8808853370025	0.0	within
balanced	300	growth_pct	0.5609690698164194	0.0	within
balanced	300	life_expectancy	26.745805225341556	0.0	within
balanced	300	infant_mortality	226.24706076764278	0.0	within
balanced	300	child_mortality_1_4	212.35378878853717	0.0	within
balanced	300	maternal_per_100k	1280.1777996636738	0.0	within
balanced	300	tfr	5.34891833322381	0.0	within
balanced	300	cbr	43.8563490593898	0.0	within
balanced	300	cdr	38.298729464395215	0.0	within
balanced	300	food_per_worker	5.82938743513272	0.0	
balanced	300	food_security	0.98	0.0	
balanced	300	food_share	56.002801120448716	0.0	within
balanced	300	defense_share	2.223441903560784	0.0	within
balanced	300	diet	0.9198468667433933	0.0	
balanced	300	health	0.9699999999999999	0.0	
balanced	300	labor_efficiency	0.9671416540233708	0.0	
balanced	300	cap_production	0.6843975852929886	0.0	
balanced	300	craft_output	0.2673476399532072	0.0	
balanced	300	tool_quality	0.22374077014957727	0.0	
balanced	300	cap_infrastructure	0.6745161224158717	0.0	
balanced	300	housing_ratio	1.1006663053930368	0.0	
balanced	300	construction_rate	0.27618081538004896	0.0	
balanced	300	cap_logistics	0.37479302175561413	0.0	
balanced	300	trade_capacity	0.230202897170286	0.0	
balanced	300	ecology	0.3951346727787685	0.0	
balanced	300	ground_health	0.7697439879912684	0.0	
balanced	300	cap_institutions	0.71131049296357	0.0	
balanced	300	legitimacy	0.9208906207551495	0.0	
balanced	300	state_capacity	0.22569488352384937	0.0	
balanced	300	cap_security	0.6083497402232094	0.0	
balanced	300	warfare_readiness	0.24938478843221157	0.0	
balanced	300	cap_culture	0.9028542431044005	0.0	
balanced	300	cohesion	0.9599999999999996	0.0	
balanced	300	known	683.0	0.0	
balanced	300	per_century	40.0	0.0	
balanced	300	per_50	13.924050632911394	0.0	below low
balanced	300	education	0.7891794163685574	0.0	
balanced	300	art_found	551.0	0.0	
balanced	300	art_studied	551.0	0.0	
balanced	300	art_bonus	0.22230000000000003	0.0	
balanced	300	allure	0.6555708486208801	0.0	
balanced	300	line_knowledge	3.0	0.0	
balanced	300	line_institutions	3.0	0.0	
balanced	300	line_culture	3.0	0.0	
balanced	300	line_labor	1.0	0.0	
balanced	300	line_production	4.0	0.0	
balanced	300	line_infrastructure	8.0	0.0	
balanced	300	line_nutrition	5.0	0.0	
balanced	300	line_health	3.0	0.0	
balanced	300	line_demography	0.0	0.0	
balanced	300	line_logistics	4.0	0.0	
balanced	300	line_ecology	3.0	0.0	
balanced	300	line_security	3.0	0.0	
balanced	400	population	1677.252647366452	0.0	within
balanced	400	growth_pct	0.5244410183461667	0.0	within
balanced	400	life_expectancy	26.967655919208557	0.0	within
balanced	400	infant_mortality	223.15301414687943	0.0	within
balanced	400	child_mortality_1_4	210.94784170762455	0.0	within
balanced	400	maternal_per_100k	1206.9659673950869	0.0	within
balanced	400	tfr	5.304275821700698	0.0	within
balanced	400	cbr	42.95579361651047	0.0	within
balanced	400	cdr	37.7547002950623	0.0	within
balanced	400	food_per_worker	5.9071263047272184	0.0	
balanced	400	food_security	0.9799999999999492	0.0	
balanced	400	food_share	54.66853408029906	0.0	within
balanced	400	defense_share	2.290870406355484	0.0	within
balanced	400	diet	0.9089662729479148	0.0	
balanced	400	health	0.9699999999999999	0.0	
balanced	400	labor_efficiency	0.9693503752941451	0.0	
balanced	400	cap_production	0.7017234117837563	0.0	
balanced	400	craft_output	0.33807984854583645	0.0	
balanced	400	tool_quality	0.2933941295331985	0.0	
balanced	400	cap_infrastructure	0.6863588881914628	0.0	
balanced	400	housing_ratio	1.0917948273377494	0.0	
balanced	400	construction_rate	0.3200757549981577	0.0	
balanced	400	cap_logistics	0.4007397009989447	0.0	
balanced	400	trade_capacity	0.266758667903337	0.0	
balanced	400	ecology	0.47307567641129805	0.0	
balanced	400	ground_health	0.7395009432145853	0.0	
balanced	400	cap_institutions	0.726731035017043	0.0	
balanced	400	legitimacy	0.9262317589611091	0.0	
balanced	400	state_capacity	0.26599067387664593	0.0	
balanced	400	cap_security	0.6252774124767404	0.0	
balanced	400	warfare_readiness	0.2863974431932033	0.0	
balanced	400	cap_culture	0.9074223863953058	0.0	
balanced	400	cohesion	0.9599999999999996	0.0	
balanced	400	known	800.0	0.0	
balanced	400	per_century	52.333333333333336	0.0	
balanced	400	per_50	17.094017094017094	0.0	below low
balanced	400	education	0.8042383298308904	0.0	
balanced	400	art_found	551.0	0.0	
balanced	400	art_studied	551.0	0.0	
balanced	400	art_bonus	0.2497	0.0	
balanced	400	allure	0.6564844772790611	0.0	
balanced	400	line_knowledge	8.0	0.0	
balanced	400	line_institutions	4.0	0.0	
balanced	400	line_culture	6.0	0.0	
balanced	400	line_labor	6.0	0.0	
balanced	400	line_production	5.0	0.0	
balanced	400	line_infrastructure	8.666666666666666	0.0	
balanced	400	line_nutrition	5.0	0.0	
balanced	400	line_health	1.6666666666666667	0.0	
balanced	400	line_demography	0.0	0.0	
balanced	400	line_logistics	4.0	0.0	
balanced	400	line_ecology	0.0	0.0	
balanced	400	line_security	4.0	0.0	
balanced	500	population	2507.615241850919	0.0	within
balanced	500	growth_pct	0.3606252200009615	0.0	within
balanced	500	life_expectancy	26.899722288300907	0.0	within
balanced	500	infant_mortality	223.9681968500466	0.0	within
balanced	500	child_mortality_1_4	211.99512763249496	0.0	within
balanced	500	maternal_per_100k	1188.3455372914443	0.0	within
balanced	500	tfr	5.105348106077674	0.0	within
balanced	500	cbr	41.654324244494255	0.0	within
balanced	500	cdr	38.064245712987606	0.0	within
balanced	500	food_per_worker	6.079035617117327	0.0	
balanced	500	food_security	0.98	0.0	
balanced	500	food_share	53.335200746964865	0.0	within
balanced	500	defense_share	2.3582517233539955	0.0	within
balanced	500	diet	0.8762339336182237	0.0	
balanced	500	health	0.9699999999999999	0.0	
balanced	500	labor_efficiency	0.9754140606083039	0.0	
balanced	500	cap_production	0.7137856870238372	0.0	
balanced	500	craft_output	0.373273061437023	0.0	
balanced	500	tool_quality	0.3083999914803757	0.0	
balanced	500	cap_infrastructure	0.7032384455183504	0.0	
balanced	500	housing_ratio	1.111730603325057	0.0	
balanced	500	construction_rate	0.38512804911628634	0.0	
balanced	500	cap_logistics	0.43357405476734373	0.0	
balanced	500	trade_capacity	0.3179478105503904	0.0	
balanced	500	ecology	0.5454933202712563	0.0	
balanced	500	ground_health	0.7247897120681025	0.0	
balanced	500	cap_institutions	0.7456246650727619	0.0	
balanced	500	legitimacy	0.9324238151979823	0.0	
balanced	500	state_capacity	0.31574132020658713	0.0	
balanced	500	cap_security	0.6508070530328025	0.0	
balanced	500	warfare_readiness	0.33596200224539613	0.0	
balanced	500	cap_culture	0.909624712509978	0.0	
balanced	500	cohesion	0.9599999999999996	0.0	
balanced	500	known	894.0	0.0	
balanced	500	per_century	45.0	0.0	
balanced	500	per_50	26.984126984126984	0.0	within
balanced	500	education	0.8237142068014863	0.0	
balanced	500	art_found	551.0	0.0	
balanced	500	art_studied	551.0	0.0	
balanced	500	art_bonus	0.27168	0.0	
balanced	500	allure	0.6569249425019956	0.0	
balanced	500	line_knowledge	7.0	0.0	
balanced	500	line_institutions	3.0	0.0	
balanced	500	line_culture	3.0	0.0	
balanced	500	line_labor	2.0	0.0	
balanced	500	line_production	5.0	0.0	
balanced	500	line_infrastructure	8.0	0.0	
balanced	500	line_nutrition	2.0	0.0	
balanced	500	line_health	3.0	0.0	
balanced	500	line_demography	1.0	0.0	
balanced	500	line_logistics	1.0	0.0	
balanced	500	line_ecology	5.0	0.0	
balanced	500	line_security	5.0	0.0	
balanced	600	population	3355.8829350812484	0.0	within
balanced	600	growth_pct	0.27669609981173515	0.0	within
balanced	600	life_expectancy	26.832938696690814	0.0	within
balanced	600	infant_mortality	224.34755744410108	0.0	within
balanced	600	child_mortality_1_4	212.86628882786817	0.0	within
balanced	600	maternal_per_100k	1170.5057896326264	0.0	within
balanced	600	tfr	5.002819872978577	0.0	within
balanced	600	cbr	40.951409574243286	0.0	within
balanced	600	cdr	38.19265629095886	0.0	within
balanced	600	food_per_worker	5.704793395103156	0.0	
balanced	600	food_security	0.98	0.0	
balanced	600	food_share	52.001867413630684	0.0	within
balanced	600	defense_share	2.425633040352507	0.0	within
balanced	600	diet	0.8553278336915325	0.0	
balanced	600	health	0.9699999999999999	0.0	
balanced	600	labor_efficiency	0.9744544139799874	0.0	
balanced	600	cap_production	0.7199068301492826	0.0	
balanced	600	craft_output	0.42840000000000006	0.0	
balanced	600	tool_quality	0.3083999999999994	0.0	
balanced	600	cap_infrastructure	0.715995999461588	0.0	
balanced	600	housing_ratio	1.0853065420368733	0.0	
balanced	600	construction_rate	0.42840000000000006	0.0	
balanced	600	cap_logistics	0.4449749606880696	0.0	
balanced	600	trade_capacity	0.3404999490927665	0.0	
balanced	600	ecology	0.6179032906763097	0.0	
balanced	600	ground_health	0.7234273048265053	0.0	
balanced	600	cap_institutions	0.7557894862487525	0.0	
balanced	600	legitimacy	0.9372397818810901	0.0	
balanced	600	state_capacity	0.3324999128812743	0.0	
balanced	600	cap_security	0.6781925881380811	0.0	
balanced	600	warfare_readiness	0.39269996554516734	0.0	
balanced	600	cap_culture	0.9134229423394107	0.0	
balanced	600	cohesion	0.9599999999999996	0.0	
balanced	600	known	950.0	0.0	
balanced	600	per_century	19.0	0.0	
balanced	600	per_50	21.05263157894737	0.0	below low
balanced	600	education	0.8347450615095523	0.0	
balanced	600	art_found	551.0	0.0	
balanced	600	art_studied	551.0	0.0	
balanced	600	art_bonus	0.28559999999999997	0.0	
balanced	600	allure	0.6576845884678821	0.0	
balanced	600	line_knowledge	2.0	0.0	
balanced	600	line_institutions	0.0	0.0	
balanced	600	line_culture	2.0	0.0	
balanced	600	line_labor	1.0	0.0	
balanced	600	line_production	4.0	0.0	
balanced	600	line_infrastructure	2.0	0.0	
balanced	600	line_nutrition	1.0	0.0	
balanced	600	line_health	1.0	0.0	
balanced	600	line_demography	0.0	0.0	
balanced	600	line_logistics	2.0	0.0	
balanced	600	line_ecology	2.0	0.0	
balanced	600	line_security	2.0	0.0	
poor	100	population	45.83577180464312	-125.37138273060745	below low
poor	100	growth_pct	-0.3916346102282901	-1.2121931913389505	below low
poor	100	life_expectancy	22.704339004277784	-3.122696961898864	within
poor	100	infant_mortality	303.65791834115817	63.230645224557065	within
poor	100	child_mortality_1_4	254.04792941930313	30.754904517476575	below low
poor	100	maternal_per_100k	2384.883215546351	992.742471433208	below low
poor	100	tfr	5.187613845768747	-0.8147530381871002	within
poor	100	cbr	42.71596046585239	-4.2173308844763255	within
poor	100	cdr	46.62742369449026	7.754206093224951	below low
poor	100	food_per_worker	2.83973210282485	-2.679374832554403	
poor	100	food_security	0.7571868760131023	-0.22281312398689768	
poor	100	food_share	61.95283556320373	1.9500344427555305	within
poor	100	defense_share	1.758936261916423	-0.26236169064898185	below low
poor	100	diet	0.7119513770484436	-0.09556838404288559	
poor	100	health	0.8886005417605616	-0.08139945823943828	
poor	100	labor_efficiency	0.9568505897039716	-0.0004505305862930742	
poor	100	cap_production	0.6153598134572033	-0.03548435162029584	
poor	100	craft_output	0.15882690162354787	0.035503854887296876	
poor	100	tool_quality	0.13197475751350563	0.005076653482397858	
poor	100	cap_infrastructure	0.6013011916852875	-0.030858862500120154	
poor	100	housing_ratio	1.12	0.024102959281124825	
poor	100	construction_rate	0.124534729402361	-0.027986156262501213	
poor	100	cap_logistics	0.31897004271839485	0.021747155405370755	
poor	100	trade_capacity	0.07914723342930352	-0.0584214380920918	
poor	100	ecology	0.04	-0.13903627895456708	
poor	100	ground_health	0.9546756224240683	0.0010957092868504326	
poor	100	cap_institutions	0.6013443415831399	-0.043026289787267524	
poor	100	legitimacy	0.7835683484079455	-0.1021082389447121	
poor	100	state_capacity	0.09153568250559962	-0.03029695716336056	
poor	100	cap_security	0.5382056206270077	-0.0017754789114653446	
poor	100	warfare_readiness	0.1507753020104132	0.016994202474613862	
poor	100	cap_culture	0.8052274548270977	-0.07661234694148833	
poor	100	cohesion	0.9599999999999996	0.0	
poor	100	known	173.66666666666666	-138.66666666666666	
poor	100	per_century	60.0	-89.66666666666666	
poor	100	per_50	27.11864406779661	-28.53107344632768	within
poor	100	education	0.7401031939947377	-0.002964960929743299	
poor	100	art_found	225.0	-202.66666666666669	
poor	100	art_studied	36.0	-24.0	
poor	100	art_bonus	0.17476090909090894	0.006760909090909373	
poor	100	allure	0.6360453608594501	-0.0153225994907763	
poor	100	line_knowledge	9.333333333333334	0.3333333333333339	
poor	100	line_institutions	5.333333333333333	-5.666666666666667	
poor	100	line_culture	4.666666666666667	-10.666666666666668	
poor	100	line_labor	7.333333333333333	-5.333333333333333	
poor	100	line_production	14.666666666666666	0.33333333333333215	
poor	100	line_infrastructure	4.333333333333333	-7.666666666666667	
poor	100	line_nutrition	1.6666666666666667	-15.333333333333334	
poor	100	line_health	0.0	-13.0	
poor	100	line_demography	0.0	-12.666666666666666	
poor	100	line_logistics	3.0	-9.333333333333334	
poor	100	line_ecology	1.6666666666666667	-9.0	
poor	100	line_security	8.0	-1.666666666666666	
poor	200	population	40.335199270324146	-421.6222118464323	below low
poor	200	growth_pct	-0.08233509289828171	-1.107423011149089	within
poor	200	life_expectancy	22.69632585110408	-4.671540247662659	within
poor	200	infant_mortality	302.68597882570543	81.44387922287919	within
poor	200	child_mortality_1_4	254.31876003181733	47.34443512309488	below low
poor	200	maternal_per_100k	2338.3435046181	1037.5636173851676	below low
poor	200	tfr	5.54029730657983	-0.40493788917269846	within
poor	200	cbr	45.865163107965635	-0.559387786213108	within
poor	200	cdr	46.68873675467909	10.247480038797924	below low
poor	200	food_per_worker	3.127856682167161	-2.7194498412673087	
poor	200	food_security	0.7802205087499922	-0.19977949125000782	
poor	200	food_share	59.270625363167575	1.2678242427194917	within
poor	200	defense_share	1.8887884768258072	-0.23358145123730623	below low
poor	200	diet	0.7226907632515499	-0.17344257648116657	
poor	200	health	0.8985660235731187	-0.07143397642688121	
poor	200	labor_efficiency	0.9560156152026621	-0.002099915086501869	
poor	200	cap_production	0.641449875625628	-0.023422086559310662	
poor	200	craft_output	0.19850351856876366	-0.023847348638203064	
poor	200	tool_quality	0.17938256216981716	-0.008625887260434922	
poor	200	cap_infrastructure	0.6058706067089377	-0.05402895171266642	
poor	200	housing_ratio	1.12	0.023244276107042383	
poor	200	construction_rate	0.1463221274731862	-0.06924261850762192	
poor	200	cap_logistics	0.34280694668845374	0.008522539043055444	
poor	200	trade_capacity	0.09572393535464425	-0.11353579748321065	
poor	200	ecology	0.04	-0.24652130289102062	
poor	200	ground_health	0.9726452128336591	0.13501993515120636	
poor	200	cap_institutions	0.6205157615615967	-0.06687704409828066	
poor	200	legitimacy	0.8019453029284763	-0.10831830476474846	
poor	200	state_capacity	0.10525182492409979	-0.0821318531447012	
poor	200	cap_security	0.5676038624136308	-0.014957955899196018	
poor	200	warfare_readiness	0.20840744921488427	-0.01433933405898058	
poor	200	cap_culture	0.816976662726487	-0.07981967785858857	
poor	200	cohesion	0.9599999999999996	0.0	
poor	200	known	239.33333333333334	-325.33333333333326	
poor	200	per_century	24.666666666666668	-66.66666666666666	
poor	200	per_50	13.953488372093025	-22.093023255813947	below low
poor	200	education	0.751242168308197	-0.01831100488542292	
poor	200	art_found	346.0	-198.66666666666663	
poor	200	art_studied	62.0	-148.33333333333334	
poor	200	art_bonus	0.19592500000000004	-0.002075000000001326	
poor	200	allure	0.638395332545209	-0.015963935571806198	
poor	200	line_knowledge	3.3333333333333335	-7.0	
poor	200	line_institutions	3.0	-3.666666666666667	
poor	200	line_culture	5.333333333333333	1.333333333333333	
poor	200	line_labor	1.6666666666666667	-3.333333333333333	
poor	200	line_production	6.333333333333333	-9.0	
poor	200	line_infrastructure	0.0	-5.0	
poor	200	line_nutrition	0.3333333333333333	-18.666666666666668	
poor	200	line_health	0.0	-4.666666666666667	
poor	200	line_demography	0.0	-3.0	
poor	200	line_logistics	1.3333333333333333	-4.0	
poor	200	line_ecology	0.3333333333333333	-6.666666666666667	
poor	200	line_security	3.0	-3.0	
poor	300	population	49.01239026022885	-948.8684950767737	below low
poor	300	growth_pct	0.4174900951359491	-0.14347897468047027	within
poor	300	life_expectancy	23.077069262543162	-3.6687359627983938	within
poor	300	infant_mortality	301.49390661853573	75.24684585089295	within
poor	300	child_mortality_1_4	253.7197292912953	41.36594050275812	below low
poor	300	maternal_per_100k	2304.601401397525	1024.4236017338512	below low
poor	300	tfr	6.164520074484126	0.8156017412603163	within
poor	300	cbr	49.64030028890091	5.783951229511111	ABOVE HIGH
poor	300	cdr	45.48909951953298	7.1903700551377625	below low
poor	300	food_per_worker	3.300093214983407	-2.5292942201493127	
poor	300	food_security	0.9711246949919327	-0.008875305008067325	
poor	300	food_share	56.00280112044873	1.4210854715202004e-14	within
poor	300	defense_share	2.0481454650825595	-0.17529643847822474	within
poor	300	diet	0.7451906570462782	-0.17465620969711515	
poor	300	health	0.968680778945354	-0.0013192210546458805	
poor	300	labor_efficiency	0.9849099288461373	0.01776827482276644	
poor	300	cap_production	0.6589793963809637	-0.025418188912024853	
poor	300	craft_output	0.20801183750634536	-0.059335802446861846	
poor	300	tool_quality	0.1924267829502964	-0.031313987199280885	
poor	300	cap_infrastructure	0.6078185567610177	-0.06669756565485396	
poor	300	housing_ratio	1.12	0.019333694606963325	
poor	300	construction_rate	0.15226507050581933	-0.12391574487422963	
poor	300	cap_logistics	0.35508810336460034	-0.019704918391013793	
poor	300	trade_capacity	0.10707198360628156	-0.12313091356400443	
poor	300	ecology	0.04	-0.35513467277876853	
poor	300	ground_health	0.9774410118282493	0.20769702383698085	
poor	300	cap_institutions	0.6519631761239286	-0.05934731683964134	
poor	300	legitimacy	0.871305280790073	-0.049585339965076525	
poor	300	state_capacity	0.12957385804266178	-0.09612102548118759	
poor	300	cap_security	0.5818624328897329	-0.026487307333476484	
poor	300	warfare_readiness	0.2142321257809491	-0.03515266265126246	
poor	300	cap_culture	0.8372216133451098	-0.06563262975929074	
poor	300	cohesion	0.9599999999999996	0.0	
poor	300	known	280.0	-403.0	
poor	300	per_century	24.0	-16.0	
poor	300	per_50	6.329113924050634	-7.59493670886076	below low
poor	300	education	0.7578937254097463	-0.03128569095881106	
poor	300	art_found	401.6666666666667	-149.33333333333331	
poor	300	art_studied	92.33333333333333	-458.6666666666667	
poor	300	art_bonus	0.21027886363636364	-0.012021136363636387	
poor	300	allure	0.642444322669022	-0.013126525951858148	
poor	300	line_knowledge	2.6666666666666665	-0.3333333333333335	
poor	300	line_institutions	3.0	0.0	
poor	300	line_culture	4.333333333333333	1.333333333333333	
poor	300	line_labor	0.0	-1.0	
poor	300	line_production	3.3333333333333335	-0.6666666666666665	
poor	300	line_infrastructure	1.3333333333333333	-6.666666666666667	
poor	300	line_nutrition	2.0	-3.0	
poor	300	line_health	0.0	-3.0	
poor	300	line_demography	3.0	3.0	
poor	300	line_logistics	4.0	0.0	
poor	300	line_ecology	0.0	-3.0	
poor	300	line_security	0.3333333333333333	-2.6666666666666665	
poor	400	population	75.57705069755347	-1601.6755966688986	below low
poor	400	growth_pct	0.43311182404510706	-0.09132919430105968	within
poor	400	life_expectancy	23.117405193242394	-3.8502507259661627	within
poor	400	infant_mortality	300.74344424920946	77.59043010233003	within
poor	400	child_mortality_1_4	253.05711750853663	42.10927580091209	below low
poor	400	maternal_per_100k	2303.72375747049	1096.7577900754031	below low
poor	400	tfr	6.209468035944238	0.9051922142435398	within
poor	400	cbr	50.087061471991255	7.131267855480786	ABOVE HIGH
poor	400	cdr	45.782068164036616	8.027367868974316	below low
poor	400	food_per_worker	3.16567045934778	-2.7414558453794386	
poor	400	food_security	0.9704706745389385	-0.009529325461010707	
poor	400	food_share	54.66853408029906	0.0	within
poor	400	defense_share	2.1102578962619405	-0.1806125100935434	within
poor	400	diet	0.7653758643030913	-0.14359040864482342	
poor	400	health	0.9691531037189876	-0.0008468962810123104	
poor	400	labor_efficiency	0.9836734566502999	0.014323081356154788	
poor	400	cap_production	0.6598579256247287	-0.04186548615902763	
poor	400	craft_output	0.2131778854513233	-0.12490196309451315	
poor	400	tool_quality	0.19811623526022923	-0.09527789427296926	
poor	400	cap_infrastructure	0.6090103539942215	-0.0773485341972413	
poor	400	housing_ratio	1.12	0.028205172662250755	
poor	400	construction_rate	0.1556538024875701	-0.1644219525105876	
poor	400	cap_logistics	0.36679043936619343	-0.03394926163275125	
poor	400	trade_capacity	0.11349752973142535	-0.15326113817191167	
poor	400	ecology	0.04	-0.43307567641129807	
poor	400	ground_health	0.9606563767534744	0.2211554335388891	
poor	400	cap_institutions	0.6664670203625618	-0.06026401465448117	
poor	400	legitimacy	0.878054087948711	-0.048177671012398116	
poor	400	state_capacity	0.15309536734184015	-0.11289530653480578	
poor	400	cap_security	0.5941305322375595	-0.031146880239180885	
poor	400	warfare_readiness	0.23912472262727724	-0.047272720565926074	
poor	400	cap_culture	0.842745760526395	-0.06467662586891076	
poor	400	cohesion	0.9599999999999996	0.0	
poor	400	known	311.0	-489.0	
poor	400	per_century	20.333333333333332	-32.0	
poor	400	per_50	2.1367521367521367	-14.957264957264957	below low
poor	400	education	0.7613998484482232	-0.042838481382667215	
poor	400	art_found	438.0	-113.0	
poor	400	art_studied	141.0	-410.0	
poor	400	art_bonus	0.2248946590909091	-0.024805340909090895	
poor	400	allure	0.643549152105279	-0.012935325173782153	
poor	400	line_knowledge	3.0	-5.0	
poor	400	line_institutions	3.3333333333333335	-0.6666666666666665	
poor	400	line_culture	0.3333333333333333	-5.666666666666667	
poor	400	line_labor	5.666666666666667	-0.33333333333333304	
poor	400	line_production	2.3333333333333335	-2.6666666666666665	
poor	400	line_infrastructure	0.6666666666666666	-7.999999999999999	
poor	400	line_nutrition	0.0	-5.0	
poor	400	line_health	0.0	-1.6666666666666667	
poor	400	line_demography	0.0	0.0	
poor	400	line_logistics	1.0	-3.0	
poor	400	line_ecology	0.0	0.0	
poor	400	line_security	4.0	0.0	
poor	500	population	114.45612569774495	-2393.159116153174	within
poor	500	growth_pct	0.4037602334422778	0.04313501344131632	within
poor	500	life_expectancy	21.84321821926966	-5.056504069031249	within
poor	500	infant_mortality	314.1471107185051	90.17891386845847	below low
poor	500	child_mortality_1_4	266.0373866504172	54.04225901792225	below low
poor	500	maternal_per_100k	2304.6780228601056	1116.3324855686612	below low
poor	500	tfr	6.183209115163884	1.0778610090862104	within
poor	500	cbr	50.12977261422128	8.475448369727026	ABOVE HIGH
poor	500	cdr	46.11388939167645	8.049643678688845	below low
